mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,29,32,8,20,21,44,6,7,8,6,24,3
2,-1,18,24,15,18,4,6,6,7,12,28,22,27,18,13,10,14,6,-1,14,14,10,18,27
3,12,8,10,5,3,4,8,7,6,5,-1,-1,-1,-1,-1,-1,-1,28,4,8,12,23,8,7
4,3,12,24,29,30,24,17,-1,14,27,11,13,7,9,23,13,20,20,17,14,14,23,29,22
5,32,29,42,35,33,54,26,29,41,44,40,28,34,30,23,23,18,13,15,16,18,12,20,13
6,26,27,36,30,34,34,40,36,43,41,53,38,38,34,17,23,16,9,9,7,20,20,28,30
7,41,38,46,44,38,32,38,29,39,48,50,56,48,34,28,20,21,11,17,13,22,21,27,13
8,11,17,23,28,16,21,12,16,24,23,22,27,17,10,15,11,15,11,9,6,15,16,21,29
9,22,26,30,18,21,25,27,20,20,20,30,26,24,16,19,6,4,15,7,12,14,12,20,28
10,29,30,25,26,26,18,20,18,21,21,24,28,19,9,6,6,8,7,8,7,13,22,15,19
11,25,28,26,24,25,19,26,28,25,33,26,22,22,13,5,7,12,19,10,3,7,19,16,21
12,23,23,27,33,30,20,27,29,20,28,30,19,19,13,15,13,9,8,1,8,22,20,27,29
13,24,32,26,24,21,31,28,15,30,25,33,38,31,20,19,15,15,4,5,7,10,8,21,25
14,23,33,24,22,26,28,28,31,25,11,27,16,20,15,12,12,3,6,9,8,4,14,19,21
15,23,20,22,34,34,22,27,20,19,29,18,20,11,9,11,7,10,4,3,5,19,7,20,28
16,21,26,35,29,32,22,19,24,36,22,28,18,11,2,6,7,3,6,9,7,4,5,15,14
17,25,25,34,20,27,21,11,35,7,6,13,26,10,6,24,9,6,4,2,3,8,10,23,36
18,27,28,31,31,28,20,27,21,9,6,23,18,27,20,6,5,11,5,7,4,18,13,24,20
19,28,33,34,34,35,25,31,35,36,32,27,30,21,13,17,16,13,7,4,4,13,16,23,35
20,34,33,28,31,32,33,38,41,18,0,22,32,18,20,22,12,10,10,8,6,20,18,14,33
21,31,32,31,24,31,32,27,24,21,26,30,33,31,19,15,16,15,10,6,12,9,8,18,21
22,32,21,24,24,34,27,31,21,17,30,33,20,10,20,7,8,5,6,9,6,12,18,15,27
23,29,31,16,23,26,31,26,33,16,31,28,26,26,23,14,12,5,4,5,7,13,13,21,20
24,23,25,22,24,18,27,27,30,24,24,30,26,29,24,18,7,16,8,11,5,10,24,19,29
25,25,28,28,19,21,24,16,29,13,15,27,21,15,7,9,6,5,6,5,6,15,16,28,21
26,23,21,22,22,26,17,17,27,34,30,31,39,20,23,14,15,13,11,15,7,10,20,25,20
27,28,28,24,21,20,31,26,20,30,30,24,30,24,18,20,13,19,14,9,15,19,23,21,32
28,29,27,31,35,17,26,32,20,37,31,25,0,17,21,11,14,8,6,8,11,14,16,15,31
29,25,26,28,20,26,14,27,26,31,22,16,25,9,5,8,13,15,4,10,8,16,13,19,19
30,36,28,20,21,23,33,21,30,9,25,15,27,25,27,20,10,13,11,8,5,6,-1,-1,-1,-1
