mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,12,16,14,24,40,52,88,130,163,179,159,269,225,252,230,159,145,148,141,100,76,51,35,25
02,10,17,13,16,11,29,46,84,135,174,194,221,184,200,155,95,153,139,103,120,80,62,46,18
03,8,29,49,25,29,48,103,133,187,191,202,200,227,237,219,132,133,116,113,104,88,60,28,28
04,18,17,18,25,42,56,86,139,192,186,200,236,237,228,174,142,169,160,123,105,86,73,46,23
05,21,17,20,30,34,43,84,141,170,201,190,202,228,234,210,159,169,159,130,108,93,87,38,39
06,29,22,17,26,36,42,82,111,153,146,159,187,205,210,160,167,170,181,161,112,105,101,54,40
07,22,18,14,25,29,64,87,114,168,161,196,206,255,192,237,130,154,140,162,120,104,82,34,26
08,21,19,17,21,33,52,106,126,185,165,196,197,183,163,174,111,136,126,125,103,99,72,42,27
09,18,17,24,19,37,46,105,108,160,172,207,211,202,214,200,123,90,119,136,131,116,82,43,38
10,16,24,14,25,28,42,80,126,155,175,191,200,216,238,182,156,125,139,150,110,105,72,31,35
11,19,21,12,19,26,74,95,125,189,177,185,200,216,207,230,131,181,178,168,133,130,83,64,43
12,30,20,18,17,32,48,77,110,180,177,210,192,200,218,211,155,170,197,184,132,121,82,62,37
13,21,18,32,30,33,42,82,99,129,152,158,164,188,202,174,157,148,176,106,121,120,71,61,47
14,32,24,16,21,28,68,106,136,170,150,172,218,226,235,196,135,174,145,169,117,119,36,14,19
15,20,19,26,28,27,50,121,130,177,167,204,241,251,254,244,166,185,151,146,122,117,89,46,36
16,29,22,12,39,38,58,84,150,173,194,212,215,243,257,210,190,173,177,165,153,134,82,51,40
17,27,24,20,19,42,85,111,165,201,192,227,214,234,264,250,183,173,164,165,152,129,94,55,34
18,35,23,23,30,39,85,103,144,178,215,225,220,236,264,224,154,167,199,197,131,134,73,51,38
19,19,27,16,24,36,69,110,165,200,185,216,230,227,227,231,176,187,190,169,136,124,112,81,49
20,21,22,19,23,31,71,108,141,180,253,224,236,195,201,156,147,164,176,174,150,133,112,53,45
21,34,17,22,23,32,56,96,120,138,182,188,209,201,188,174,149,155,136,146,118,119,87,60,41
22,29,25,24,27,22,57,94,126,137,151,135,171,172,165,161,126,148,146,128,123,145,92,61,29
23,20,20,27,26,40,53,89,131,181,192,182,215,230,192,161,163,168,162,140,116,94,89,43,23
24,16,29,31,19,31,62,109,149,177,167,211,208,223,222,181,175,153,197,173,137,123,83,66,35
25,27,12,20,21,38,46,80,125,178,179,198,190,198,186,153,110,118,143,153,161,136,75,50,28
26,34,19,23,29,36,58,113,148,164,149,197,206,236,191,157,173,171,204,173,111,121,73,58,29
27,20,17,27,16,42,65,97,143,179,155,190,236,239,258,173,209,137,169,153,135,135,110,83,46
28,36,23,17,28,42,62,109,136,170,203,198,176,205,205,184,139,143,167,83,87,124,109,46,20
29,20,22,12,15,36,73,123,146,171,181,178,230,205,217,165,136,142,154,163,142,129,92,57,36
30,20,19,17,20,38,73,103,145,178,194,209,209,164,179,125,133,155,144,131,89,135,90,63,43
31,27,19,72,21,38,85,119,134,173,137,160,196,200,185,154,120,146,107,150,139,112,67,49,-1,-1
