oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
02,0,0,0,0,0,0,39,270,308,349,318,272,266,193,119,55,35,28,19,37,56,119,151,156
03,121,83,74,77,97,86,96,85,78,88,183,204,221,165,133,118,93,80,75,66,90,103,90,93
04,106,118,141,137,163,189,199,161,187,188,212,261,221,216,182,148,124,93,75,90,110,128,145,163
05,144,142,181,202,176,197,201,246,233,222,323,321,242,225,205,239,176,165,140,179,193,213,196,232
06,232,214,260,306,294,302,302,330,449,392,363,331,333,282,274,179,160,153,242,273,479,442,348,553
07,468,436,407,536,499,445,418,346,386,375,461,433,358,341,607,439,433,385,426,325,335,456,287,330
08,370,479,558,420,439,488,413,382,460,414,421,496,547,451,280,278,297,271,306,270,234,242,246,267
09,319,278,277,396,292,316,345,280,343,330,414,384,376,308,273,355,671,599,393,653,571,362,254,296
10,316,293,391,427,462,496,487,295,284,278,322,279,301,238,213,179,210,219,294,302,355,393,273,281
11,260,331,407,481,434,377,385,354,339,471,257,417,555,411,321,284,232,310,250,279,351,379,360,341
12,359,430,382,369,476,456,445,425,249,244,282,262,287,422,373,324,283,222,294,292,325,256,206,225
13,269,224,313,342,382,383,374,417,462,453,379,388,461,343,340,328,305,255,67,120,214,84,57,144
14,6,25,20,308,131,400,216,125,394,631,301,289,232,211,270,191,195,230,446,273,479,355,220,280
15,356,262,392,311,295,353,299,311,290,269,277,218,198,193,181,178,164,151,182,254,230,163,209,197
16,246,243,265,334,331,269,257,250,251,227,214,162,223,190,157,150,132,147,147,151,210,165,181,141
17,177,214,217,258,330,409,306,308,328,306,294,334,305,289,263,227,201,167,194,223,250,262,236,278
18,268,293,378,329,318,325,278,267,283,295,338,299,348,259,223,210,168,174,185,185,248,194,226,241
19,235,233,271,314,318,324,259,235,220,204,176,152,202,199,161,143,135,112,119,109,120,151,148,150
20,129,192,215,231,228,196,240,293,242,289,272,200,165,229,193,189,152,148,139,133,132,154,143,181
21,247,218,238,302,288,269,264,332,286,347,280,214,242,176,222,204,135,120,109,125,143,142,181,210
22,213,231,269,242,255,317,265,297,329,302,254,237,249,205,206,207,144,148,126,122,125,134,174,193
23,244,213,198,20,14,17,14,12,9,277,21,36,8,179,95,121,96,70,51,83,43,3,7,8
24,8,4,4,3,5,1,6,4,11,3,7,79,0,0,132,174,137,100,107,75,104,129,149,124
25,148,162,222,227,225,189,127,252,251,23,7,74,156,155,146,116,128,92,73,69,4,2,2,13
26,9,9,8,10,1,5,5,1,6,66,217,194,9,176,158,146,18,1,0,1,6,1,2,1
27,6,1,1,3,5,4,10,0,3,7,5,5,1,0,54,105,62,0,2,4,2,2,2,8
28,3,2,5,3,3,1,2,5,9,2,3,58,267,279,1,2,2,0,1,0,0,0,1,2
29,139,79,94,171,243,402,393,461,554,621,569,145,116,24,311,180,255,208,98,97,90,86,81,101
30,104,148,16,5,1,5,5,76,3,41,208,184,173,119,7,27,139,87,95,86,99,134,134,119
31,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
