oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,243,197,187,192,221,263,264,275,311,268,318,198,182,127,121,97,105,89,99,147,160,215,242,219
02,157,0,7,40,56,95,66,74,95,95,70,74,49,38,32,23,35,19,22,45,44,51,66,49
03,3,0,6,51,73,85,71,86,60,93,71,56,74,30,22,28,21,18,21,31,43,41,55,11
04,0,0,1,74,58,66,71,88,48,71,75,52,48,21,25,15,18,12,17,34,34,56,48,12
05,0,0,5,38,42,55,53,67,52,77,51,62,27,34,28,43,23,14,23,31,35,45,60,62
06,40,0,6,33,79,131,70,63,62,49,61,50,33,38,31,29,24,29,32,38,63,61,59,15
07,0,1,20,46,63,70,66,49,65,49,67,51,25,26,21,22,14,34,31,49,75,59,58,0
08,0,0,0,47,75,78,62,85,72,54,45,44,50,42,36,17,21,16,29,43,49,52,58,24
09,0,0,4,43,54,61,69,66,57,72,64,58,35,38,25,29,13,24,36,32,55,60,82,34
10,0,0,23,40,65,66,66,72,55,61,41,73,59,39,31,25,21,12,34,44,45,281,351,275
11,277,255,245,304,313,282,313,319,207,214,212,154,150,157,151,119,111,112,168,204,278,302,323,330
12,228,236,272,296,85,-1,-1,145,273,283,258,213,183,168,161,131,126,126,159,199,256,274,306,318
13,351,281,301,310,323,299,297,251,301,299,237,255,174,165,145,124,124,104,164,249,258,316,346,362
14,345,327,377,346,332,335,287,251,249,281,284,242,185,159,167,136,125,118,199,228,253,307,301,285
15,281,277,302,317,344,328,290,284,315,338,265,247,225,192,160,143,142,139,153,166,259,284,333,292
16,241,182,183,247,257,211,222,212,245,215,174,149,136,147,128,93,107,120,131,169,191,193,262,181
17,173,187,174,224,178,212,217,231,218,157,153,122,139,108,88,103,88,82,114,157,161,199,250,273
18,166,189,213,252,243,217,172,211,173,43,144,159,148,257,125,108,126,106,142,164,176,229,250,187
19,176,190,239,238,230,228,213,189,220,196,204,83,6,24,57,99,278,113,146,168,212,230,237,240
20,251,205,284,279,287,275,228,226,253,262,205,201,187,151,169,138,117,114,180,190,200,246,346,295
21,265,304,287,272,331,257,266,227,282,247,210,129,158,134,132,143,89,91,158,159,216,243,278,281
22,279,283,326,340,308,295,187,290,280,235,196,159,146,128,125,128,98,99,124,161,174,211,256,305
23,247,222,239,252,223,242,262,268,302,219,74,102,161,147,82,118,106,121,185,238,186,212,266,202
24,283,276,267,267,328,273,264,240,266,258,233,159,157,138,109,97,100,94,113,161,185,236,295,265
25,209,277,262,308,259,294,279,255,254,248,221,186,166,145,154,118,116,103,134,164,235,287,371,195
26,189,186,250,234,245,230,226,209,254,201,6,122,284,143,112,113,101,116,129,166,219,201,284,244
27,233,215,163,222,222,227,261,230,156,173,162,147,145,162,98,125,341,150,506,289,167,237,249,289
28,261,259,233,289,288,282,228,194,189,217,57,6,206,199,143,147,84,141,134,143,186,205,233,233
29,228,199,234,259,238,212,166,165,195,201,206,186,153,139,115,99,103,112,107,160,178,211,231,219
30,198,183,0,6,242,220,188,187,198,179,193,176,164,217,119,106,88,99,130,163,195,193,217,235
31,205,178,221,242,273,227,205,196,214,215,169,152,195,189,128,103,113,108,113,156,199,174,250,-1,-1
