dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,46,64,67,61,40,38,38,21,34,18,28,8,18,8,8,8,3,6,6,10,13,12,19,30,""
02,28,27,57,56,53,48,39,42,34,24,24,16,11,19,53,14,4,3,6,10,25,24,20,16,""
03,27,51,60,77,70,50,48,40,21,16,18,10,17,5,2,3,11,5,4,10,9,11,11,18,""
04,28,69,63,56,55,42,36,30,18,11,10,9,10,2,2,1,0,3,2,4,8,14,26,28,""
05,39,56,65,44,55,43,45,2,2,1,0,1,14,15,8,4,4,5,4,6,11,6,17,28,""
06,33,52,48,58,55,42,59,55,37,35,24,12,16,12,7,3,6,5,6,6,13,13,12,9,""
07,30,41,61,55,53,52,48,39,32,25,18,10,9,9,9,2,4,4,11,13,10,16,18,28,""
08,46,71,70,94,46,48,40,28,26,34,17,19,18,6,6,3,11,2,7,7,14,14,15,20,""
09,42,45,52,67,49,33,39,41,21,11,8,8,3,8,1,2,1,3,3,0,7,9,9,15,""
10,10,26,43,61,61,65,55,51,12,15,5,12,2,0,5,4,1,2,6,7,13,7,14,17,""
11,25,28,45,60,58,75,87,47,34,18,9,7,3,6,4,8,9,8,4,4,21,10,22,22,""
12,20,43,49,104,97,71,62,59,26,24,15,10,6,4,5,3,4,5,11,15,8,10,19,24,""
13,49,75,118,105,94,74,64,68,35,22,10,6,7,2,4,5,9,14,10,9,17,1,10,20,""
14,53,66,69,132,105,80,81,75,38,43,14,5,4,4,5,14,20,18,11,10,16,34,27,29,""
15,54,102,123,93,98,71,74,48,38,12,7,2,7,3,7,2,2,4,5,5,15,3,9,10,""
16,27,61,91,84,74,83,68,51,41,23,12,17,8,11,6,5,3,2,2,14,16,12,23,31,""
17,40,60,85,85,82,93,62,19,8,9,52,8,9,13,9,4,17,1,2,3,5,3,12,22,""
18,37,99,97,153,67,88,61,14,18,9,7,4,8,6,3,6,0,4,2,3,7,3,7,19,""
19,33,45,76,71,80,84,65,39,58,63,50,54,36,13,8,12,6,14,18,13,21,29,30,60,""
20,76,79,70,85,92,78,86,77,77,69,40,40,36,22,18,6,8,7,6,18,21,45,24,61,""
21,75,86,76,92,79,89,63,60,65,58,42,49,21,18,15,15,12,7,19,23,19,28,41,68,""
22,62,68,111,102,109,77,66,61,46,77,49,47,32,35,32,26,17,16,23,28,32,32,52,60,""
23,68,102,80,96,95,106,77,61,46,47,49,48,30,30,10,9,8,9,16,18,22,31,41,54,""
24,64,79,92,95,83,98,92,89,76,69,62,42,31,29,16,19,24,15,12,18,19,34,55,54,""
25,68,96,104,100,103,107,91,93,67,52,65,70,35,29,13,12,8,8,13,17,19,24,39,58,""
26,85,95,109,109,117,97,101,78,57,51,37,37,20,19,18,9,10,8,17,14,24,17,39,58,""
27,86,94,99,114,111,108,78,93,64,53,65,41,27,31,15,8,13,9,5,17,18,36,48,70,""
28,96,95,87,123,96,116,83,77,87,72,68,54,39,28,16,13,7,10,8,11,26,23,41,62,""
29,86,107,95,104,96,103,75,79,55,55,35,47,37,37,23,16,1,0,6,12,16,23,33,49,""
30,57,61,78,81,86,81,72,64,70,51,58,39,46,18,13,30,34,27,12,18,24,43,34,60,""
31,70,84,77,65,84,76,95,75,61,53,65,45,31,23,14,10,11,5,11,13,27,30,42,-1,""
