dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,36,23,61,43,30,26,""
09,19,28,19,41,38,47,76,78,40,60,47,54,46,59,38,49,32,65,48,26,59,34,32,29,""
10,19,22,29,36,50,51,80,43,43,59,49,63,71,54,36,41,25,28,16,34,33,37,30,27,""
11,24,20,38,48,52,54,59,44,41,74,67,66,67,69,65,59,53,47,54,35,51,62,38,35,""
12,25,22,31,58,66,56,64,68,77,72,67,35,63,48,36,28,27,29,51,32,50,48,51,46,""
13,29,28,51,82,93,88,106,77,67,47,80,59,68,39,29,50,39,42,53,63,91,74,77,106,""
14,71,55,93,148,138,140,134,92,82,75,88,61,56,57,40,36,25,57,52,62,83,78,62,61,""
15,60,43,75,101,81,66,73,40,45,40,39,27,40,23,12,10,32,8,68,115,114,86,77,64,""
16,51,63,65,65,90,96,137,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
17,0,0,0,0,0,0,0,0,0,0,55,128,130,98,86,88,73,74,63,71,105,64,34,31,""
18,44,51,44,48,89,65,30,45,96,129,122,126,142,128,108,127,130,83,121,95,106,136,61,35,""
19,33,35,46,71,76,59,102,103,100,159,139,127,145,111,101,130,135,146,141,111,137,98,65,48,""
20,27,37,12,19,7,9,7,9,10,6,10,3,9,8,6,4,9,2,5,3,20,13,20,22,""
21,29,22,35,32,49,43,102,73,55,59,66,76,60,55,73,55,99,86,88,63,72,45,47,25,""
22,23,20,34,38,38,53,107,95,48,88,98,69,162,117,145,109,93,138,87,66,106,86,48,35,""
23,30,36,29,40,53,59,117,101,102,120,120,134,119,101,99,69,88,101,81,43,82,62,28,23,""
24,17,30,21,33,35,50,51,60,47,91,75,64,37,55,47,36,28,42,10,6,8,3,7,9,""
25,8,7,7,12,9,11,11,12,7,13,19,14,13,8,6,3,4,7,10,6,6,2,6,9,""
26,7,7,9,9,20,6,8,10,8,14,14,12,12,17,9,8,4,11,2,5,9,7,3,9,""
27,4,6,8,17,14,11,7,12,15,17,8,17,7,11,14,7,6,6,9,7,4,1,5,6,""
28,7,5,8,7,17,11,11,9,8,19,85,111,131,88,104,138,115,148,116,85,109,87,45,34,""
29,32,40,39,64,49,66,115,113,57,138,127,127,134,134,143,122,90,120,71,66,96,59,52,31,""
30,23,34,27,32,67,63,97,115,88,105,120,126,127,122,88,76,131,103,86,84,115,68,42,5,""
31,4,1,1,1,6,3,2,2,3,1,1,4,4,0,0,2,0,2,1,1,2,0,0,-1,""
