dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,23,19,30,23,36,33,21,24,30,30,24,40,27,17,29,20,19,17,21,14,20,32,25,23,""
02,22,19,15,29,25,27,25,28,40,25,44,43,38,23,33,27,26,25,20,16,19,27,27,35,""
03,21,33,21,23,35,31,38,35,22,20,31,37,34,29,20,29,28,25,16,18,26,16,31,20,""
04,24,26,29,23,31,27,43,36,28,38,30,34,27,23,22,20,14,17,26,21,35,30,25,31,""
05,28,25,26,23,33,41,14,39,27,24,44,25,27,53,10,27,24,22,23,31,19,28,22,32,""
06,25,30,16,22,32,35,33,46,30,24,40,32,20,19,32,21,17,17,16,20,24,25,24,31,""
07,29,19,23,39,38,33,41,32,33,39,28,31,30,37,26,28,25,17,25,16,27,32,25,28,""
08,22,26,29,27,34,25,30,34,29,23,37,24,28,25,22,24,16,16,21,22,23,23,28,23,""
09,24,32,25,22,35,34,15,34,28,35,32,50,32,26,25,21,20,18,18,19,32,38,26,39,""
10,33,21,29,38,37,52,49,37,47,30,33,21,31,27,30,25,18,21,20,18,26,29,25,42,""
11,32,23,40,31,44,36,43,36,30,23,36,27,30,29,20,16,12,23,25,35,25,42,39,38,""
12,31,33,27,41,52,43,62,44,43,28,38,29,31,23,21,29,22,25,18,40,33,35,33,40,""
13,49,35,31,46,67,83,77,59,58,47,40,25,35,20,22,59,27,18,29,32,49,56,55,70,""
14,73,50,27,73,136,118,95,64,74,57,50,30,39,25,20,15,24,33,31,46,62,60,48,61,""
15,61,56,36,53,82,64,56,43,44,36,38,35,21,24,20,27,18,26,23,26,24,31,31,33,""
16,21,21,24,26,43,30,39,11,9,8,6,15,14,9,20,18,16,13,11,10,12,15,17,17,""
17,9,11,17,6,9,5,3,3,5,2,29,28,25,24,27,18,21,28,22,15,21,29,19,24,""
18,24,23,31,31,29,26,24,27,20,30,28,23,27,24,29,30,15,14,19,21,19,15,22,17,""
19,18,17,16,28,27,25,23,24,40,26,34,33,31,44,30,29,26,19,15,18,24,30,31,30,""
20,18,22,23,19,33,32,20,28,27,29,44,33,28,22,21,23,17,14,19,23,22,30,13,23,""
21,16,21,18,25,25,31,35,20,28,44,25,28,33,20,25,46,17,36,13,20,19,15,27,17,""
22,27,19,25,25,25,22,24,30,21,34,31,32,32,26,18,21,25,21,20,21,15,29,21,23,""
23,28,28,24,17,26,20,28,19,35,34,25,29,21,24,23,22,15,13,21,22,20,18,15,15,""
24,11,14,16,25,23,20,28,28,24,20,26,23,15,25,22,23,14,18,17,24,19,18,24,25,""
25,23,27,30,24,31,25,26,24,31,32,30,30,31,31,21,21,17,16,25,20,22,20,26,23,""
26,26,28,25,26,24,31,22,30,28,25,30,39,34,24,25,17,12,17,14,17,20,22,19,15,""
27,28,20,21,26,14,25,10,20,34,30,26,29,35,35,23,20,18,15,23,22,15,20,28,25,""
28,23,16,25,27,17,34,17,22,31,33,28,31,28,23,20,20,27,20,19,16,15,18,18,13,""
29,12,22,17,23,20,34,27,29,28,34,24,17,38,22,17,28,13,45,22,16,35,24,24,27,""
30,25,20,20,25,38,32,28,28,35,38,27,17,31,21,16,16,17,10,20,46,15,17,18,10,""
31,13,27,12,17,15,25,15,21,17,19,26,27,20,32,20,13,12,4,13,14,14,14,21,18,""
