dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,32,12,22,30,38,30,66,182,151,176,175,181,170,155,130,137,157,143,120,114,90,104,80,47,""
02,22,27,42,32,42,44,93,164,173,156,174,189,170,149,133,161,129,143,105,128,133,95,104,115,""
03,77,44,53,79,55,45,32,84,187,172,160,150,186,160,156,167,155,157,118,92,91,98,81,50,""
04,20,24,22,37,47,46,63,62,78,167,153,178,204,161,165,156,150,148,105,86,29,29,22,19,""
05,24,30,30,40,38,46,98,167,182,186,202,193,164,172,148,147,140,149,126,121,116,107,98,58,""
06,73,56,40,25,38,53,97,172,167,165,167,156,145,135,146,132,50,45,38,25,16,17,14,28,""
07,23,29,25,35,46,31,88,157,155,150,152,192,153,165,136,135,114,107,104,116,114,90,103,89,""
08,87,89,97,104,147,144,163,167,164,182,194,179,180,141,132,106,86,97,130,85,15,15,10,9,""
09,16,17,32,42,32,51,81,92,166,198,176,190,180,149,137,150,120,139,122,115,96,98,112,87,""
10,31,19,26,43,60,77,189,193,216,210,212,223,186,186,184,173,153,94,84,68,57,62,82,69,""
11,52,97,80,131,174,186,170,174,207,199,194,184,171,160,137,143,164,140,107,103,70,54,41,75,""
12,51,56,100,151,158,184,182,208,215,207,203,192,198,151,154,104,136,154,110,104,79,83,79,59,""
13,67,81,88,94,116,121,207,287,312,301,312,265,251,200,155,129,203,188,113,88,73,67,70,46,""
14,52,57,63,113,166,162,214,307,328,299,295,297,267,241,210,185,145,139,129,108,66,70,50,19,""
15,22,23,38,60,78,104,163,215,215,205,189,184,180,144,69,90,124,104,96,76,54,74,27,22,""
16,12,15,17,21,31,40,55,112,105,86,94,88,65,79,56,57,79,65,67,50,47,30,16,20,""
17,19,11,18,18,33,69,71,109,117,110,111,123,151,115,30,102,69,83,82,58,75,38,22,21,""
18,11,10,18,21,32,34,28,31,102,125,124,149,141,134,123,74,97,119,95,79,79,61,18,15,""
19,10,18,25,26,30,29,20,133,141,146,152,148,136,138,114,134,99,90,52,28,27,15,29,43,""
20,30,35,45,22,31,27,36,41,131,134,139,146,125,119,126,118,93,121,109,96,81,78,61,54,""
21,42,21,19,24,30,29,23,73,138,113,119,148,125,124,111,106,98,65,90,72,60,63,61,41,""
22,51,39,63,96,79,74,78,97,117,123,142,159,146,146,119,124,117,152,155,134,114,87,34,34,""
23,21,21,16,32,28,28,41,40,72,116,129,127,130,130,118,110,131,134,107,122,88,85,64,52,""
24,54,72,29,29,28,25,28,45,111,126,136,136,146,154,120,122,123,123,123,102,86,37,36,32,""
25,28,26,76,104,75,38,106,98,132,139,173,165,174,161,137,59,76,44,38,27,21,23,18,14,""
26,9,14,18,30,50,45,71,69,124,134,153,151,139,143,120,124,126,116,108,102,77,85,59,49,""
27,41,52,39,69,77,89,98,122,114,138,120,132,121,138,101,116,123,108,107,96,95,82,61,21,""
28,17,24,28,81,74,82,92,129,130,111,127,124,102,103,105,125,109,114,40,17,22,18,9,9,""
29,21,15,15,21,18,26,27,28,44,88,138,120,139,109,121,99,78,93,80,103,51,20,21,16,""
30,12,20,23,19,34,28,33,109,167,147,154,173,150,134,104,108,108,99,88,107,35,29,28,16,""
31,13,16,16,23,24,36,18,32,49,136,147,158,115,131,131,113,67,58,122,111,82,64,69,-1,""
[E]nVah{{`zI}le,"z'gl}"
