dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,43,50,55,57,40,28,45,48,37,28,28,32,31,30,19,24,44,38,38,51,57,56,50,61,""
02,63,58,66,63,62,46,50,44,52,36,33,39,29,24,19,37,35,34,41,45,44,38,47,57,""
03,79,67,69,100,68,85,60,53,38,52,50,46,50,42,29,28,31,32,35,44,44,50,64,68,""
04,68,66,72,65,62,48,42,32,48,42,24,36,45,46,43,27,36,25,37,41,39,50,42,47,""
05,61,59,65,57,62,64,43,53,39,42,39,31,29,17,39,21,40,26,36,39,44,70,40,60,""
06,52,31,34,39,41,33,15,29,21,28,18,54,41,30,23,26,31,37,36,46,59,57,69,53,""
07,54,61,61,66,55,40,44,46,39,38,42,36,24,29,36,22,27,30,42,37,61,69,62,60,""
08,70,77,80,80,86,66,48,49,52,49,35,30,36,44,31,24,18,22,29,48,60,79,69,67,""
09,79,73,61,68,74,53,83,60,50,45,32,29,27,35,30,23,24,30,36,52,62,63,64,65,""
10,74,71,91,80,75,53,60,47,49,58,34,26,34,35,37,18,32,30,25,64,65,68,81,78,""
11,85,63,79,82,64,81,49,66,34,59,27,35,34,27,34,26,27,32,47,66,94,89,111,94,""
12,89,99,92,89,73,74,73,71,86,55,33,40,48,17,20,27,28,40,74,77,120,153,120,121,""
13,111,86,107,111,113,81,89,90,100,57,57,25,16,28,24,22,29,61,94,139,178,168,231,202,""
14,218,218,256,211,186,157,105,89,111,82,63,41,26,26,33,24,49,66,87,102,133,146,154,162,""
15,152,137,151,131,115,73,57,65,65,45,45,34,31,21,19,25,25,35,29,60,53,73,67,69,""
16,86,60,74,91,78,75,48,40,42,58,36,43,23,20,20,22,28,28,29,33,45,25,22,38,""
17,36,51,52,45,36,48,45,38,52,55,32,43,24,31,26,20,21,16,27,34,33,37,38,39,""
18,44,55,56,57,60,47,40,29,35,33,18,34,22,10,17,24,23,21,27,33,41,43,45,57,""
19,51,54,60,86,37,32,25,30,33,27,19,27,26,29,32,12,21,20,25,24,47,40,41,34,""
20,45,45,63,59,71,60,34,50,30,47,27,30,35,22,15,24,22,20,13,37,41,30,45,54,""
21,58,45,67,60,54,40,52,50,42,29,27,29,25,27,22,14,17,23,28,23,36,30,37,48,""
22,56,46,47,39,66,56,44,49,44,35,50,56,39,43,47,30,44,40,38,62,49,57,47,66,""
23,64,64,58,62,68,63,46,51,49,49,42,37,27,28,32,29,24,24,27,38,36,24,41,33,""
24,32,64,64,75,77,63,55,51,34,50,50,29,31,26,29,23,21,35,37,34,59,59,60,47,""
25,60,68,75,64,76,71,49,48,55,41,25,34,29,21,29,25,24,30,30,36,33,6,45,70,""
26,57,61,69,67,78,83,50,40,44,32,41,33,24,27,26,20,24,25,27,38,38,47,58,55,""
27,68,50,64,69,57,56,52,53,11,42,23,28,22,24,18,19,30,19,33,30,34,53,43,36,""
28,53,54,68,48,65,55,45,47,36,38,33,27,29,25,28,22,16,27,23,31,37,35,33,35,""
29,48,54,51,56,65,59,52,39,34,22,39,32,25,39,15,16,20,13,23,22,31,37,33,41,""
30,40,51,54,62,66,55,38,26,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
