Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,53,36,43,42,30,38,17,28,14,26,23,50,47,50,36,34,44,48,44,54,65,64,48,50
2,52,44,30,22,28,31,31,22,13,23,34,41,39,42,35,39,37,42,37,56,70,77,60,51
3,54,37,26,29,34,35,32,23,17,23,31,41,52,46,42,41,45,56,46,68,65,48,61,62
4,55,32,26,26,30,31,28,21,20,28,34,33,36,58,46,36,56,32,45,58,68,64,55,52
5,53,36,42,42,34,28,27,33,12,21,34,45,42,49,28,36,40,38,54,58,47,53,62,59
6,52,36,36,31,-1,-1,12,15,16,22,32,48,51,62,34,42,41,42,46,52,70,54,48,46
7,37,45,35,30,34,74,19,13,18,24,25,46,41,40,37,33,39,49,47,57,68,55,48,35
8,49,44,29,25,28,28,22,29,24,24,40,31,40,49,46,33,39,55,49,60,38,48,44,36
9,46,37,34,21,21,23,20,18,23,30,27,44,45,41,42,39,48,41,56,67,50,47,45,52
10,46,29,21,25,38,26,25,25,19,18,26,57,46,53,50,37,47,41,61,54,51,46,32,48
11,33,42,23,27,33,27,24,19,27,24,29,45,54,45,44,40,50,37,56,43,49,38,62,38
12,36,32,-1,28,42,-1,-1,16,18,25,34,40,47,45,43,42,52,64,60,53,51,50,54,37
13,43,42,28,33,33,-1,31,16,27,24,30,40,51,49,42,43,54,46,51,46,62,38,47,33
14,56,-1,41,30,34,-1,17,-1,-1,-1,31,47,53,48,34,31,30,55,51,64,57,49,49,37
15,48,42,26,34,30,-1,27,16,17,15,38,55,66,49,40,37,37,54,48,46,49,46,47,53
16,30,45,33,-1,-1,-1,30,26,27,19,29,41,45,27,35,45,48,38,-1,-1,-1,-1,-1,50
17,-1,-1,-1,34,-1,36,22,26,14,34,31,41,54,42,38,30,43,50,60,63,55,58,54,51
18,45,43,27,24,29,-1,24,24,24,26,47,48,48,36,41,41,56,54,55,56,49,58,39,-1,-1
19,40,39,32,28,27,30,40,20,20,31,33,37,38,47,46,41,47,50,52,56,64,46,62,56
20,53,40,31,28,43,36,26,26,12,37,35,33,42,28,29,48,45,58,64,53,55,49,69,46
21,27,28,26,17,20,26,21,11,14,21,17,18,23,25,24,16,13,22,28,39,36,31,37,38
22,29,21,29,31,17,24,21,14,22,17,22,24,15,20,18,26,23,29,23,59,35,32,37,36
23,40,21,23,10,26,19,27,19,15,13,16,33,-1,-1,-1,27,22,19,35,60,42,43,50,51
24,26,25,18,24,17,26,16,26,20,10,24,18,21,-1,-1,15,26,28,29,21,43,29,43,34
25,30,21,17,22,17,15,12,5,29,32,34,48,53,57,31,17,31,25,41,42,36,40,32,23
26,53,47,42,42,28,24,22,17,22,18,36,48,39,48,48,48,44,47,59,49,44,66,72,65
27,46,60,27,28,25,31,24,15,15,36,30,55,51,39,54,39,32,48,50,58,57,47,51,63
28,37,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,39,35,53,65,58,53,54,55
29,-1,-1,32,34,25,21,30,-1,18,30,26,-1,-1,48,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,34,24,28,18,-1,-1,-1,-1,-1,-1,54,36,32,33,41,42,59,58,55,31,46,-1,-1
31,-1,39,24,25,29,27,22,20,28,15,31,48,46,38,40,39,24,55,42,45,46,39,54,-1,-1
