Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,53,100,75,82,74,67,66,45,39,45,32,36,21,19,22,25,20,37,39,39,9,-1,-1
2,-1,-1,44,85,78,78,78,70,75,73,63,59,39,35,26,24,16,26,25,32,38,51,8,-1,-1
3,-1,-1,8,43,101,90,89,66,64,51,39,30,18,23,24,16,14,15,37,25,38,39,10,-1,-1
4,-1,-1,82,89,90,85,70,63,69,59,36,47,41,20,24,20,17,20,20,35,40,47,5,-1,-1
5,-1,-1,75,61,76,66,69,52,44,21,33,35,20,12,17,15,16,17,37,38,40,39,13,-1,-1
6,-1,-1,85,98,84,81,74,58,53,54,49,50,33,26,23,16,15,25,37,38,30,35,8,-1,-1
7,-1,-1,71,85,49,69,53,60,43,44,40,31,27,19,21,16,11,21,15,29,27,42,10,-1,-1
8,-1,-1,94,104,92,85,76,66,54,44,38,26,34,18,24,19,21,28,34,26,43,38,6,-1,-1
9,-1,-1,61,80,93,66,76,74,65,37,45,40,37,23,20,17,18,28,35,34,34,52,11,-1,-1
10,-1,-1,12,45,111,73,62,62,55,51,49,41,41,20,25,10,22,20,27,30,33,36,8,-1,-1
11,-1,-1,74,73,75,71,68,69,60,47,40,31,25,27,16,19,20,29,33,32,39,41,22,-1,-1
12,-1,-1,72,96,76,68,64,57,49,60,41,37,38,26,25,26,20,34,27,33,59,56,18,-1,-1
13,-1,-1,72,74,93,95,78,57,55,56,34,33,27,24,19,16,21,27,28,32,40,40,5,-1,-1
14,-1,-1,78,95,103,77,82,73,60,50,41,39,44,27,15,25,24,30,31,40,49,49,8,-1,-1
15,-1,-1,66,93,89,78,69,52,49,22,29,27,30,20,23,6,7,8,12,17,20,25,2,-1,-1
16,-1,-1,56,53,5,16,16,18,67,52,48,32,35,20,17,20,17,29,27,30,29,40,7,-1,-1
17,-1,-1,12,36,67,79,83,78,56,49,48,23,32,36,22,19,16,22,31,16,34,28,11,-1,-1
18,-1,4,77,88,98,56,48,42,58,48,30,35,30,23,17,12,22,-1,-1,-1,-1,-1,-1,-1,-1
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,26,19,19,10,-1,-1,-1,-1,-1,-1,-1,-1
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,22,26,29,34,-1,-1,-1
21,-1,-1,51,56,69,54,60,55,39,66,48,29,33,41,17,23,21,13,25,41,35,48,6,-1,-1
22,-1,-1,103,116,112,99,91,48,58,31,41,29,20,25,19,19,22,32,32,24,37,50,9,-1,-1
23,-1,-1,72,78,111,74,72,48,45,34,40,23,25,18,15,14,13,22,34,19,31,35,9,-1,-1
24,-1,-1,14,33,68,72,79,59,49,50,22,25,22,17,16,13,19,29,32,27,26,31,7,-1,-1
25,-1,-1,61,60,75,54,70,48,35,34,29,39,23,31,18,15,21,28,36,38,44,42,7,-1,-1
26,-1,-1,94,137,86,66,72,61,46,38,42,41,23,26,16,18,18,29,30,47,42,51,11,-1,-1
27,-1,-1,91,98,90,64,72,58,53,50,34,32,23,26,24,15,25,23,30,32,26,40,4,-1,-1
28,-1,-1,64,82,62,67,56,51,33,31,33,45,25,22,20,25,18,20,32,25,28,31,6,-1,-1
29,-1,-1,65,72,87,76,69,56,44,28,38,29,25,26,11,18,10,24,30,27,24,34,5,-1,-1
30,-1,-1,65,86,78,54,62,46,49,28,27,29,22,25,27,18,13,23,30,30,35,26,8,-1,-1
31,-1,-1,-1,4,26,69,54,66,40,34,31,18,23,19,17,14,19,21,29,31,27,35,52,4
