Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,43,47,52,37,33,33,21,14,19,10,12,17,42,24,39,49,53,57,59,63,67,59,65,52
2,47,50,48,45,38,23,15,9,17,19,17,26,30,18,28,22,31,55,58,59,64,48,66,37
3,43,61,57,29,22,30,22,14,22,14,21,20,22,16,34,26,35,53,57,62,81,70,48,41
4,47,51,74,53,36,31,47,25,24,17,26,18,28,42,39,28,55,65,60,62,82,57,50,86
5,57,45,41,49,44,27,13,15,23,20,27,28,27,50,32,32,50,70,58,77,51,42,39,59
6,43,73,44,51,36,46,15,21,14,18,29,21,21,30,38,27,70,71,92,79,81,84,75,91
7,34,36,43,63,46,46,31,21,27,22,14,37,39,30,49,45,54,78,74,68,93,62,55,39
8,58,46,50,49,67,37,27,25,25,16,11,19,30,13,31,38,45,58,77,62,68,64,80,51
9,63,55,54,50,69,44,41,14,20,25,29,20,26,31,24,50,56,66,64,93,66,64,70,75
10,56,44,39,42,26,32,27,26,12,11,20,26,30,27,34,37,52,67,74,60,60,69,58,54
11,54,55,41,48,26,24,15,18,22,16,20,28,19,28,23,42,56,44,74,75,56,62,52,51
12,47,24,36,32,31,27,17,20,10,8,15,14,15,13,32,19,46,55,49,67,54,57,36,64
13,46,32,31,48,18,19,21,16,11,16,14,19,23,21,19,29,49,33,43,45,39,34,32,34
14,32,32,38,38,11,14,17,14,8,9,15,14,19,19,18,29,21,46,51,59,59,41,61,60
15,23,39,29,30,33,10,22,15,6,12,16,27,26,-1,-1,30,34,54,52,48,57,55,48,51
16,75,54,45,24,27,26,20,14,9,16,8,18,14,18,31,31,42,46,46,44,55,52,57,66
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,19,24,16,20,52,55,-1,-1,-1,-1,-1,-1,-1
18,56,38,19,36,25,29,22,14,16,16,20,-1,-1,-1,17,32,46,42,51,52,58,49,50,43
19,44,34,33,34,26,19,21,22,11,17,10,21,-1,-1,19,28,49,46,44,52,59,57,31,38
20,25,43,41,50,24,38,23,11,15,16,14,14,16,27,22,45,52,51,51,56,53,55,57,36
21,57,49,47,41,73,28,16,20,15,21,18,26,28,24,40,28,51,70,54,51,80,79,68,58
22,51,61,58,57,44,46,29,26,14,16,36,26,24,38,33,34,65,85,90,81,87,89,78,68
23,57,31,32,40,22,31,17,14,19,19,18,22,22,32,41,33,61,75,78,82,91,91,61,63
24,62,59,56,32,35,41,31,32,22,-1,24,25,26,32,29,48,46,82,78,86,87,71,75,80
25,35,42,42,32,31,24,26,-1,11,17,20,32,23,20,22,27,49,52,77,68,64,66,44,44
26,44,43,39,28,41,21,22,21,17,16,13,12,16,22,34,30,38,54,59,53,59,58,56,61
27,40,25,46,36,35,33,22,18,11,20,19,16,26,24,25,47,58,44,31,34,46,45,50,49
28,57,52,50,36,33,30,20,17,18,21,19,19,27,21,38,35,36,57,39,42,54,48,62,42
29,43,44,31,29,37,24,18,26,15,17,14,16,25,23,35,22,49,59,40,49,59,63,51,35
30,36,46,45,37,36,18,21,19,14,14,16,22,18,24,20,23,63,52,51,45,56,50,44,71
31,52,59,29,26,22,-1,24,13,12,16,19,18,22,13,16,30,38,54,40,42,43,52,32,47
