Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,19,22,22,11,7,11,8,5,11,7,9,8,17,16,9,9,16,18,22,18,21,22,30,22
2,20,15,18,10,8,6,5,3,4,3,2,9,12,6,7,18,17,26,19,34,26,26,28,15
3,15,19,27,14,14,13,5,10,13,6,7,10,14,13,19,6,8,9,18,17,17,25,19,23
4,26,16,24,19,21,14,17,9,8,7,9,9,18,18,11,10,20,23,34,23,38,26,27,28
5,26,25,20,24,23,13,11,14,10,14,11,14,12,13,15,13,28,26,27,31,23,28,20,33
6,13,7,8,6,13,11,5,-1,3,4,7,8,4,8,14,18,24,27,32,24,23,32,24,21
7,16,11,11,11,6,10,3,7,3,8,6,19,6,8,10,9,12,12,14,10,23,15,12,15
8,19,19,23,18,16,14,15,11,9,10,9,12,20,15,17,4,8,10,22,16,9,18,19,15
9,16,20,11,12,16,9,12,8,10,9,16,13,4,10,11,26,17,28,24,27,30,19,25,28
10,12,7,8,8,10,14,7,14,1,4,8,10,15,16,10,12,14,18,19,21,13,18,15,13
11,12,8,9,8,7,7,3,4,7,2,12,8,7,9,7,12,21,22,14,18,16,18,12,24
12,11,5,9,7,9,17,11,8,5,6,5,10,11,14,13,4,10,12,21,18,10,25,17,8
13,23,13,6,17,5,8,8,7,8,12,9,18,7,12,9,5,23,8,21,14,14,21,6,15
14,17,12,17,10,8,9,6,6,4,5,14,17,12,14,12,14,6,14,14,10,11,13,19,17
15,8,12,10,12,11,3,4,5,5,6,9,12,8,15,8,12,18,17,19,18,28,13,16,18
16,14,11,16,12,8,10,8,4,4,6,9,18,12,15,7,11,17,14,13,14,20,22,16,23
17,11,12,9,8,7,7,-1,-1,8,5,7,6,10,17,11,14,20,24,13,23,19,23,17,18
18,18,21,8,10,9,10,7,7,6,6,10,11,14,7,7,11,17,12,16,15,23,18,12,16
19,20,21,22,19,14,15,12,5,7,13,9,12,17,14,24,12,17,17,17,18,14,17,17,21
20,23,18,19,23,11,16,10,12,13,14,11,17,18,11,11,20,24,27,25,32,41,33,34,24
21,22,25,22,16,16,10,10,13,10,10,10,11,12,17,13,19,34,35,30,21,37,49,26,21
22,18,9,11,9,13,11,7,3,6,6,13,10,6,14,6,13,19,32,18,24,30,22,29,26
23,19,24,13,11,15,13,11,6,6,14,6,8,10,10,15,13,17,16,22,22,31,36,26,17
24,20,19,15,14,19,15,8,14,7,7,12,12,9,14,7,16,12,23,21,18,21,22,27,33
25,15,5,14,11,20,14,3,1,5,8,9,11,6,11,8,8,20,27,19,21,18,24,16,11
26,16,23,20,11,20,10,10,10,11,14,7,12,21,17,18,14,13,20,16,11,13,30,23,28
27,18,27,23,17,18,12,11,7,8,10,10,10,18,11,8,21,28,23,22,22,14,17,31,26
28,26,19,19,12,11,12,5,-1,7,7,11,8,17,24,22,15,18,30,14,25,19,18,29,21
29,24,30,22,11,15,10,6,10,4,4,8,14,17,12,16,23,26,30,20,32,26,39,22,27
30,21,33,28,22,19,19,9,14,10,13,11,12,16,18,11,11,17,31,21,22,27,14,25,25
31,29,25,20,18,7,7,12,5,8,6,10,8,10,8,8,20,25,36,28,26,27,27,19,30
