Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,7,-1,-1,14,6,7,6,14,22,21,25,21,15,14
2,20,19,21,22,-1,-1,-1,6,8,1,7,13,10,6,9,10,22,19,22,19,20,21,25,17
3,22,30,27,12,16,19,8,7,12,3,6,7,13,8,16,8,16,14,19,18,18,30,18,25
4,20,26,21,17,19,13,15,13,8,3,9,8,13,19,12,12,20,16,15,24,22,20,20,24
5,24,23,20,13,20,10,11,14,8,10,10,6,10,11,9,11,20,23,19,32,22,15,19,31
6,20,11,16,12,-1,-1,-1,-1,-1,-1,-1,4,9,12,14,12,16,34,18,20,26,24,18,17
7,20,16,-1,-1,-1,-1,-1,-1,-1,5,4,16,11,7,11,13,15,12,19,13,16,13,9,12
8,20,12,16,22,15,10,10,11,14,7,9,7,15,14,17,4,12,11,28,14,11,16,20,18
9,22,26,17,17,20,13,10,5,10,6,9,9,7,9,9,20,20,17,29,18,24,13,26,23
10,18,9,12,12,12,16,10,11,4,4,10,8,12,9,9,11,29,18,24,25,21,22,25,19
11,20,15,14,16,14,13,6,5,6,3,12,11,16,13,14,18,18,19,24,17,16,25,20,23
12,17,14,14,23,14,14,16,9,4,8,8,11,9,10,14,10,18,20,24,17,16,23,17,20
13,15,13,15,15,8,13,11,6,1,15,8,13,8,8,15,13,24,14,24,18,19,30,22,18
14,12,21,12,13,6,9,10,9,6,10,10,12,16,16,8,11,9,18,25,17,21,22,24,21
15,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,15,11,6,13,14,24,16,25,18,16,27
16,20,18,18,14,16,9,10,9,2,9,6,8,6,13,9,11,20,22,26,19,27,26,18,21
17,22,16,8,-1,-1,-1,-1,-1,-1,7,9,8,10,8,14,19,18,18,23,20,24,20,25,26
18,14,22,11,-1,-1,-1,-1,-1,-1,-1,15,10,15,9,7,17,18,18,27,19,20,31,21,22
19,18,21,19,13,16,19,13,9,10,4,3,11,15,14,12,13,17,18,22,25,16,20,20,21
20,24,26,17,24,17,19,16,6,11,10,9,10,13,15,8,20,21,26,29,31,31,24,26,25
21,33,29,23,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,28,33,32,28,37,49,33,31
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,-1,15,12,-1,-1,-1,-1,-1,9,10,11,17,10,10,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
26,19,19,18,16,15,14,10,8,11,10,7,11,17,15,19,15,14,25,21,24,29,30,25,34
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,7,17,35,12,24,-1,-1,13,22,-1,-1
28,27,26,-1,-1,-1,-1,-1,-1,4,7,10,6,-1,15,12,17,18,32,26,27,20,26,28,31
29,28,25,19,-1,-1,-1,-1,8,5,8,9,10,14,9,23,19,19,19,15,23,23,24,22,21
30,19,23,16,16,12,9,10,9,9,6,13,11,9,11,7,11,16,26,22,25,20,25,22,28
31,20,27,26,18,15,-1,12,12,6,9,11,9,14,10,7,16,17,27,21,27,18,25,18,24
