mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,187,121,219,240,146,192,209,229,217,180,172,128,164,175,152,147,92,71,110,175,159,145,176,184
02,178,177,163,157,161,208,220,214,219,135,117,135,149,31,18,15,17,33,111,150,113,131,155,122
03,121,95,82,44,18,15,18,17,116,102,130,91,161,141,46,70,120,129,126,171,170,225,217,240
04,164,162,84,39,44,76,163,162,169,156,162,206,200,187,184,207,160,182,203,169,157,242,218,211
05,132,192,208,208,212,223,238,212,219,225,194,96,132,114,161,153,191,145,63,56,70,54,29,82
06,78,169,158,183,184,189,219,231,208,132,55,24,15,16,7,4,16,30,72,157,123,110,144,195
07,225,219,207,238,195,213,196,230,177,189,146,124,142,139,140,153,77,35,155,172,168,148,174,151
08,158,137,144,120,37,68,86,93,45,75,90,62,117,135,116,109,62,105,82,91,58,66,70,68
09,21,47,100,54,16,153,155,147,155,154,141,173,64,27,4,1,4,6,40,51,41,78,91,71
10,70,104,67,59,18,89,182,171,101,71,50,51,58,32,2,1,3,31,73,74,143,186,121,142
11,70,65,33,52,37,78,148,130,163,59,87,61,90,71,79,20,16,25,11,36,24,25,15,6
12,11,12,18,72,163,140,122,125,116,93,74,85,93,18,8,6,16,4,13,21,24,17,29,52
13,84,69,80,54,68,95,158,147,112,8,13,2,11,2,3,6,19,11,76,92,102,90,78,131
14,127,139,204,199,144,138,192,220,210,39,121,38,31,8,5,5,6,2,8,41,60,56,74,88
15,96,116,152,34,46,60,151,197,198,200,117,52,100,25,3,4,0,5,42,90,89,132,97,161
16,137,128,124,122,116,169,223,207,171,49,35,27,57,40,28,40,19,0,31,58,81,50,138,18
17,46,80,89,39,19,21,44,10,26,71,51,53,61,75,59,45,28,8,57,46,42,93,158,145
18,108,77,98,17,21,14,65,110,107,61,7,3,6,9,2,13,11,15,6,6,11,14,12,6
19,8,25,136,132,135,136,106,70,157,117,116,27,2,2,10,16,15,11,42,74,90,33,17,7
20,19,91,80,67,90,123,115,139,8,19,4,9,7,19,11,11,27,64,55,67,83,89,141,152
21,214,143,108,44,64,138,221,183,137,134,123,70,15,90,76,60,14,17,89,115,152,94,89,54
22,44,38,50,43,14,93,161,165,168,146,177,172,174,96,18,11,23,28,122,133,131,160,176,163
23,131,118,188,144,180,223,197,228,177,124,145,120,73,36,26,15,39,68,163,113,111,141,106,129
24,172,131,130,117,85,119,102,127,140,156,163,120,142,161,142,110,124,83,85,86,86,163,162,153
25,154,112,111,63,57,75,38,31,53,50,37,75,108,88,68,88,81,40,15,61,68,118,52,24
26,20,20,2,13,31,43,114,169,141,155,99,30,3,3,4,4,4,0,45,46,12,16,0,4
27,32,171,137,164,182,185,156,131,111,86,101,29,6,10,5,6,6,31,75,83,89,89,87,97
28,81,103,73,55,71,136,121,167,142,120,96,103,83,69,98,79,51,23,49,21,45,24,15,32
29,67,58,33,4,29,161,196,186,126,143,68,31,16,10,36,93,22,28,69,36,70,28,33,32
30,44,44,42,19,49,61,80,115,103,105,101,87,100,95,111,128,10,48,83,112,90,115,65,70
31,84,79,63,53,111,62,31,70,93,93,75,97,84,86,89,77,41,39,35,58,168,196,197,146
