may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,0,1,4,3,0,5,0,0,1,0,6,2,6,5,3,2,2,8,4,0,0,0,1,0,""
02,0,0,0,0,0,0,3,0,0,3,0,1,2,4,0,0,0,0,0,0,0,0,0,1,""
03,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,1,""
04,0,1,0,0,0,1,1,1,1,0,0,6,0,0,1,0,0,0,0,1,0,0,1,0,""
05,5,0,0,0,0,0,0,1,1,0,0,0,15,2,1,0,0,2,0,0,0,0,0,0,""
06,0,1,4,0,0,1,0,0,1,0,5,8,4,19,10,11,22,12,8,2,2,3,1,1,""
07,0,4,0,1,0,0,0,0,1,2,9,0,17,20,0,3,14,5,9,2,0,0,0,0,""
08,0,0,1,0,0,1,3,3,5,10,6,7,2,2,1,0,1,6,2,0,0,0,0,3,""
09,0,3,3,0,0,0,0,0,1,2,2,2,0,1,7,0,0,3,0,0,0,0,0,3,""
10,0,0,0,0,0,0,8,0,2,0,1,0,1,2,1,0,1,10,1,0,0,0,1,0,""
11,3,0,0,0,0,0,0,0,1,1,1,0,0,1,4,1,1,1,1,1,0,0,0,0,""
12,1,1,8,0,0,0,2,1,0,3,2,3,11,14,1,2,3,3,0,0,0,0,0,11,""
13,0,2,11,1,0,0,0,2,1,5,12,2,5,13,13,2,25,16,0,1,0,8,1,10,""
14,1,2,0,0,0,0,0,0,4,0,6,10,12,3,2,7,5,2,4,0,1,0,0,0,""
15,0,0,1,0,0,0,5,1,0,9,9,0,12,0,2,6,1,1,2,1,0,0,0,0,""
16,0,0,0,0,0,0,0,2,0,2,0,0,0,4,1,0,0,3,2,0,1,0,0,0,""
17,1,0,0,0,0,0,1,1,0,0,0,0,3,3,1,1,1,2,0,0,1,0,0,0,""
18,0,0,0,0,0,1,0,1,2,0,0,2,5,4,0,3,0,6,2,0,1,0,0,0,""
19,1,6,3,0,0,0,1,1,0,0,0,1,1,18,7,0,0,4,3,0,0,0,1,2,""
20,0,22,11,0,0,0,2,0,3,1,1,0,1,1,12,14,15,17,1,4,5,0,10,0,""
21,0,0,0,0,0,0,0,0,1,14,3,1,32,12,0,12,12,16,7,0,0,0,0,0,""
22,4,0,0,1,0,0,3,9,2,7,1,10,2,0,0,0,0,0,1,0,0,0,0,0,""
23,0,0,0,0,0,0,0,0,1,1,4,1,0,1,0,0,1,3,0,2,0,0,0,0,""
24,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,""
25,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,11,0,0,0,0,0,0,""
26,0,4,3,0,0,0,-1,3,1,0,0,0,11,3,0,0,2,4,0,0,0,0,0,3,""
27,0,6,3,0,0,0,1,0,0,0,17,0,7,0,6,11,0,12,6,2,8,0,0,0,""
28,0,0,0,0,1,0,1,0,6,12,4,2,2,6,1,0,0,5,1,2,1,0,0,0,""
29,0,0,1,2,0,0,0,2,0,1,0,0,0,1,0,3,0,11,0,0,0,1,0,1,""
30,0,1,4,0,0,2,1,1,0,0,0,0,1,0,3,0,0,14,0,1,0,0,0,0,""
31,0,3,0,0,0,0,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
