may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,27,24,26,23,26,23,35,29,26,25,13,17,24,15,11,10,8,12,13,13,14,24,20,26,""
02,21,29,28,30,21,34,25,37,29,30,31,31,16,17,8,14,11,12,10,9,13,22,19,26,""
03,29,31,21,26,31,35,36,32,39,31,24,22,23,14,12,10,7,8,13,13,19,20,26,27,""
04,34,28,26,32,29,19,39,42,36,27,33,24,21,19,14,9,10,12,6,13,9,18,16,24,""
05,36,26,26,23,25,33,28,39,42,37,30,20,19,21,23,13,10,7,15,13,16,29,25,27,""
06,32,20,25,21,26,39,43,49,52,37,29,24,16,21,18,13,6,16,12,12,8,20,21,24,""
07,24,35,23,23,29,34,30,40,29,33,28,17,20,16,14,13,10,10,8,14,18,20,25,20,""
08,28,22,27,19,29,40,39,37,44,34,31,25,12,16,15,8,6,12,8,21,15,24,29,33,""
09,33,32,17,23,30,38,34,50,39,25,40,25,25,18,13,10,7,10,6,10,17,18,16,24,""
10,24,25,15,23,32,29,30,32,41,36,30,24,13,15,15,16,10,8,10,12,17,16,23,28,""
11,38,29,27,20,25,23,24,40,38,28,22,25,21,13,21,9,7,9,7,9,16,20,21,30,""
12,27,23,22,23,23,19,35,42,44,26,29,22,22,10,19,13,8,11,9,16,18,20,21,34,""
13,27,22,21,22,35,27,44,35,40,29,30,19,15,20,13,12,5,9,10,8,10,26,25,23,""
14,24,31,21,15,18,28,29,39,32,31,26,31,17,17,9,12,9,6,7,12,17,31,26,22,""
15,29,24,25,18,29,27,30,30,34,35,18,20,23,21,13,12,9,10,13,14,15,17,24,28,""
16,21,28,22,22,28,22,31,31,39,28,24,17,14,23,13,13,8,5,12,9,15,23,24,29,""
17,24,21,29,30,31,25,26,43,30,34,23,22,12,22,6,11,14,10,12,16,20,20,23,32,""
18,34,29,16,22,22,35,34,39,41,24,22,25,19,22,15,18,10,14,10,10,15,13,24,27,""
19,27,33,22,26,25,30,28,40,51,37,26,20,20,21,12,15,6,13,17,15,30,21,32,19,""
20,21,21,18,19,29,37,37,38,40,29,30,19,15,18,13,13,6,10,10,11,23,21,18,32,""
21,23,21,18,22,22,38,33,26,23,-1,-1,-1,-1,-1,14,10,5,8,10,10,15,17,20,24,""
22,23,23,17,24,23,20,22,24,27,22,19,21,17,17,19,13,11,5,13,19,13,24,19,24,""
23,18,16,23,25,19,24,24,26,19,19,9,25,18,18,12,15,9,10,12,13,15,22,17,17,""
24,22,19,23,19,21,29,30,25,34,31,24,16,25,13,15,13,10,5,4,10,15,17,17,28,""
25,31,21,15,24,15,23,13,26,32,14,19,20,17,14,14,13,11,5,12,20,18,17,19,24,""
26,19,19,20,17,18,24,20,40,21,16,13,23,16,15,-1,-1,-1,4,11,6,15,14,18,21,""
27,24,23,25,18,27,36,36,35,25,26,25,27,21,20,13,7,11,10,12,13,14,14,20,21,""
28,19,22,14,16,21,20,24,29,27,17,18,20,20,23,9,8,10,7,10,12,8,11,14,13,""
29,21,20,29,23,27,18,22,29,19,21,18,21,27,12,20,10,10,12,8,12,19,14,15,25,""
30,20,16,28,28,17,25,34,30,20,21,17,27,35,27,24,16,20,16,8,14,11,15,18,25,""
31,22,19,20,20,17,31,38,31,32,19,22,27,28,20,21,19,14,11,5,11,-1,-1,-1,-1,""
