apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,10,14,19,21,21,19,18,13,14,11,15,15,20,14,18,12,5,11,5,4,6,10,7,10,""
02,14,14,24,23,16,11,12,20,30,8,15,25,30,21,19,13,14,8,3,7,9,10,8,5,""
03,12,15,16,24,26,26,19,21,23,13,12,20,31,27,19,20,11,9,17,11,9,6,8,5,""
04,10,13,23,23,21,17,19,5,19,12,7,11,7,9,16,16,19,10,8,6,4,9,11,12,""
05,5,11,14,15,14,13,16,17,21,21,15,19,31,16,18,21,16,12,9,8,3,11,13,12,""
06,8,15,14,16,12,22,21,20,15,22,16,16,14,13,22,10,13,11,21,16,5,8,12,6,""
07,11,16,15,23,16,18,22,21,26,16,13,14,15,25,27,11,15,12,5,8,8,10,11,12,""
08,11,8,13,20,20,18,13,17,12,12,15,16,15,15,26,15,7,8,2,5,6,6,5,6,""
09,5,12,16,15,9,11,12,16,14,11,12,17,21,15,17,11,7,4,12,6,2,4,4,13,""
10,13,12,16,15,13,17,16,30,14,17,19,23,20,15,25,8,13,3,6,3,6,7,5,5,""
11,11,18,15,25,17,13,16,16,24,14,16,19,23,25,32,20,9,8,14,4,4,12,11,11,""
12,18,12,16,17,23,16,13,10,13,11,20,28,27,30,22,17,18,5,7,6,11,6,10,8,""
13,6,9,7,6,13,6,8,15,11,16,12,22,18,24,21,19,12,5,6,5,7,16,8,13,""
14,13,20,17,14,13,20,24,15,15,12,22,17,33,18,17,15,9,7,5,4,8,5,12,13,""
15,10,20,20,20,14,10,16,16,17,11,17,23,18,23,15,15,20,10,5,6,0,1,0,0,""
16,0,1,1,0,0,0,0,2,1,1,0,0,1,0,0,0,2,29,15,11,40,15,19,16,""
17,26,30,28,34,31,28,37,39,33,16,27,33,36,28,38,22,28,8,16,17,17,18,13,19,""
18,20,21,23,25,31,30,27,41,37,25,21,29,38,49,33,31,21,14,11,8,13,16,15,18,""
19,22,18,33,27,34,30,33,29,36,16,23,24,30,28,26,20,25,14,14,9,7,12,11,8,""
20,16,27,31,19,25,31,27,45,35,36,30,20,35,25,26,16,12,14,16,4,11,11,4,7,""
21,6,19,25,24,32,44,32,44,33,35,25,22,25,24,24,22,11,9,1,1,0,2,8,12,""
22,18,33,29,27,40,63,63,61,37,22,31,31,46,30,20,16,15,10,5,0,0,0,14,15,""
23,9,15,16,18,12,17,31,29,28,25,17,23,21,24,36,19,13,15,6,9,4,17,7,14,""
24,19,16,22,18,21,19,20,17,23,20,19,22,24,31,22,21,7,13,11,5,4,5,7,14,""
25,4,16,10,16,20,15,16,18,15,15,14,17,23,29,26,25,14,9,12,4,3,5,6,10,""
26,17,22,19,20,17,25,26,28,12,16,18,23,32,29,31,20,17,5,4,7,8,6,13,14,""
27,17,22,19,13,22,24,36,33,29,23,25,20,19,22,30,17,16,8,5,3,5,6,10,12,""
28,16,19,21,17,10,19,25,25,24,11,20,25,31,37,26,25,14,16,10,8,6,5,19,23,""
29,12,17,15,17,16,28,37,28,32,23,21,27,38,36,34,26,19,17,13,12,9,7,8,14,""
30,17,23,26,20,18,43,27,24,33,23,23,24,29,29,33,16,14,6,7,8,8,9,16,18,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
