apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,39,20,27,33,46,35,59,60,39,39,53,79,69,73,68,73,60,68,65,53,47,31,13,21,""
02,24,22,30,32,37,47,44,64,51,43,45,41,46,51,51,56,56,54,45,41,20,13,8,12,""
03,9,14,27,37,37,44,52,64,69,53,48,40,64,72,67,56,53,50,46,28,24,9,9,13,""
04,12,9,30,50,38,46,48,41,45,62,52,48,47,53,66,68,71,47,53,56,33,16,19,11,""
05,15,10,22,27,27,50,64,44,53,48,48,62,51,50,51,82,42,59,26,29,32,15,14,12,""
06,12,15,13,31,36,44,46,61,59,52,60,83,77,93,93,94,80,82,59,56,31,24,20,17,""
07,18,20,31,40,36,48,54,57,49,52,47,62,63,60,60,55,56,60,57,32,29,17,20,17,""
08,16,15,26,29,39,51,62,48,52,46,41,61,55,70,66,68,48,41,37,38,24,16,11,10,""
09,10,18,21,45,26,39,54,49,51,38,48,48,54,59,56,64,61,30,36,27,24,10,12,13,""
10,15,20,29,28,35,27,48,44,40,40,46,46,45,73,70,79,83,74,70,53,40,20,18,18,""
11,19,22,34,43,50,69,56,57,86,57,49,63,78,71,48,70,71,67,57,39,23,16,16,12,""
12,13,20,20,26,53,54,50,64,41,46,51,47,70,66,60,48,46,40,46,25,24,12,21,11,""
13,12,14,23,27,44,43,54,47,47,58,40,57,60,56,59,49,61,47,48,-1,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,67,50,64,52,48,41,33,18,17,15,18,""
15,20,14,25,23,39,46,54,61,50,43,59,36,32,54,78,52,70,43,35,32,19,16,18,14,""
16,12,22,27,31,40,50,39,52,40,45,54,44,47,47,50,58,52,65,41,30,18,16,12,16,""
17,5,7,28,22,52,45,46,51,56,51,61,48,41,61,58,65,66,47,43,24,2,8,6,7,""
18,19,11,23,24,43,49,50,49,44,42,42,54,66,57,70,70,60,46,37,37,26,9,15,10,""
19,11,19,20,33,57,68,63,54,66,72,60,65,84,72,88,85,91,87,67,29,29,12,18,25,""
20,14,30,27,30,57,80,53,59,52,37,42,56,59,62,62,83,59,77,63,38,33,24,19,18,""
21,14,27,25,31,41,59,54,60,73,72,78,80,79,96,78,74,68,87,155,32,49,32,12,16,""
22,16,22,17,44,42,74,65,73,61,68,75,65,78,111,0,82,76,71,42,31,22,20,8,17,""
23,18,20,28,29,38,48,58,59,51,50,60,68,67,72,86,75,82,69,54,32,22,26,15,15,""
24,12,25,20,30,48,40,57,60,58,55,49,55,74,71,75,68,69,73,47,32,23,21,15,7,""
25,17,10,20,31,34,50,50,65,45,57,60,55,58,68,60,82,62,55,48,32,23,18,18,16,""
26,12,17,17,27,45,36,53,51,48,51,63,57,66,87,83,78,-1,-1,-1,-1,-1,0,19,19,""
27,15,19,19,35,48,52,61,61,59,63,60,60,55,83,92,113,101,80,68,54,32,29,25,13,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,99,98,102,119,84,59,62,54,28,20,14,13,""
29,29,26,34,36,39,52,50,65,68,55,71,75,76,79,76,87,66,73,50,41,39,32,9,21,""
30,10,19,18,38,41,51,58,62,62,80,73,102,101,112,109,107,113,79,77,48,38,22,27,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
