apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,13,15,16,25,14,17,19,19,20,32,14,22,13,20,10,5,4,7,37,86,8,8,5,8,""
02,10,25,12,21,12,9,18,20,18,34,29,19,22,7,17,4,8,9,18,11,7,10,10,14,""
03,19,15,13,14,21,12,14,19,21,21,30,19,20,21,8,12,9,8,5,10,7,11,15,22,""
04,18,18,15,16,12,18,17,11,22,24,19,9,8,12,10,9,4,9,12,7,8,9,11,6,""
05,11,24,13,14,26,11,20,21,36,28,7,11,20,8,14,14,5,2,19,84,10,8,14,9,""
06,15,12,13,17,15,11,26,17,22,22,18,21,14,10,10,11,8,8,23,34,2,7,8,17,""
07,22,13,18,17,19,14,24,22,23,24,21,12,12,8,6,7,7,5,9,80,7,11,8,7,""
08,12,14,19,13,23,14,19,28,17,23,11,15,15,11,11,9,3,9,55,53,3,5,15,15,""
09,15,22,10,14,27,25,20,23,33,20,30,23,14,23,15,9,12,42,224,199,4,9,13,7,""
10,14,18,10,16,13,27,26,19,20,25,12,15,12,5,21,8,20,6,23,32,7,4,17,20,""
11,19,18,18,18,23,17,20,15,25,13,18,19,7,19,13,8,5,3,42,26,8,12,8,15,""
12,10,10,18,11,20,12,14,25,14,18,28,14,16,16,16,4,7,18,34,17,7,5,8,14,""
13,14,8,9,14,13,18,20,16,22,18,22,20,116,150,8,-1,19,150,195,93,11,9,16,14,""
14,28,31,16,26,13,17,27,26,22,23,25,20,27,14,24,24,12,76,103,6,7,8,8,18,""
15,16,19,18,21,19,17,17,24,31,36,28,21,14,18,19,17,11,117,133,13,10,15,12,24,""
16,20,30,22,30,29,23,17,29,31,31,25,13,16,25,9,9,8,2,52,37,10,9,14,21,""
17,20,22,21,21,19,29,30,27,36,51,36,27,14,21,18,12,12,32,7,6,8,9,13,28,""
18,20,17,26,26,15,24,20,19,24,29,18,21,23,23,9,11,7,6,22,5,14,17,17,22,""
19,16,21,31,18,23,22,28,30,21,32,19,19,16,19,18,8,2,52,33,8,9,10,14,15,""
20,20,21,14,24,14,22,43,30,32,43,20,21,13,21,23,11,8,19,11,14,11,15,14,11,""
21,19,19,35,23,25,40,29,33,36,35,28,30,26,22,28,23,15,4,44,32,6,19,16,20,""
22,39,27,24,36,67,88,61,53,44,44,36,19,22,21,19,11,7,19,17,98,6,18,10,21,""
23,31,20,22,23,33,23,28,27,42,43,28,19,18,23,15,6,8,3,17,81,13,15,19,22,""
24,22,33,18,18,17,19,34,40,48,38,15,20,19,11,18,7,5,21,15,87,12,16,15,18,""
25,21,16,21,24,16,36,20,26,37,22,36,25,20,8,10,9,5,14,13,11,9,13,16,25,""
26,11,22,21,20,30,44,31,36,50,34,28,22,24,27,16,9,14,5,21,77,11,17,11,25,""
27,19,23,14,22,20,45,32,32,52,30,41,20,23,27,17,7,9,13,14,10,11,14,13,21,""
28,27,15,17,21,22,28,38,51,42,46,33,24,31,28,24,14,9,6,64,33,14,10,23,13,""
29,22,21,17,17,32,30,25,48,40,31,29,29,25,32,20,16,8,11,13,55,10,12,17,18,""
30,20,33,28,41,45,31,52,48,58,35,42,23,20,31,29,15,13,11,107,194,6,7,8,18,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
