apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,16,14,7,13,6,13,6,22,11,11,12,15,12,14,8,8,5,8,4,10,9,7,12,9,""
02,11,10,1,11,9,20,16,14,15,14,15,19,12,9,9,13,9,5,5,13,13,7,8,7,""
03,13,8,11,8,7,10,11,13,15,14,8,18,9,10,7,5,9,11,10,4,10,7,12,10,""
04,12,9,10,10,10,14,13,22,13,16,16,17,12,14,6,9,16,15,29,9,9,13,17,16,""
05,14,13,6,6,12,28,12,11,18,7,13,15,10,8,4,13,11,4,7,8,11,10,11,9,""
06,14,17,8,10,14,11,17,16,16,18,17,16,10,6,10,7,10,9,10,6,5,9,13,14,""
07,10,10,12,12,8,13,19,28,26,9,14,34,24,10,13,10,5,10,7,4,13,12,13,6,""
08,13,10,10,15,14,8,11,13,18,15,13,8,16,9,6,12,6,6,12,6,-1,-1,19,-1,""
09,12,13,11,9,13,13,9,12,12,11,16,20,32,19,10,8,8,8,7,11,5,12,12,18,""
10,16,18,11,5,5,17,14,12,15,16,19,22,15,10,9,14,6,6,6,11,10,13,15,12,""
11,9,17,11,7,13,21,13,16,12,12,12,17,22,17,12,6,12,10,11,14,10,15,21,12,""
12,12,10,17,13,30,11,11,9,19,15,20,8,15,4,9,14,14,16,14,31,41,7,10,15,""
13,15,13,12,14,17,21,47,12,18,19,17,13,16,16,10,12,5,4,6,57,48,9,12,18,""
14,13,13,8,16,8,10,20,15,16,18,88,39,18,18,14,9,9,44,29,10,19,11,10,14,""
15,16,6,17,15,11,21,42,24,12,19,34,16,29,15,7,23,10,35,9,19,16,17,16,20,""
16,10,15,17,16,12,14,36,18,13,12,18,16,11,10,8,4,11,5,4,10,83,3,7,17,""
17,14,11,13,20,6,8,12,3,12,19,1,1,3,0,3,0,1,3,0,0,0,0,0,0,""
18,0,0,1,0,4,3,4,2,0,1,0,2,0,0,1,0,0,25,0,0,1,3,4,1,""
19,8,8,10,15,15,11,13,20,9,12,31,16,13,5,2,7,7,32,11,7,10,14,11,16,""
20,14,19,13,15,16,28,10,21,37,18,19,20,15,9,86,15,13,67,48,157,24,19,15,14,""
21,24,12,10,39,51,18,19,6,19,16,16,13,9,11,15,115,162,14,7,79,7,0,23,17,""
22,20,15,20,24,30,30,25,18,10,23,16,17,41,66,14,7,12,11,11,30,47,14,11,13,""
23,25,21,12,17,62,9,37,62,17,3,53,14,15,32,33,10,10,32,41,31,33,98,17,21,""
24,10,13,16,16,12,23,62,64,40,12,42,14,14,17,6,90,22,20,29,133,147,16,13,13,""
25,14,10,15,10,39,11,12,13,20,11,17,15,14,14,10,8,5,8,16,51,178,76,19,15,""
26,17,17,18,70,130,19,21,21,18,20,15,18,13,13,13,38,40,38,122,12,17,11,17,40,""
27,17,29,14,70,41,15,27,29,30,20,30,23,18,17,22,14,17,38,207,12,48,16,18,19,""
28,18,21,13,95,20,18,26,23,21,22,18,10,14,7,37,96,11,47,63,31,34,16,14,21,""
29,14,19,19,19,35,18,23,20,23,26,18,13,28,11,16,7,26,16,66,52,6,7,12,14,""
30,11,20,18,11,17,23,26,12,23,23,26,15,21,13,6,92,21,14,59,192,203,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]elleI}ly`'a,""
