oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,38,61,50,53,69,89,69,69,87,64,63,67,58,59,-1,-1,-1,48,42,52,49,52,62,70
02,60,55,59,67,71,75,70,72,83,72,59,69,58,53,49,54,51,43,50,48,59,53,52,46
03,50,60,46,58,52,52,74,75,56,79,65,51,41,35,47,49,34,33,34,45,46,56,49,54
04,50,57,51,43,62,47,56,56,67,60,58,52,58,38,33,33,39,38,41,49,42,43,56,52
05,62,57,57,45,61,67,67,58,62,74,61,57,55,64,48,56,50,41,41,51,50,54,61,61
06,62,66,49,51,61,65,69,73,59,60,68,65,44,29,29,28,46,37,39,52,51,57,65,67
07,67,68,63,66,63,50,73,69,65,67,50,61,62,48,52,42,43,37,32,37,39,43,44,52
08,60,60,48,58,73,60,73,61,59,84,44,22,27,40,21,64,-1,-1,-1,60,57,50,62,62
09,69,71,74,71,76,60,68,59,47,60,63,69,55,46,54,43,40,35,37,50,52,55,50,61
10,52,66,63,52,68,72,86,61,65,72,64,45,47,43,50,32,42,43,39,47,57,67,64,67
11,70,19,51,90,71,80,63,67,60,76,71,56,57,54,48,47,44,36,44,48,46,56,61,59
12,64,72,58,77,63,73,85,68,67,72,66,57,64,65,59,51,45,49,30,45,45,49,50,49
13,61,67,65,61,57,61,68,63,70,65,50,50,51,47,41,49,50,32,30,51,46,56,49,41
14,54,40,62,57,64,74,69,64,61,64,45,39,28,44,52,38,37,32,34,33,46,58,55,59
15,70,69,69,63,67,67,-1,-1,-1,-1,-1,-1,-1,36,43,32,24,27,29,33,50,39,57,41
16,64,51,32,58,51,52,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,35,38,42,48,43,56,48
17,48,43,49,48,59,52,49,55,46,40,46,34,29,15,11,26,32,32,34,57,37,60,46,65
18,58,68,68,62,59,73,66,70,69,56,55,41,67,53,52,54,43,42,21,35,45,55,32,68
19,72,76,67,58,67,59,62,72,70,64,59,56,47,44,40,50,38,27,30,32,35,48,45,46
20,59,57,60,64,82,56,67,56,51,64,57,61,37,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,42,34,40,30,45,33,31,38,28,45,54
22,47,78,65,58,56,61,52,64,49,56,48,45,31,37,25,37,33,35,32,27,50,52,45,44
23,44,53,57,61,58,55,49,64,52,47,54,43,52,47,45,31,38,44,47,52,39,50,53,62
24,57,61,53,60,53,37,33,29,31,23,23,32,19,27,22,24,12,14,21,23,12,17,24,28
25,27,29,35,34,50,43,42,28,49,62,56,39,53,40,33,29,27,37,32,28,50,46,44,52
26,57,56,48,49,59,74,75,69,60,59,64,65,51,48,52,41,30,41,38,36,50,38,70,60
27,60,83,85,66,56,78,69,53,86,57,56,74,60,58,21,26,16,23,33,21,25,39,27,35
28,30,19,26,26,36,39,44,36,18,39,42,43,60,58,24,25,19,26,21,24,30,22,37,38
29,30,37,44,38,44,46,43,52,43,37,33,38,28,23,28,58,58,45,57,45,57,38,48,36
30,32,34,35,36,35,48,42,50,34,47,21,18,36,30,22,32,32,24,36,31,25,37,31,34
31,35,46,52,67,67,74,68,69,73,59,51,45,56,52,49,30,26,46,-1,-1,-1,-1,-1,-1,-1
