oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,0,1,0,1,0,0,2,0,2,2,0,1,1,1,2,0,1,1,0,1,3,0,1,1,""
02,1,1,0,0,3,2,2,4,1,1,1,1,1,1,2,2,0,0,1,0,0,2,1,0,""
03,0,2,2,2,3,2,2,2,2,3,2,1,2,0,2,0,1,2,1,0,1,0,2,3,""
04,0,1,0,1,2,3,1,0,1,1,0,1,1,0,0,0,0,0,2,1,0,1,3,0,""
05,1,1,1,1,2,1,0,0,2,1,2,1,0,4,2,1,0,2,3,0,1,0,1,3,""
06,1,1,0,3,0,1,0,0,1,0,0,1,3,1,0,1,1,1,0,1,1,1,3,0,""
07,1,0,1,2,0,0,0,2,0,1,1,0,1,1,2,0,1,0,1,2,0,0,0,1,""
08,1,1,3,0,1,2,0,0,2,0,2,0,0,0,0,0,1,2,2,2,1,1,1,2,""
09,1,1,2,0,2,3,3,0,0,2,4,2,0,1,1,3,1,1,2,0,0,1,0,0,""
10,1,0,1,0,3,0,1,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,2,""
11,2,3,0,1,0,0,0,0,0,1,1,0,1,2,2,2,2,0,2,1,1,6,1,1,""
12,0,1,1,0,0,0,1,1,0,2,0,1,3,1,0,2,1,0,3,0,0,0,0,0,""
13,0,2,2,1,0,2,0,3,1,2,1,2,1,1,1,1,0,0,1,0,1,2,0,6,""
14,0,1,3,3,1,5,2,1,0,2,0,1,1,2,1,0,0,0,0,2,4,5,1,0,""
15,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,2,0,1,2,1,1,1,1,""
16,0,2,0,3,3,3,1,0,0,0,0,0,0,0,0,0,2,1,1,3,2,2,1,2,""
17,0,0,0,0,1,2,3,1,3,1,2,1,1,1,1,2,1,0,0,4,1,1,3,0,""
18,1,1,1,0,2,1,2,0,1,2,1,2,1,0,0,0,2,0,0,1,0,1,0,0,""
19,2,0,0,3,0,0,2,2,1,1,2,0,0,0,1,2,0,1,0,0,0,1,2,0,""
20,0,0,4,1,1,2,1,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,""
21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,1,1,0,2,2,0,""
22,0,3,1,6,3,0,3,1,3,1,2,1,0,1,2,0,0,1,1,0,1,0,2,2,""
23,0,2,3,2,5,2,1,1,1,1,2,0,0,3,0,2,0,0,1,0,3,3,1,2,""
24,0,0,1,2,2,2,1,1,1,0,1,2,0,1,2,2,1,2,2,0,2,3,2,1,""
25,1,5,0,0,1,1,0,2,2,2,1,1,2,2,1,1,1,0,0,1,1,0,2,2,""
26,1,1,0,2,3,1,1,2,0,2,1,1,2,1,2,1,2,1,2,1,0,2,1,2,""
27,0,1,0,2,0,4,2,2,1,1,1,1,0,0,0,1,0,2,0,0,1,1,1,1,""
28,4,3,1,1,2,0,4,5,2,3,1,3,0,0,2,2,0,1,1,1,3,1,1,1,""
29,1,3,2,0,0,1,2,4,2,0,3,0,1,2,3,3,1,1,1,0,3,2,2,0,""
30,2,1,1,0,0,2,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,2,0,2,""
31,1,1,0,0,1,0,1,0,0,1,0,0,2,1,1,2,0,2,0,1,1,4,0,-1,""
