oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,6,5,7,8,7,16,25,27,72,40,28,33,28,56,6,2,32,48,19,27,16,15,13,6,""
02,2,4,-1,3,15,23,20,27,25,14,3,30,53,102,15,119,32,34,17,14,13,173,72,12,""
03,11,18,1,-1,-1,-1,-1,1,6,-1,-1,1,-1,-1,1,20,3,28,54,27,36,32,30,5,""
04,1,17,154,3,-1,-1,30,20,19,4,1,-1,1,-1,39,21,3,2,-1,2,1,-1,2,0,""
05,-1,-1,-1,4,1,-1,1,2,-1,-1,3,2,-1,1,2,4,5,-1,5,-1,-1,1,1,1,""
06,1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,2,-1,3,-1,1,-1,-1,1,-1,1,0,""
07,2,-1,1,1,5,3,-1,1,-1,1,2,-1,-1,-1,1,4,8,9,31,40,73,52,16,16,""
08,18,14,25,23,22,20,40,104,55,27,27,20,23,19,24,24,26,45,62,30,28,26,27,22,""
09,11,29,26,33,33,31,42,134,86,45,19,20,45,21,27,18,22,28,31,25,31,43,24,19,""
10,32,25,36,25,26,42,28,85,42,36,33,29,30,26,96,24,18,23,23,17,14,26,16,32,""
11,20,11,21,15,26,21,26,67,18,14,19,17,35,26,11,18,16,47,44,48,18,37,9,17,""
12,12,13,12,15,212,16,29,74,38,57,30,18,16,12,14,10,98,22,44,24,28,29,28,16,""
13,20,23,23,27,36,20,28,83,50,35,22,20,16,15,15,26,19,24,56,11,31,21,19,11,""
14,14,15,18,8,19,13,11,6,94,46,8,-1,-1,11,-1,-1,1,32,34,18,11,6,3,1,""
15,-1,2,-1,1,-1,1,8,116,82,30,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,7,29,22,4,""
16,-1,-1,-1,-1,-1,-1,28,-1,1,-1,-1,1,2,-1,-1,-1,-1,24,-1,19,6,2,2,4,""
17,3,-1,-1,-1,-1,-1,38,1,1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,-1,0,""
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,15,""
22,23,13,22,34,22,28,62,52,26,14,19,19,34,13,19,15,21,22,10,13,19,20,25,13,""
23,15,16,31,35,25,31,28,25,26,20,27,12,22,50,20,7,13,5,10,9,16,12,3,6,""
24,23,19,27,18,22,24,21,22,24,23,15,19,18,25,21,13,13,19,19,11,17,22,23,18,""
25,26,16,26,31,20,16,21,16,19,16,15,20,17,17,16,15,15,8,8,7,17,28,39,19,""
26,17,30,20,31,25,39,20,10,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
27,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
28,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,2,-1,1,1,2,""
29,-1,1,-1,1,-1,-1,-1,2,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,47,47,18,""
30,26,25,29,28,13,27,19,19,37,21,18,14,38,43,22,26,19,42,32,29,28,38,17,20,""
31,20,13,19,14,16,25,20,54,48,28,41,54,43,71,36,41,42,63,139,36,-1,-1,-1,0,""
