oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,29,6,50,6,5,15,19,23,17,14,38,28,14,15,14,14,7,5,4,4,10,6,10,8,""
02,10,14,14,9,12,10,5,21,30,54,34,29,27,8,13,8,6,8,12,7,13,29,108,12,""
03,26,18,10,67,35,19,89,16,47,26,25,31,20,22,18,19,7,9,7,1,6,6,5,11,""
04,9,5,14,2,16,11,10,8,18,20,10,11,10,7,4,6,6,10,3,4,13,7,10,10,""
05,5,26,5,6,39,15,18,35,20,26,12,10,18,17,4,16,11,13,8,2,7,3,5,5,""
06,41,26,19,6,31,10,8,14,16,23,15,7,14,8,6,8,12,10,9,3,5,4,5,10,""
07,5,11,8,3,14,3,6,5,26,21,20,4,6,9,10,9,2,9,7,5,9,4,7,11,""
08,6,6,6,4,5,9,7,8,14,12,10,10,6,10,8,2,2,9,26,24,10,7,4,9,""
09,9,8,9,9,6,10,4,9,34,22,43,26,16,18,12,8,4,3,7,8,14,15,5,3,""
10,18,13,20,11,10,12,10,16,98,24,32,5,20,20,5,5,10,3,2,3,4,8,5,8,""
11,10,7,22,8,7,23,11,24,10,2,-1,-1,5,17,10,14,5,6,4,3,8,9,7,22,""
12,11,9,18,15,7,29,9,14,8,31,16,29,8,42,7,7,5,3,8,5,7,1,6,14,""
13,7,11,8,9,18,25,19,25,29,27,36,19,19,13,11,15,8,10,12,23,10,18,36,34,""
14,12,6,13,44,10,12,18,35,37,21,16,17,53,47,86,13,25,4,15,77,13,9,12,14,""
15,12,48,6,12,12,26,20,30,25,2,-1,-1,-1,-1,2,11,7,8,6,9,10,11,6,17,""
16,20,9,8,13,16,25,13,22,17,-1,-1,-1,-1,-1,2,7,6,14,13,27,19,10,8,16,""
17,9,52,17,13,10,21,15,14,33,17,77,16,12,8,9,7,4,5,5,-1,3,35,76,8,""
18,10,4,9,6,12,14,17,14,58,45,9,12,6,5,6,8,8,6,3,6,7,13,7,12,""
19,14,9,6,13,9,13,9,11,18,20,8,4,9,10,7,11,7,7,-1,1,4,6,8,5,""
20,7,7,5,9,7,9,14,8,9,15,16,7,9,23,4,5,1,-1,-1,-1,-1,-1,-1,0,""
21,-1,-1,-1,-1,-1,-1,-1,-1,2,10,1,1,-1,-1,8,7,8,7,21,8,23,35,89,160,""
22,211,242,257,236,234,187,191,52,8,9,6,5,3,3,3,5,4,-1,1,2,5,2,5,2,""
23,4,4,-1,5,2,2,4,9,7,6,5,4,2,5,1,4,2,2,3,1,-1,1,6,4,""
24,4,3,2,2,5,2,3,1,1,12,4,-1,2,2,3,1,2,3,2,-1,4,4,3,2,""
25,4,5,2,4,3,5,4,3,9,1,2,1,10,3,-1,2,1,2,-1,4,4,2,5,1,""
26,2,2,-1,3,4,6,1,5,6,4,4,6,4,3,4,3,1,2,2,6,3,2,6,4,""
27,6,8,2,7,5,5,4,11,3,6,9,8,6,10,1,2,1,5,2,4,3,8,4,4,""
28,5,7,10,15,7,8,3,9,9,7,7,9,4,4,1,4,6,4,8,4,6,2,8,10,""
29,10,13,15,15,13,17,22,20,15,8,2,5,6,7,5,4,6,5,6,7,8,10,9,14,""
30,12,14,8,9,9,14,12,34,7,7,4,3,3,1,3,4,1,1,9,4,4,5,8,13,""
31,9,10,4,11,10,9,4,6,5,7,10,3,4,2,4,1,-1,4,-1,4,4,2,-1,0,""
