oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,6,3,2,7,10,-1,6,9,10,7,7,4,1,3,2,1,3,3,2,5,2,1,6,1,""
02,1,2,1,6,6,2,6,5,7,8,4,4,5,5,3,2,-1,4,4,2,-1,4,5,3,""
03,4,3,5,4,1,3,9,7,3,10,2,5,4,1,1,4,3,2,2,2,5,5,6,6,""
04,3,2,6,4,2,3,4,7,11,4,4,3,4,8,1,4,4,2,3,3,3,4,2,5,""
05,2,2,3,2,3,5,3,8,6,7,6,5,3,3,-1,1,5,20,5,2,3,3,4,4,""
06,5,8,2,-1,-1,4,1,4,5,14,4,1,3,3,5,1,2,3,1,-1,3,2,5,8,""
07,5,2,2,3,2,8,2,5,4,3,2,2,2,3,2,-1,4,2,2,-1,2,3,3,4,""
08,6,-1,7,6,3,1,1,6,6,3,2,2,2,3,1,2,6,7,4,3,2,3,11,2,""
09,4,5,7,2,6,2,2,3,4,5,6,1,3,6,1,4,3,2,2,2,2,2,3,3,""
10,7,1,4,1,-1,-1,-1,-1,-1,-1,3,3,6,1,6,5,3,1,4,5,2,5,7,4,""
11,3,2,10,-1,-1,-1,-1,-1,-1,-1,5,2,4,1,4,2,7,4,6,1,1,3,3,2,""
12,5,2,1,3,4,4,4,3,2,8,7,13,3,3,2,6,2,-1,-1,3,2,5,7,5,""
13,8,7,3,9,4,1,3,11,10,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,4,3,4,-1,2,3,4,3,4,5,4,5,""
15,5,4,7,5,4,8,7,6,6,8,13,5,7,8,3,11,3,2,2,1,6,7,4,7,""
16,5,7,8,2,3,5,6,9,6,13,5,6,7,5,-1,1,3,5,1,-1,-1,4,7,4,""
17,6,4,3,11,3,5,2,12,11,4,5,4,4,9,1,2,1,3,3,4,8,10,7,5,""
18,9,11,5,1,18,5,5,9,7,12,16,5,6,5,2,5,1,2,2,1,4,2,8,3,""
19,3,6,3,6,9,6,1,8,6,9,6,7,3,-1,3,-1,3,5,8,3,1,5,7,5,""
20,5,6,5,2,9,10,6,7,12,29,6,4,5,6,4,3,2,1,4,3,3,3,3,5,""
21,3,2,2,3,6,6,2,8,5,7,5,6,4,2,3,6,3,3,2,3,5,3,5,2,""
22,5,9,1,7,11,6,4,3,3,1,6,7,5,1,2,1,1,1,1,-1,3,3,4,1,""
23,7,8,3,4,3,6,1,8,9,6,6,4,6,4,2,2,-1,-1,1,1,3,6,3,3,""
24,7,1,8,3,3,4,7,3,15,4,4,5,1,5,9,3,8,4,2,1,2,4,9,5,""
25,12,6,1,3,4,8,8,7,11,-1,-1,-1,3,2,2,3,4,3,3,3,7,9,3,9,""
26,5,8,4,5,4,-1,3,2,14,17,3,8,5,3,5,2,2,2,3,4,5,1,4,11,""
27,8,9,11,4,7,9,7,7,6,12,7,10,9,5,2,4,2,3,5,2,10,3,1,8,""
28,7,13,10,22,16,14,65,21,8,11,14,4,7,4,3,2,3,1,-1,2,4,11,8,12,""
29,7,3,14,9,43,43,42,26,9,12,8,8,7,4,4,-1,2,4,2,6,8,4,6,8,""
30,4,-1,2,12,5,5,17,60,34,28,18,9,3,3,2,4,3,1,1,11,2,4,7,10,""
31,7,1,8,4,7,15,36,52,66,65,19,16,2,6,3,4,-1,3,3,3,5,7,1,0,""
