aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,89,96,79,74,64,47,60,40,62,27,37,7,4,11,11,9,10,11,19,27,41,43,73,81,""
02,74,78,59,58,61,51,58,46,25,13,7,15,15,25,22,25,10,18,14,25,34,33,55,62,""
03,62,64,53,48,37,44,39,37,30,13,14,9,10,10,9,14,22,10,13,31,26,32,46,60,""
04,59,77,66,60,44,61,45,55,73,21,11,15,16,15,12,10,6,11,12,19,39,46,66,58,""
05,40,66,43,39,49,32,36,32,15,21,10,14,15,18,6,16,12,30,28,26,21,41,54,53,""
06,49,44,46,35,38,35,24,22,20,11,7,8,4,15,14,6,15,8,9,15,22,32,37,48,""
07,42,40,43,30,29,18,22,21,12,14,9,22,19,6,5,23,3,10,15,11,18,16,18,33,""
08,29,43,42,23,23,18,22,24,13,16,9,11,2,13,5,10,4,11,6,17,19,28,45,47,""
09,44,40,52,41,27,37,36,27,27,18,8,7,9,13,7,18,9,14,18,18,24,25,47,36,""
10,27,44,45,25,26,16,10,13,16,21,19,11,20,12,10,10,8,17,16,29,18,38,45,53,""
11,60,51,52,49,33,51,37,25,23,40,14,23,23,25,23,15,66,112,54,83,60,55,80,75,""
12,79,102,98,94,63,50,54,43,37,54,33,36,33,23,21,18,20,41,40,36,54,70,67,69,""
13,82,75,72,45,51,54,42,56,39,45,32,34,20,48,63,34,15,24,15,19,46,53,74,54,""
14,43,44,52,39,38,32,28,40,29,26,19,12,21,17,10,13,13,15,16,28,36,46,49,49,""
15,56,47,40,48,41,32,37,43,37,28,30,17,16,16,9,11,10,57,23,18,27,29,52,55,""
16,49,44,45,33,26,31,45,77,119,114,60,68,92,18,9,13,15,14,31,19,33,47,57,48,""
17,28,37,50,34,28,20,37,28,30,23,16,16,13,15,8,8,14,18,18,25,39,47,42,37,""
18,47,32,37,34,29,29,32,22,13,15,21,24,12,15,7,7,12,14,18,19,35,26,48,52,""
19,43,49,40,35,37,25,21,23,26,16,26,7,12,4,7,4,9,11,9,22,9,29,19,32,""
20,38,37,27,34,25,29,30,26,35,13,14,12,7,21,16,3,6,10,14,18,19,19,37,36,""
21,29,41,40,31,26,19,21,15,20,13,21,11,8,11,7,10,10,18,4,22,27,24,31,34,""
22,38,29,39,39,31,22,20,36,20,13,12,8,9,6,8,4,37,12,10,18,23,33,28,32,""
23,25,35,24,25,15,23,29,23,18,83,104,109,95,115,72,67,93,89,97,96,146,148,103,59,""
24,46,37,35,32,46,88,111,113,105,115,106,83,103,99,23,32,79,92,65,67,52,84,105,31,""
25,18,11,18,43,55,61,29,41,35,53,45,44,51,45,63,57,42,46,34,34,48,49,36,59,""
26,37,9,33,52,35,52,41,45,41,44,57,40,37,38,82,94,85,101,53,35,34,61,53,37,""
27,36,23,34,53,48,67,60,53,72,68,79,70,73,76,48,60,57,31,30,60,43,46,63,67,""
28,55,51,42,31,26,21,19,28,59,105,130,94,101,88,30,63,126,100,110,153,144,95,88,87,""
29,108,89,88,84,105,100,90,80,76,96,139,121,149,134,37,75,102,127,140,128,149,107,74,85,""
30,74,59,54,51,73,79,89,89,76,138,137,140,103,81,36,75,85,109,85,123,169,129,90,95,""
31,106,95,69,91,106,84,131,109,120,98,111,115,83,116,77,98,98,62,62,73,66,67,79,0,""
