sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,1,0,3,3,8,4,1,7,2,3,2,5,4,1,1,2,0,0,4,2,0,1,2,3,""
02,1,5,3,2,7,0,4,3,3,5,3,2,5,2,4,1,1,0,3,0,2,2,3,2,""
03,1,1,3,5,1,2,4,0,6,7,1,3,1,3,4,4,1,3,2,2,1,2,2,3,""
04,2,2,1,5,3,5,2,0,0,0,0,1,1,4,5,1,0,0,0,1,1,0,2,3,""
05,2,0,3,1,1,1,1,2,0,1,4,3,2,3,2,2,2,0,1,2,1,1,2,2,""
06,0,2,3,2,3,5,3,3,2,3,0,3,3,2,1,1,0,2,3,0,1,0,1,4,""
07,0,1,2,1,3,8,1,2,3,5,1,3,0,1,3,0,2,0,0,0,1,2,2,1,""
08,1,3,2,2,5,4,3,2,3,2,3,3,3,0,2,1,1,1,0,3,1,2,0,3,""
09,2,2,5,3,1,2,3,5,5,5,3,4,5,4,1,2,1,2,3,2,1,2,2,1,""
10,2,2,3,2,1,2,4,0,3,2,2,0,2,0,2,0,0,0,1,1,4,0,0,2,""
11,4,2,3,4,1,2,4,3,1,1,4,0,1,1,2,2,1,0,1,1,3,1,3,1,""
12,1,2,4,7,5,2,4,4,1,3,1,1,2,1,3,1,0,1,1,1,1,0,0,2,""
13,1,3,1,2,0,6,1,2,2,2,2,1,1,1,1,0,2,1,1,0,1,3,0,0,""
14,0,5,5,0,1,1,3,1,4,4,2,3,2,3,1,3,0,0,2,0,0,2,2,1,""
15,2,1,1,2,4,8,4,3,6,3,3,1,2,1,1,3,1,0,0,1,1,4,0,3,""
16,2,4,3,2,6,0,2,2,4,1,3,1,2,1,5,1,4,1,0,2,3,4,3,2,""
17,6,3,5,4,2,2,0,6,3,3,4,6,8,2,1,2,3,1,3,3,1,2,1,6,""
18,2,2,4,4,3,6,4,3,5,3,4,1,4,2,2,1,0,1,0,1,2,3,1,1,""
19,2,2,3,4,2,5,0,1,1,6,5,4,5,2,1,3,2,2,1,2,5,1,5,2,""
20,4,2,7,0,2,4,4,1,6,3,6,1,3,6,5,3,2,0,6,1,0,0,5,3,""
21,3,3,4,4,1,4,5,4,5,6,6,2,2,3,2,3,1,0,1,1,2,-1,-1,-1,""
22,-1,-1,-1,-1,-1,-1,1,3,7,5,2,2,3,2,3,3,1,0,2,0,1,2,1,4,""
23,3,2,4,4,5,2,5,5,3,0,2,4,4,1,0,0,1,0,1,2,2,1,1,2,""
24,1,2,1,3,2,1,1,5,3,0,2,6,0,1,1,0,2,1,0,0,2,1,1,1,""
25,0,2,1,1,1,2,0,1,1,1,0,0,3,2,2,0,1,0,0,0,0,0,1,0,""
26,1,1,0,2,0,1,1,0,2,2,2,2,1,0,1,2,0,0,0,1,0,0,3,3,""
27,1,0,1,0,1,2,1,1,3,1,0,0,1,2,1,1,1,1,1,1,2,1,0,2,""
28,5,0,0,5,2,3,3,4,2,1,3,1,3,4,0,1,2,3,0,1,1,1,0,2,""
29,4,1,2,4,3,2,4,5,2,5,2,5,4,1,4,0,0,0,0,1,2,1,2,1,""
30,3,2,2,2,3,0,3,5,3,2,1,5,1,0,0,2,1,1,0,7,13,3,25,63,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
