sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,14,14,22,24,20,20,23,16,17,18,8,9,7,18,19,18,14,10,12,13,11,15,11,13,""
02,21,10,23,26,28,22,26,23,19,15,15,13,20,19,19,10,11,7,11,13,8,14,15,14,""
03,18,11,12,21,21,25,16,19,12,8,5,16,18,14,19,16,15,9,9,3,13,15,14,20,""
04,10,25,18,27,20,18,22,16,16,19,12,11,13,16,8,13,16,4,10,5,11,11,13,13,""
05,12,15,8,19,20,16,19,15,20,11,10,13,21,9,14,11,8,7,10,8,9,9,13,12,""
06,26,23,9,23,17,21,15,14,16,10,15,12,15,18,9,14,16,10,4,11,14,13,12,13,""
07,14,23,22,12,21,20,17,12,20,16,8,10,10,16,11,11,6,8,10,5,14,13,12,5,""
08,17,19,25,15,21,19,19,17,13,20,12,16,25,23,21,22,14,7,6,9,11,13,15,14,""
09,15,23,20,29,32,17,16,21,16,23,19,20,16,10,8,15,15,11,9,4,19,8,16,13,""
10,17,20,19,17,20,15,22,22,20,13,12,16,18,14,23,19,16,16,8,9,8,20,12,12,""
11,19,14,20,24,18,24,23,19,23,25,14,19,13,22,13,10,17,12,10,20,7,9,11,13,""
12,14,18,23,18,14,20,13,10,21,12,16,13,16,17,8,9,9,6,9,8,6,9,10,11,""
13,16,18,14,18,18,17,25,13,17,11,10,18,16,13,20,16,11,9,11,8,9,15,20,13,""
14,20,18,20,19,21,15,19,14,16,15,18,9,19,19,19,16,13,14,14,17,11,14,10,13,""
15,20,19,13,24,19,29,21,18,5,19,18,12,17,19,18,11,12,11,9,12,9,11,13,14,""
16,16,16,17,12,18,21,17,10,20,14,17,20,25,17,21,19,13,14,7,12,9,14,11,12,""
17,16,22,18,15,30,19,16,19,11,13,16,15,8,9,22,13,13,13,6,7,3,19,12,13,""
18,12,24,23,21,30,17,19,21,16,13,14,15,14,18,11,15,15,12,5,11,15,22,20,17,""
19,20,18,19,15,19,24,19,21,26,20,17,9,16,14,19,19,10,8,12,9,17,11,18,18,""
20,13,24,17,24,19,17,21,18,16,13,12,11,22,18,15,13,11,12,11,10,14,13,11,12,""
21,13,16,25,20,17,19,16,15,8,14,15,10,8,15,18,14,11,3,6,7,12,16,10,15,""
22,20,16,19,24,16,18,19,15,14,12,14,12,10,20,10,12,14,11,10,12,9,8,13,10,""
23,13,20,18,18,22,24,12,12,7,8,14,17,11,16,15,12,14,11,10,8,5,12,14,14,""
24,20,18,15,24,23,24,21,10,17,12,17,20,13,17,16,13,6,7,8,5,18,14,14,10,""
25,14,23,23,15,18,17,16,17,8,19,13,12,21,20,16,18,14,6,7,11,9,11,16,11,""
26,12,19,17,18,25,16,16,20,17,14,17,14,20,11,14,9,6,7,10,10,8,15,14,9,""
27,20,16,17,22,23,23,15,22,15,10,11,22,20,17,15,10,12,8,12,13,15,11,15,8,""
28,9,20,19,26,24,24,12,25,15,16,22,24,26,15,14,10,8,5,5,13,10,12,14,15,""
29,19,20,26,20,29,24,20,23,20,25,19,22,13,18,21,15,13,11,4,6,8,15,16,15,""
30,19,26,20,33,31,16,24,19,23,22,23,22,21,17,15,10,14,11,13,10,17,13,12,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
