sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,3,2,4,1,11,5,2,7,5,1,6,5,7,3,1,3,5,2,3,1,-1,4,1,2,""
02,3,1,1,1,2,3,3,2,1,1,5,2,-1,2,3,4,3,6,4,-1,1,3,1,2,""
03,1,3,1,5,6,6,4,4,3,4,7,5,5,5,2,6,3,2,2,4,-1,1,6,1,""
04,3,3,3,2,2,13,11,12,6,8,1,9,-1,1,3,6,2,1,2,-1,-1,2,1,2,""
05,-1,1,1,3,5,5,4,7,7,11,2,-1,2,1,1,7,12,7,12,3,2,1,1,3,""
06,3,-1,3,2,10,9,3,6,4,8,8,1,7,4,4,10,10,6,4,6,-1,1,2,4,""
07,1,4,1,6,5,6,9,9,4,4,9,3,2,3,3,-1,2,1,3,6,2,2,-1,-1,""
08,3,3,1,2,7,5,11,15,14,7,6,4,3,2,3,7,6,1,1,-1,-1,4,1,-1,""
09,2,5,2,3,5,5,4,8,7,2,2,3,2,2,3,-1,-1,1,1,1,1,2,2,2,""
10,3,1,3,3,5,8,1,11,1,1,-1,3,2,3,-1,-1,1,-1,-1,1,1,2,2,3,""
11,-1,1,1,4,3,3,4,1,-1,1,1,3,2,2,-1,1,-1,2,-1,1,1,2,2,-1,""
12,-1,1,1,-1,-1,18,23,40,9,1,3,3,4,14,1,3,2,2,3,6,6,1,1,1,""
13,-1,2,4,-1,16,21,28,20,4,5,17,3,4,1,5,5,-1,3,2,5,3,1,5,1,""
14,1,2,5,2,13,27,37,21,19,3,3,1,15,7,2,1,2,3,5,1,2,6,4,3,""
15,1,-1,1,1,17,20,31,37,27,10,3,3,2,1,4,5,-1,16,24,2,2,3,6,2,""
16,1,3,6,2,46,14,26,27,8,2,3,2,1,4,5,2,7,5,2,3,1,3,3,3,""
17,1,2,2,1,9,36,27,28,43,22,30,32,43,21,26,63,43,26,34,40,3,4,1,10,""
18,7,11,9,12,31,30,22,42,37,53,38,33,39,14,-1,2,1,36,55,48,-1,1,5,2,""
19,2,2,29,-1,58,43,59,53,80,60,47,6,6,1,4,3,2,5,5,3,-1,-1,1,3,""
20,-1,3,1,3,1,7,10,-1,1,1,-1,1,3,5,2,1,-1,2,1,1,-1,1,-1,1,""
21,1,-1,2,1,3,24,19,27,27,27,36,54,38,56,42,57,19,47,111,87,5,3,2,3,""
22,6,18,3,5,33,28,38,48,29,50,34,41,36,59,75,66,57,19,49,83,4,3,5,2,""
23,4,25,-1,4,60,33,47,37,67,55,87,50,52,51,44,77,57,37,89,93,6,1,2,-1,""
24,2,27,6,3,51,48,41,43,56,23,31,55,48,30,21,68,57,37,70,73,2,5,1,3,""
25,3,4,16,3,56,92,62,47,38,37,58,69,51,43,21,71,86,59,73,77,6,5,3,3,""
26,1,3,8,1,52,60,40,40,75,50,66,41,35,45,26,55,58,24,75,52,4,3,1,2,""
27,2,6,22,3,51,66,46,28,31,28,34,40,33,34,35,49,40,39,23,53,2,3,3,2,""
28,4,30,2,3,82,73,43,37,44,34,28,47,53,45,3,28,43,66,28,16,5,-1,13,13,""
29,1,5,5,1,39,69,24,21,36,48,24,6,30,18,4,3,15,30,32,58,2,2,4,3,""
30,5,2,35,4,20,32,29,34,45,34,29,21,4,27,4,4,8,22,1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
