sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,14,15,11,14,10,15,6,10,11,12,14,8,5,8,3,3,7,4,11,7,16,11,6,3,""
02,8,6,8,5,2,8,4,15,11,8,2,1,11,6,1,7,11,12,2,5,9,14,14,8,""
03,12,9,23,12,12,12,14,6,10,5,12,5,12,4,2,12,5,3,3,7,7,13,9,11,""
04,9,14,10,11,10,15,6,10,12,19,9,13,15,7,4,0,4,2,1,9,4,1,7,8,""
05,9,6,4,4,1,1,3,2,3,2,1,1,1,2,4,6,0,2,1,0,0,0,1,0,""
06,1,2,10,1,0,1,1,6,16,12,9,7,3,2,11,7,0,3,5,14,10,12,14,12,""
07,5,13,6,6,3,4,7,3,12,15,18,7,4,2,12,2,8,13,11,6,10,6,9,17,""
08,10,10,10,8,6,1,3,8,10,13,7,13,4,0,3,0,1,3,10,5,4,4,5,13,""
09,10,10,12,0,0,0,14,25,19,26,22,30,14,7,8,1,15,23,17,16,8,28,40,27,""
10,30,34,34,25,21,18,29,19,18,25,31,27,25,13,5,12,19,29,22,24,31,29,34,42,""
11,25,27,26,32,23,22,29,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,21,19,33,16,18,9,4,7,5,3,0,10,18,14,""
14,39,36,35,29,27,30,27,29,11,12,16,18,6,12,13,17,13,8,11,15,16,27,34,36,""
15,35,42,42,38,27,29,20,19,30,5,13,18,8,6,19,16,7,24,17,16,17,33,37,35,""
16,41,42,51,33,29,26,31,30,13,21,33,23,19,5,5,9,22,23,26,25,33,39,34,40,""
17,31,19,18,16,21,14,12,22,29,23,32,18,20,21,23,20,24,14,28,21,17,15,37,38,""
18,41,38,32,36,31,40,16,31,33,40,29,27,28,37,28,21,21,25,35,25,29,35,35,44,""
19,45,37,38,50,31,28,22,22,27,19,22,33,28,27,29,24,23,21,33,27,24,22,45,36,""
20,43,34,34,42,26,20,25,19,7,16,10,21,27,13,21,17,17,9,7,10,5,24,12,19,""
21,32,32,29,27,31,26,40,25,1,1,10,20,32,29,16,12,18,23,17,16,14,24,30,35,""
22,31,38,15,26,18,24,33,13,16,17,13,21,19,11,6,11,17,20,26,18,17,33,22,32,""
23,27,42,39,27,0,0,17,26,23,16,20,14,15,25,33,25,17,26,28,29,31,35,41,41,""
24,45,45,43,46,28,43,33,29,29,33,30,35,24,23,21,23,23,28,26,25,39,34,40,45,""
25,43,41,35,41,35,36,25,29,30,39,37,28,34,22,20,22,21,32,29,20,6,19,21,25,""
26,41,41,38,36,27,10,20,10,13,11,18,24,16,23,22,22,14,35,32,27,21,28,41,44,""
27,44,47,39,45,21,31,34,33,28,22,22,22,25,18,11,25,21,20,19,23,20,37,31,40,""
28,41,17,23,24,32,36,37,30,34,34,25,32,23,33,13,23,23,31,25,31,23,24,28,18,""
29,16,24,52,37,29,16,12,18,36,35,11,12,16,16,22,27,22,20,25,34,23,34,46,48,""
30,40,50,49,38,36,32,37,48,36,35,30,19,14,11,20,25,22,27,26,20,7,1,13,35,""
