feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,4,2,7,6,5,1,5,4,7,4,3,7,2,2,3,3,2,1,1,1,2,2,3,8
02,6,4,3,6,5,5,3,4,5,8,4,6,2,1,2,1,1,1,1,1,2,4,5,7
03,8,4,4,6,5,7,5,5,7,3,4,1,2,2,1,2,2,2,1,3,2,5,2,1
04,2,6,5,3,3,1,5,1,5,1,1,1,1,3,1,1,1,1,2,2,1,2,4,6
05,5,5,5,5,8,8,7,9,5,4,4,3,2,3,5,2,1,2,4,1,2,5,6,7
06,3,3,2,2,5,6,5,2,3,1,5,3,5,3,2,2,1,1,1,1,2,1,4,5
07,4,1,3,6,4,2,5,2,3,3,3,1,1,1,1,1,1,1,1,1,3,1,3,6
08,5,1,2,4,6,5,5,1,5,4,3,3,1,1,1,1,1,1,1,2,2,2,2,5
09,4,5,6,6,5,4,7,1,1,4,2,3,2,3,1,1,3,1,1,4,1,1,6,3
10,6,6,3,8,7,3,2,1,2,2,4,3,4,1,1,3,3,1,1,1,9,3,2,4
11,2,4,3,4,4,10,6,4,2,4,3,4,2,2,1,1,3,1,1,2,2,3,6,2
12,2,5,1,1,3,5,5,6,3,5,3,2,2,2,1,4,1,1,1,3,2,2,2,3
13,5,4,4,5,3,4,5,4,1,1,5,2,1,1,1,2,1,1,1,1,4,3,1,3
14,7,4,9,8,2,6,3,1,2,4,4,5,1,1,1,1,1,2,2,4,5,1,2,1
15,5,2,7,4,9,3,2,5,6,2,4,1,2,3,4,1,1,1,4,6,3,5,4,2
16,1,10,2,8,2,5,7,2,4,2,1,5,1,1,1,2,1,1,1,3,2,2,5,1
17,6,3,9,9,1,10,4,1,5,8,3,4,5,1,1,1,1,1,2,3,5,4,4,4
18,1,5,3,11,7,1,7,2,3,5,3,1,1,1,1,1,1,1,4,3,1,7,5,2
19,4,6,3,4,6,5,3,4,4,3,4,4,2,1,1,2,1,2,2,2,4,6,5,5
20,6,3,8,6,8,6,3,1,3,3,4,3,3,2,3,2,1,2,3,2,1,1,4,4
21,9,4,6,4,5,6,6,3,5,1,2,2,1,2,1,1,2,1,2,2,1,2,3,5
22,5,6,6,6,7,3,6,6,4,2,5,4,1,1,1,3,3,2,4,3,3,4,6,2
23,6,4,2,3,5,9,3,3,6,4,7,7,6,2,2,1,2,4,4,1,1,4,6,2
24,3,4,4,4,8,4,1,4,1,2,3,1,2,4,2,1,1,1,1,1,5,3,2,6
25,6,1,8,3,5,9,4,3,4,2,3,2,1,1,3,1,4,3,1,1,2,3,2,5
26,4,7,9,5,1,6,4,1,3,4,3,2,2,2,1,2,2,1,1,1,5,2,2,3
27,5,5,6,8,6,5,3,5,6,5,1,3,1,1,3,1,2,4,1,2,2,6,3,6
28,4,3,6,7,5,2,2,4,4,4,3,3,3,1,1,2,1,1,-1,-1,-1,-1,-1,-1,-1
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
