apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,7,9,5,11,11,29,55,45,120,115,107,101,96,107,109,107,131,127,67,55,39,68,49,16,""
02,8,8,10,14,19,70,105,122,134,144,134,105,85,105,87,20,34,31,33,21,19,24,9,17,""
03,8,8,9,21,16,42,97,114,106,137,124,97,95,75,72,49,52,55,63,61,52,36,48,32,""
04,31,44,58,49,61,89,96,119,129,134,115,101,96,114,98,22,26,26,18,19,25,19,14,14,""
05,5,5,9,9,7,30,73,91,100,71,71,104,81,74,86,99,85,113,113,102,87,78,49,37,""
06,36,48,11,11,10,6,40,87,95,87,108,91,80,99,82,96,95,101,101,78,93,58,62,43,""
07,38,45,41,73,51,64,115,38,132,120,122,69,90,118,113,115,107,64,52,38,51,34,26,12,""
08,13,14,22,27,26,27,90,88,114,120,99,98,108,107,101,136,106,117,36,41,27,16,14,7,""
09,9,9,4,10,18,14,20,26,30,101,105,97,84,83,86,97,84,79,56,47,29,56,56,36,""
10,17,18,29,55,40,40,74,112,99,111,80,90,90,92,81,92,108,92,88,106,95,83,49,41,""
11,19,25,42,46,38,34,85,86,99,104,103,94,70,94,94,110,103,113,99,94,80,52,44,35,""
12,20,21,18,29,12,22,72,77,79,81,75,79,73,61,65,96,91,112,97,76,99,37,8,8,""
13,5,5,3,15,14,15,73,108,113,82,91,63,91,76,87,115,99,81,125,124,102,58,44,39,""
14,23,9,8,15,18,26,69,99,88,122,106,89,103,99,107,87,105,125,96,75,67,64,54,33,""
15,17,12,10,16,23,24,63,84,93,78,79,76,95,70,97,75,112,78,85,83,84,89,75,36,""
16,21,8,8,13,19,28,73,100,74,82,79,91,73,75,56,33,31,25,34,36,23,23,26,12,""
17,6,9,14,45,43,96,89,103,86,96,70,70,65,88,111,110,118,112,127,149,117,71,67,40,""
18,30,31,39,31,30,59,74,94,113,119,111,105,108,98,85,121,126,93,96,103,92,60,41,7,""
19,14,14,8,12,13,59,80,87,94,103,98,110,80,97,108,112,110,112,97,99,87,66,45,31,""
20,32,33,40,54,50,58,73,117,112,97,114,98,91,93,89,38,22,30,25,29,35,19,15,8,""
21,7,8,11,20,17,23,79,95,117,106,102,109,134,107,121,130,104,126,93,88,74,74,44,29,""
22,24,30,31,8,12,25,65,113,128,112,106,111,126,111,123,117,117,99,101,81,32,13,9,6,""
23,9,8,5,7,8,9,52,85,95,97,110,115,120,93,122,23,22,24,79,64,56,35,19,16,""
24,15,6,5,8,20,32,80,106,102,111,94,88,84,90,80,31,17,21,21,15,21,11,6,9,""
25,5,6,6,7,27,51,65,101,104,122,87,70,65,89,109,48,26,28,25,30,11,10,19,15,""
26,8,7,7,8,10,41,70,100,99,83,92,88,105,110,107,36,27,36,27,22,18,17,18,10,""
27,7,5,19,10,13,24,35,94,135,107,94,99,112,113,118,136,132,56,98,104,113,39,8,13,""
28,7,10,11,16,24,24,24,84,94,110,98,97,121,112,142,134,120,102,125,90,10,13,10,6,""
29,1,11,9,8,17,12,26,102,107,101,96,100,119,110,134,179,105,39,33,45,29,25,24,9,""
30,12,4,10,39,60,65,95,111,112,112,120,97,110,123,104,159,135,117,134,127,112,89,53,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
