apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,38,34,39,40,37,34,28,29,29,20,34,28,23,17,26,10,7,7,8,6,15,15,15,28,""
02,39,35,34,24,24,26,20,26,42,35,26,27,29,22,17,14,9,11,10,12,17,17,24,37,""
03,40,45,31,40,13,26,23,18,31,39,27,30,28,27,18,16,16,9,8,8,13,19,21,31,""
04,33,43,25,33,26,18,24,35,33,36,32,38,28,34,32,24,22,11,14,8,17,33,20,29,""
05,30,45,39,36,27,24,31,35,42,44,40,28,33,22,15,13,12,9,7,14,16,23,28,33,""
06,38,43,40,38,31,31,32,32,43,27,21,40,35,32,21,12,12,12,9,10,8,22,23,33,""
07,40,60,40,41,37,45,31,28,40,38,42,25,30,36,24,12,10,11,5,14,17,16,20,34,""
08,35,39,38,39,32,30,27,27,32,28,29,34,24,24,18,16,13,10,5,25,16,21,16,41,""
09,43,40,41,36,38,28,38,36,26,44,31,30,41,44,27,21,12,13,11,12,22,33,30,37,""
10,31,46,42,28,39,30,32,44,42,40,51,36,41,40,25,25,12,11,10,13,18,24,27,36,""
11,41,49,45,37,30,34,35,39,48,57,41,42,48,45,33,20,21,13,13,15,21,25,34,51,""
12,54,43,41,49,37,32,42,39,40,44,46,44,33,46,24,16,17,6,8,16,19,24,35,32,""
13,39,56,47,45,36,30,42,39,42,29,55,47,37,44,34,23,22,14,5,4,17,34,33,18,""
14,28,45,33,27,25,31,38,37,42,40,38,33,45,23,24,10,9,13,17,16,19,16,31,24,""
15,39,34,42,35,39,35,30,36,37,44,48,37,28,29,35,19,14,15,12,12,16,21,29,33,""
16,33,35,52,29,36,36,35,31,32,37,34,36,52,42,19,26,9,17,14,7,17,19,20,30,""
17,38,34,46,32,34,41,41,39,41,33,65,62,65,35,43,29,23,11,9,17,17,23,30,51,""
18,62,42,41,30,30,35,41,51,35,40,40,44,31,50,46,16,24,16,16,17,17,19,25,44,""
19,36,46,39,49,35,45,39,48,46,34,32,35,44,58,43,10,31,22,9,11,9,12,18,25,""
20,36,29,41,26,33,42,28,40,49,48,43,39,37,32,26,15,11,11,5,10,20,15,25,36,""
21,45,44,36,42,37,44,32,46,28,28,44,33,41,30,35,21,12,12,12,12,13,15,33,43,""
22,50,41,55,52,52,47,45,57,60,42,39,28,45,37,38,21,17,14,7,10,14,20,25,43,""
23,42,52,66,37,48,51,49,48,48,36,41,36,40,41,30,26,16,10,13,11,16,18,33,32,""
24,53,58,51,62,56,61,62,50,55,52,61,56,48,34,26,23,14,11,14,12,28,28,32,41,""
25,50,46,47,48,39,44,33,55,42,60,37,45,47,35,18,19,24,20,18,31,18,18,27,31,""
26,36,39,43,40,42,41,33,42,50,55,56,44,45,22,26,20,7,12,14,11,14,24,37,35,""
27,42,53,37,39,31,42,52,49,47,45,34,42,34,29,29,21,17,18,9,10,23,16,24,32,""
28,38,40,36,36,49,43,38,58,49,45,33,33,44,32,32,22,22,7,12,10,14,18,24,44,""
29,33,45,43,42,31,27,31,41,44,55,45,28,32,26,19,13,13,10,8,15,15,22,27,35,""
30,34,34,34,38,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]o{'m,"kf`zIhz}{fehk'kl"
