apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,1,5,2,2,3,5,2,6,1,8,3,6,1,2,2,2,2,1,2,1,0,3,3,1,""
02,2,0,2,2,2,2,3,5,5,3,3,3,3,9,3,5,0,2,2,6,3,2,1,0,""
03,2,2,5,1,6,11,7,3,2,4,3,4,4,2,4,2,5,2,2,2,5,3,3,3,""
04,4,4,3,6,4,2,5,5,4,7,3,6,4,4,3,8,3,1,0,2,2,1,2,2,""
05,2,3,3,3,6,11,3,4,7,9,3,10,4,3,4,3,3,2,1,4,3,2,2,5,""
06,1,3,1,1,6,3,4,9,5,1,1,3,2,3,2,2,1,2,2,0,0,4,1,0,""
07,2,3,3,2,5,0,2,4,4,2,1,3,4,3,0,2,2,1,1,0,2,4,3,2,""
08,0,0,3,5,0,2,3,3,2,3,3,1,2,3,2,0,2,2,0,0,1,1,2,2,""
09,1,1,2,2,4,1,7,5,3,2,2,2,2,1,1,2,1,0,2,1,1,1,0,1,""
10,0,1,1,1,3,3,2,7,4,5,3,0,1,1,1,2,0,0,2,0,2,1,2,4,""
11,1,3,3,1,2,2,2,2,3,4,3,5,4,3,3,4,4,0,0,3,1,5,2,1,""
12,7,3,3,4,1,4,6,2,6,5,4,1,2,4,1,1,4,1,2,2,1,1,3,0,""
13,1,0,2,4,3,4,3,2,6,2,2,2,0,3,0,3,1,3,0,0,1,3,4,4,""
14,1,3,4,5,2,3,4,3,5,3,4,3,0,2,4,3,0,2,2,1,2,0,2,3,""
15,1,2,2,2,2,2,0,1,3,2,4,1,2,5,4,7,4,3,2,4,7,4,3,3,""
16,6,13,3,8,7,5,8,4,7,6,7,5,1,3,6,7,8,1,1,3,7,6,8,4,""
17,5,8,7,8,6,14,8,14,8,5,4,8,4,3,4,5,6,3,2,4,1,2,3,4,""
18,4,1,5,3,3,4,5,6,8,10,4,7,6,8,7,7,4,7,7,7,1,2,3,6,""
19,5,9,10,5,2,2,3,13,5,6,10,6,8,6,4,7,11,4,4,7,1,-1,-1,7,""
20,3,5,2,6,5,4,7,7,8,7,5,4,1,5,10,5,1,6,6,3,7,2,5,4,""
21,7,3,4,2,6,10,5,6,7,7,4,6,7,0,3,4,5,4,6,4,5,8,12,13,""
22,12,11,7,2,3,10,14,12,11,9,8,5,2,4,2,8,5,2,2,8,6,3,2,6,""
23,11,1,2,2,3,5,9,4,4,7,6,14,10,2,7,2,10,5,5,11,5,9,5,5,""
24,4,3,10,4,4,7,8,13,6,10,8,10,8,4,5,5,6,21,20,2,4,4,4,1,""
25,1,3,2,9,7,10,8,13,8,12,9,7,1,7,9,5,8,4,2,5,3,5,10,4,""
26,6,1,3,4,5,8,15,13,4,5,5,8,11,7,8,5,7,10,4,8,2,5,4,2,""
27,4,4,5,8,11,3,11,7,7,4,4,14,10,8,6,8,7,6,8,10,6,3,4,7,""
28,5,10,4,7,12,8,11,5,5,15,9,11,4,4,10,11,9,4,1,3,3,1,11,5,""
29,0,7,7,7,9,4,9,9,8,3,8,6,3,10,2,6,7,2,6,1,3,5,7,5,""
30,3,9,6,8,9,5,7,5,9,10,10,10,8,10,5,7,6,3,5,7,3,3,4,0,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
