apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,2,1,2,2,3,4,1,0,0,3,4,4,3,3,1,3,4,1,0,1,1,0,1,0,""
02,2,0,3,0,0,0,3,1,1,2,2,3,7,1,0,1,5,7,0,2,2,0,0,0,""
03,3,0,1,2,3,2,2,5,2,2,3,3,5,7,7,0,2,1,0,2,1,0,0,2,""
04,3,2,2,1,2,1,0,0,3,0,3,1,0,4,13,7,6,1,2,2,1,1,0,3,""
05,1,2,5,2,0,2,0,1,1,0,0,1,3,2,0,1,1,0,1,1,0,3,4,0,""
06,2,1,2,0,1,3,3,3,4,5,3,7,4,5,5,5,5,0,0,0,0,0,1,6,""
07,3,5,2,1,2,2,3,1,1,2,1,4,10,3,2,0,0,2,1,2,0,1,3,2,""
08,3,6,2,5,2,3,2,8,4,0,2,4,3,4,4,1,1,0,0,2,1,5,1,2,""
09,2,3,5,2,2,0,8,9,7,6,7,4,5,7,15,10,9,2,12,5,13,21,24,35,""
10,19,25,30,26,16,12,10,9,4,5,12,7,14,14,7,7,5,4,11,9,9,11,13,7,""
11,12,22,19,14,10,11,13,10,5,2,7,6,11,17,12,4,4,12,16,5,10,10,16,12,""
12,23,14,14,15,16,9,4,3,6,11,10,31,30,5,13,12,2,4,4,6,8,6,9,9,""
13,14,18,10,6,12,8,9,3,7,5,7,5,9,5,6,7,9,3,6,2,7,8,4,9,""
14,9,7,6,14,5,9,9,6,10,6,8,0,4,5,3,4,0,3,4,3,10,4,9,8,""
15,18,15,15,23,14,12,9,10,8,14,11,12,6,8,11,2,4,2,1,2,2,2,2,5,""
16,4,1,5,7,8,16,9,16,6,12,10,11,6,9,8,5,2,1,2,12,0,2,2,3,""
17,10,6,8,14,11,15,7,6,4,4,3,7,4,8,9,5,5,5,8,3,9,13,12,17,""
18,20,12,12,12,15,12,12,10,9,2,4,8,10,12,2,9,6,12,6,6,1,9,13,20,""
19,8,15,14,24,15,14,11,15,12,4,10,10,9,10,14,14,11,6,4,6,5,12,19,17,""
20,18,17,14,19,24,11,20,20,9,14,16,20,8,16,9,4,13,10,2,5,6,9,6,27,""
21,26,29,15,16,27,21,19,10,8,2,10,16,14,19,12,11,7,11,13,8,11,10,21,30,""
22,43,39,46,30,41,38,25,28,6,6,11,8,14,26,20,11,4,8,9,8,7,18,15,19,""
23,32,37,23,23,17,21,20,12,7,4,7,7,10,11,8,4,2,3,5,5,8,20,20,24,""
24,41,21,29,20,23,22,15,17,9,8,8,6,7,6,1,7,5,6,4,5,9,19,15,18,""
25,23,14,19,18,15,22,12,13,5,14,13,7,11,14,18,6,9,4,11,9,11,15,22,13,""
26,12,22,24,19,28,24,20,20,15,14,13,6,13,15,15,8,5,7,6,2,18,20,22,23,""
27,27,27,26,19,26,25,20,14,5,9,9,6,10,10,7,6,4,9,10,8,17,19,16,22,""
28,28,27,15,15,19,11,20,20,14,14,10,20,27,23,20,9,11,4,8,9,11,18,18,22,""
29,27,23,19,26,34,25,40,29,19,20,24,12,15,7,8,8,7,8,11,13,16,17,15,16,""
30,16,19,16,22,28,26,32,27,20,14,10,9,7,4,6,27,7,5,3,39,16,16,24,31,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
