apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,35,29,22,19,22,22,14,8,17,16,14,7,12,7,7,5,1,3,8,4,10,10,19,22,""
02,21,32,22,21,28,18,11,15,11,8,14,11,8,9,10,7,5,8,3,6,11,9,21,19,""
03,33,36,31,33,13,8,16,14,11,9,8,13,5,11,8,6,4,4,10,8,12,12,20,26,""
04,45,26,24,19,27,15,12,11,9,8,8,13,13,17,6,6,8,6,9,9,14,13,22,25,""
05,25,33,46,42,23,12,17,15,15,15,13,11,7,5,7,3,1,1,8,11,11,12,12,31,""
06,21,21,35,16,14,19,14,8,12,20,14,4,4,9,5,4,4,6,3,10,8,11,35,27,""
07,40,49,29,17,10,12,16,21,18,10,11,8,7,5,7,9,4,5,5,5,11,13,9,21,""
08,12,18,11,29,19,15,4,11,10,7,10,9,13,3,6,2,5,7,9,11,8,10,14,26,""
09,20,30,21,30,17,12,17,19,7,16,9,18,11,14,7,9,5,6,2,7,14,8,18,39,""
10,32,38,36,31,26,18,16,13,6,20,14,8,15,13,12,5,4,4,8,12,7,17,18,33,""
11,25,42,36,29,16,22,14,11,15,15,12,18,16,6,10,5,7,4,4,5,11,16,17,26,""
12,40,52,38,31,19,27,10,21,24,20,13,13,11,9,6,4,3,5,8,8,6,12,19,16,""
13,18,-1,-1,-1,-1,-1,-1,-1,-1,15,19,12,10,15,15,6,5,5,7,7,11,20,22,23,""
14,26,20,25,15,20,12,12,25,17,12,11,10,11,6,4,7,5,5,4,8,12,14,23,36,""
15,33,28,25,28,25,20,17,19,13,15,21,10,12,4,11,11,6,7,8,6,14,12,23,33,""
16,17,15,25,32,18,16,26,30,17,16,6,10,7,8,9,4,1,8,7,3,13,13,7,15,""
17,23,19,25,41,26,26,20,22,15,22,17,13,8,7,5,5,2,10,6,10,-1,-1,-1,-1,""
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,11,12,17,25,38,""
19,40,32,22,16,17,27,20,24,19,14,10,14,8,6,6,6,6,6,9,6,8,10,15,33,""
20,40,35,38,31,22,19,16,23,27,16,18,11,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,5,15,16,32,58,""
23,63,77,57,40,35,34,20,26,12,17,11,12,18,8,7,12,12,6,2,6,19,21,20,36,""
24,50,61,43,50,49,39,25,29,14,19,28,15,20,11,12,6,8,9,6,6,16,14,23,48,""
25,49,45,37,49,32,18,21,29,29,36,23,15,21,20,8,6,9,6,5,12,5,10,16,38,""
26,28,48,52,58,40,20,27,24,29,14,24,21,22,49,68,13,8,10,11,10,19,17,29,43,""
27,50,48,48,37,20,17,13,28,16,22,27,13,22,16,25,10,7,9,11,15,12,28,28,58,""
28,69,71,64,60,41,46,33,33,48,27,34,23,22,6,6,14,10,5,6,13,13,28,30,36,""
29,59,62,71,67,51,46,22,56,51,49,44,18,11,24,10,9,6,4,6,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
