Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,49,37,27,-1,-1,-1,-1,-1,13,7,15,13,36,61,44,63,70,78,90,92,81,109,87,56
2,52,20,14,31,17,16,22,36,10,13,8,21,20,42,50,54,57,57,62,60,87,79,78,64
3,33,24,12,19,22,5,11,11,4,5,7,12,17,35,54,47,62,52,87,70,72,69,72,53
4,22,26,15,14,23,10,14,4,8,4,2,14,27,25,39,39,52,62,71,61,70,75,72,54
5,32,20,10,11,10,7,12,11,8,8,12,17,30,37,52,49,56,47,55,62,61,79,45,40
6,37,30,24,37,38,57,26,20,20,16,12,17,26,46,38,59,46,58,53,66,79,64,54,34
7,50,38,36,35,31,24,13,15,15,11,17,14,32,48,52,53,58,59,47,72,72,65,55,31
8,31,12,24,23,14,15,10,7,6,5,8,18,25,86,66,48,72,55,62,61,80,65,78,45
9,30,17,10,12,9,11,7,6,3,2,7,15,25,34,34,63,49,61,80,76,77,79,62,48
10,28,27,16,31,30,32,24,21,13,18,11,20,33,37,41,38,29,56,48,48,51,52,43,48
11,32,18,24,10,15,22,11,5,3,4,14,10,37,51,60,51,42,46,41,63,68,64,48,56
12,29,19,14,15,14,13,7,6,3,8,4,12,31,33,37,57,56,49,49,61,75,63,42,41
13,42,30,18,20,20,21,21,15,13,11,9,21,32,36,48,43,34,44,63,68,64,89,73,49
14,25,22,14,14,21,8,23,13,14,12,11,21,25,38,45,51,29,48,59,56,55,76,52,49
15,44,18,25,30,37,26,31,16,14,11,12,27,29,44,42,51,29,47,50,56,79,67,61,50
16,39,23,20,26,28,13,16,6,4,5,19,14,33,30,37,39,53,65,68,65,71,58,70,38
17,41,36,47,40,29,20,16,11,14,20,19,23,34,53,62,46,33,54,62,67,78,78,71,37
18,43,26,16,14,18,28,16,12,8,12,23,22,37,34,37,59,66,54,68,79,66,65,68,59
19,39,29,21,18,21,21,17,18,14,17,19,18,33,36,64,49,49,61,72,63,72,63,56,55
20,20,18,9,7,5,9,5,11,6,-1,8,15,35,37,38,59,58,56,79,71,75,76,69,32
21,24,20,14,5,8,4,5,7,5,4,9,11,24,36,51,53,50,69,68,58,66,39,39,29
22,20,15,6,6,9,7,6,7,7,7,12,13,27,36,50,44,52,63,69,71,68,41,45,39
23,14,6,5,7,8,9,5,4,8,6,5,17,16,32,49,44,57,89,74,73,91,75,51,35
24,17,13,8,5,6,7,4,4,1,4,9,7,22,42,49,44,66,61,38,70,72,50,48,21
25,-1,-1,-1,-1,-1,11,4,4,6,5,9,12,18,45,60,54,39,56,77,75,84,55,54,45
26,15,7,7,11,7,3,3,4,7,1,15,17,19,40,64,80,66,71,69,72,80,58,48,24
27,12,7,2,5,5,7,10,6,9,7,7,20,28,49,67,59,59,82,53,86,69,52,45,17
28,12,9,9,8,9,6,8,3,9,8,11,16,32,45,85,71,76,60,60,73,77,44,36,22
29,13,14,9,6,12,9,10,14,14,7,16,25,40,66,60,66,64,73,78,75,60,51,29,17
30,16,3,1,4,2,3,3,5,3,6,8,12,30,34,61,71,74,73,66,93,68,69,42,28
31,9,7,8,14,3,8,4,2,5,2,4,9,9,37,52,60,51,58,61,70,63,39,34,19
