Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,14,27,69,63,64,50,46,49,44,57,39,48,44,27,13,14,33,65,52,49,34,29,13,12
2,12,10,6,4,7,5,27,18,10,21,10,15,8,23,11,20,15,10,8,9,27,20,2,7
3,7,65,78,132,76,81,69,76,65,50,37,9,74,122,164,46,10,9,7,5,7,4,5,-1,-1
4,10,5,5,32,33,61,20,6,8,26,20,9,8,24,26,12,7,23,25,42,14,32,33,26
5,26,48,31,32,58,41,51,20,20,47,41,50,21,32,35,63,98,84,74,81,65,69,44,30
6,9,7,13,37,25,29,8,13,17,12,12,6,5,7,32,7,8,12,2,15,41,50,31,49
7,61,56,72,88,87,94,107,91,134,73,58,47,54,38,103,72,24,42,9,56,36,57,18,29
8,38,62,21,61,41,90,136,106,73,107,78,30,13,8,16,12,14,21,14,12,15,15,11,6
9,4,12,9,8,21,42,61,40,13,49,66,73,67,69,53,14,14,14,5,1,10,6,10,2
10,6,3,5,1,3,103,130,95,5,8,15,79,24,8,9,22,7,6,12,7,7,4,-1,1
11,-1,5,5,8,23,54,41,19,19,10,7,7,7,5,6,14,8,8,8,10,5,9,5,5
12,2,4,41,64,68,61,118,142,56,15,4,20,72,73,56,79,23,30,7,16,10,-1,3,24
13,26,29,49,71,35,3,4,5,9,10,9,8,9,4,5,7,9,2,9,4,19,10,26,18
14,17,16,39,21,19,12,60,121,57,45,17,12,22,12,31,20,23,21,18,20,34,12,10,22
15,7,15,13,14,34,59,69,84,12,14,22,13,16,21,8,4,10,14,22,21,43,41,45,60
16,108,78,118,47,51,109,118,113,80,76,42,25,17,14,11,18,12,17,12,15,32,32,40,39
17,60,33,79,71,118,115,58,55,95,70,110,68,53,53,24,17,10,20,12,6,35,19,24,18
18,23,37,33,23,15,23,55,55,62,28,72,34,6,2,6,5,6,4,6,-1,6,11,18,31
19,39,24,42,15,26,17,26,64,59,26,104,32,12,17,18,7,14,7,19,-1,15,19,40,56
20,62,44,45,86,59,42,60,146,122,7,35,22,11,21,15,16,11,10,7,7,17,23,21,27
21,42,27,27,86,26,70,181,157,44,34,17,22,17,14,32,13,36,17,36,35,44,70,54,7
22,16,31,32,46,55,31,42,61,37,36,7,12,7,7,13,6,6,9,12,18,40,11,26,9
23,24,128,81,120,77,111,148,150,144,224,92,41,12,28,51,79,92,24,33,77,52,3,46,59
24,65,74,69,56,41,24,14,44,37,26,50,22,15,26,4,6,9,11,14,38,43,16,16,23
25,30,17,18,45,42,104,101,78,54,11,11,20,16,13,19,17,27,24,60,50,11,4,4,8
26,1,16,12,19,18,18,59,79,26,14,67,51,19,15,17,14,39,3,8,22,44,14,19,25
27,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
