Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,8,11,17,11,17,23,14,11,15,-1,-1,-1,-1
2,29,14,12,16,7,14,11,8,4,2,-1,-1,-1,-1,-1,17,21,19,14,20,20,25,17,21
3,-1,-1,-1,11,13,18,12,4,3,3,7,7,8,13,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,13,10,11,11,-1,7,7,8,-1,-1,-1,3,6,7,10,12,11,11,20,11,22,8,17,15
5,-1,14,6,11,11,4,11,6,5,3,5,6,7,9,12,10,17,14,14,13,10,12,-1,-1,-1
6,18,13,3,-1,-1,4,-1,-1,-1,-1,9,2,6,11,13,14,12,13,21,22,16,19,16,13
7,14,12,-1,-1,10,-1,3,3,10,2,6,10,12,9,8,12,14,20,17,18,18,26,16,14
8,13,14,6,11,12,12,6,7,4,4,6,2,6,12,14,17,16,10,15,11,16,27,17,18
9,12,13,7,12,8,7,6,4,-1,-1,-1,-1,14,11,-1,20,11,19,16,23,23,19,19,17
10,6,6,6,7,5,9,5,3,2,3,3,4,9,8,6,20,10,11,15,15,18,19,8,16
11,9,8,11,4,11,10,6,7,7,4,5,5,6,13,9,8,7,8,15,15,14,20,15,14
12,4,4,6,2,-1,-1,-1,3,4,5,3,12,11,12,8,19,19,24,12,14,18,14,16,12
13,7,5,8,5,7,4,6,-1,5,2,5,-1,11,9,10,12,9,10,19,19,14,11,14,6
14,7,5,-1,-1,2,4,-1,4,7,-1,-1,4,5,14,18,17,12,19,12,26,11,20,12,18
15,20,9,5,8,5,6,5,6,4,3,4,6,9,10,19,15,8,15,10,11,18,22,15,19
16,11,6,5,8,10,9,7,8,1,2,8,10,6,8,22,23,14,17,15,16,20,10,14,12
17,8,7,16,6,7,2,8,1,3,5,1,8,8,6,7,13,16,16,24,23,19,19,15,14
18,11,12,11,5,-1,-1,-1,7,7,3,7,6,11,15,15,12,17,16,13,15,14,14,10,10
19,14,13,8,9,10,9,6,11,5,5,8,10,13,8,19,14,25,14,22,16,18,10,10,17
20,6,4,12,10,4,7,4,-1,-1,-1,10,5,9,7,19,19,18,19,25,25,15,9,15,14
21,10,3,7,6,5,8,6,8,4,5,5,7,9,18,16,21,18,20,22,22,20,8,14,8
22,8,8,5,8,6,5,5,3,3,10,5,12,12,15,14,17,14,28,17,14,12,11,18,18
23,10,2,7,11,6,6,7,4,2,3,6,10,4,14,19,31,20,20,13,21,18,19,15,13
24,8,13,8,9,5,11,4,4,1,7,4,3,9,23,26,17,19,21,17,15,12,13,19,11
25,-1,-1,-1,-1,-1,2,5,4,4,2,5,5,7,15,13,19,24,24,16,20,9,9,15,9
26,-1,12,6,10,3,2,3,3,1,1,5,9,6,22,18,12,14,19,8,21,12,5,10,-1,-1
27,9,7,7,3,9,7,3,2,3,6,7,9,20,31,35,28,23,29,16,19,19,10,10,5
28,11,8,7,3,5,10,3,7,5,7,4,6,9,22,26,36,31,19,25,30,18,25,7,13
29,7,6,1,9,6,4,3,8,5,7,10,7,22,33,29,37,40,28,40,30,31,21,21,9
30,9,6,10,5,6,4,3,-1,5,4,5,10,12,19,28,37,30,28,25,26,24,14,17,11
31,17,9,-1,10,6,9,8,4,6,-1,6,9,12,25,28,25,23,33,19,37,17,16,10,10
