sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,16,10,14,11,10,16,14,7,7,5,11,5,14,11,16,15,12,12,4,13,13,8,11,13,""
02,10,14,18,17,14,19,21,11,15,14,7,9,16,14,9,13,13,3,3,4,3,12,7,13,""
03,11,13,14,19,14,15,9,12,18,12,14,9,9,13,13,14,8,10,6,9,6,10,13,10,""
04,11,18,14,13,16,13,15,19,17,11,12,10,8,15,11,11,7,8,8,5,9,10,15,15,""
05,12,12,20,10,10,11,15,9,11,6,9,10,7,15,16,7,13,10,9,9,9,9,8,6,""
06,7,16,24,18,8,19,8,14,11,13,4,10,14,22,14,13,11,10,7,7,10,11,15,12,""
07,19,14,15,17,17,13,21,15,17,14,9,17,12,20,11,15,13,8,7,11,9,15,15,11,""
08,11,21,16,21,23,15,18,11,6,10,13,18,6,12,11,14,9,10,4,8,8,18,11,8,""
09,19,10,12,20,15,24,10,16,15,12,12,16,13,7,14,15,10,6,11,12,17,13,9,7,""
10,12,17,13,12,26,16,14,16,7,12,12,9,20,19,13,13,18,10,9,5,13,13,10,10,""
11,16,21,18,26,14,17,23,10,12,15,13,9,7,10,15,13,15,5,14,10,6,10,10,9,""
12,7,7,9,6,6,11,10,8,14,12,9,17,17,18,13,15,16,10,8,12,13,13,9,12,""
13,17,16,6,11,15,15,18,14,14,11,12,9,12,20,12,13,17,11,21,13,13,9,14,7,""
14,13,17,16,9,15,16,11,12,15,4,8,4,10,16,17,9,6,5,6,9,11,9,20,5,""
15,9,9,12,16,15,13,10,4,11,18,7,12,12,16,12,13,11,7,4,8,9,5,12,9,""
16,17,14,10,13,21,15,10,11,7,12,4,20,20,11,13,10,7,8,14,13,13,11,9,14,""
17,14,15,17,19,20,14,15,12,11,11,16,12,6,12,16,15,14,7,12,5,11,14,9,14,""
18,16,17,15,13,15,14,16,10,15,12,9,7,3,14,12,6,16,17,8,11,8,15,11,19,""
19,15,11,24,19,22,11,13,18,15,7,14,11,19,19,20,18,14,17,12,12,12,15,20,16,""
20,11,11,28,29,18,31,21,20,20,15,13,14,20,23,24,14,15,18,12,12,14,16,10,20,""
21,11,18,20,31,33,36,19,20,19,12,4,20,15,18,14,19,14,12,8,7,13,14,14,26,""
22,22,14,16,24,21,25,22,21,14,24,22,21,17,22,21,13,18,13,17,14,13,18,20,13,""
23,17,17,22,19,24,26,24,17,26,11,13,14,17,19,18,18,18,8,9,12,14,12,11,17,""
24,15,16,26,22,21,25,13,1,0,0,13,18,20,12,21,18,23,10,10,9,5,21,19,16,""
25,21,22,27,27,28,25,27,36,22,18,20,17,26,20,22,18,11,7,9,13,8,18,15,13,""
26,11,21,23,27,28,36,17,27,16,16,12,11,18,14,22,16,13,17,8,9,14,20,16,13,""
27,16,16,14,18,16,25,16,21,20,15,17,14,15,21,15,17,12,11,9,9,15,17,16,18,""
28,15,16,22,16,23,24,23,23,22,15,16,12,12,18,15,14,19,9,11,11,18,16,13,15,""
29,18,24,17,25,20,25,19,19,12,18,16,11,24,17,20,17,14,11,14,6,18,14,11,18,""
30,16,24,15,24,28,33,15,26,31,20,16,13,21,27,19,12,19,9,8,7,13,18,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
