sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,078,077,084,069,069,073,073,056,064,043,041,048,050,042,054,050,039,043,039,051,050,049,052,063
02,072,073,070,084,069,077,089,069,071,071,053,057,054,062,054,037,046,044,036,048,046,064,056,058
03,068,055,072,065,088,082,064,077,097,073,055,066,054,045,051,037,042,040,045,042,040,051,074,074
04,074,066,069,061,051,076,067,059,072,049,055,045,055,032,050,042,044,052,044,051,056,052,046,067
05,049,087,067,056,074,058,094,077,080,071,054,058,076,057,058,074,045,062,040,047,050,045,052,056
06,052,049,043,041,037,042,048,049,050,045,047,040,039,045,054,045,025,033,048,045,063,072,080,103
07,072,091,080,098,059,065,084,085,068,072,049,067,058,054,051,050,041,048,048,046,053,067,060,075
08,068,081,073,071,075,075,065,056,051,063,051,068,058,047,033,044,053,037,044,051,046,044,052,060
09,071,070,074,067,058,063,062,058,070,079,068,062,068,039,058,055,050,039,050,043,038,042,036,032
10,035,056,051,050,054,069,056,044,050,053,047,044,046,044,043,038,035,027,039,033,045,043,034,035
11,040,036,043,036,032,059,060,080,056,069,055,048,055,059,058,048,043,033,025,025,031,048,049,046
12,054,072,050,060,060,067,079,062,058,062,048,049,030,040,041,036,038,044,031,036,046,058,059,047
13,064,059,052,062,075,075,061,064,066,063,048,054,050,038,044,034,037,035,033,041,041,052,044,059
14,063,058,072,054,065,070,059,057,056,042,052,046,056,037,030,032,035,032,035,051,057,046,051,062
15,052,052,047,047,043,038,037,036,056,058,046,046,047,050,048,044,035,038,038,033,040,031,023,021
16,031,030,025,022,026,032,028,030,047,047,041,072,050,056,060,039,047,048,046,042,042,050,037,035
17,054,050,040,052,038,050,026,025,038,024,034,066,066,046,026,050,042,038,045,066,040,063,065,074
18,069,064,071,073,069,063,058,066,057,055,066,059,047,059,065,049,061,057,061,046,047,053,051,056
19,046,064,063,045,047,051,051,058,073,048,056,056,061,049,062,062,045,037,049,058,047,053,061,068
20,079,057,070,049,048,052,042,052,053,055,053,052,050,054,040,044,037,033,048,047,047,043,052,047
21,056,052,053,053,048,061,061,062,055,055,055,044,028,050,036,046,040,037,034,034,036,054,039,054
22,056,062,064,075,068,063,071,057,063,067,059,039,043,046,052,050,039,041,033,050,049,058,066,064
23,058,046,065,059,075,085,074,070,070,067,066,073,052,049,055,053,041,045,039,039,051,060,059,073
24,068,077,080,069,066,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,032,058,045,047,033,033,054,049,060,057
26,068,060,053,067,075,059,072,073,076,057,055,053,046,052,048,062,055,053,039,039,054,048,057,060
27,067,062,071,067,070,060,068,055,067,078,060,064,059,053,058,057,049,041,057,045,058,050,066,047
28,051,058,057,069,073,058,060,059,063,068,045,049,040,059,060,044,045,036,034,041,043,053,041,045
29,055,051,046,047,068,070,069,048,065,062,047,035,052,056,049,026,033,029,028,042,037,044,054,066
30,051,074,065,059,066,059,071,059,053,060,066,052,059,037,044,044,045,048,040,047,047,011,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
