jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,55,37,44,49,40,48,55,54,29,23,10,7,6,5,10,7,7,7,2,18,11,15,13,22
02,23,24,19,22,22,20,30,21,24,12,15,8,5,4,4,5,4,8,12,9,13,16,17,22
03,15,24,20,24,38,49,52,38,28,31,18,13,10,10,12,6,16,8,12,11,24,33,33,47
04,35,52,31,58,53,38,26,29,20,20,9,11,13,11,9,13,10,14,14,15,29,25,32,33
05,30,41,51,46,47,28,25,29,31,38,13,9,5,13,6,6,9,12,5,14,18,33,38,56
06,49,41,53,26,28,48,37,31,38,20,35,11,12,7,22,15,13,21,11,23,32,48,39,40
07,76,42,28,33,44,56,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,20,29,33,45
08,30,26,28,28,35,37,44,28,22,31,13,6,5,4,8,4,16,18,20,19,29,32,48,52
09,65,46,38,43,34,39,41,52,31,21,20,16,7,14,18,15,21,14,19,22,28,47,34,52
10,52,60,51,50,45,58,63,54,35,25,22,16,10,13,8,10,15,15,13,32,25,33,36,41
11,37,42,55,53,41,28,43,44,33,28,16,14,12,7,9,25,19,15,15,22,32,28,50,49
12,67,61,45,32,34,35,44,45,28,30,11,14,15,16,7,6,20,18,11,17,29,35,37,48
13,53,39,52,48,48,54,51,53,34,30,13,13,17,15,10,19,11,15,23,24,25,24,36,48
14,36,27,35,39,41,36,36,35,39,23,21,12,12,9,9,9,11,12,16,31,28,19,37,45
15,43,41,35,38,23,28,27,42,28,19,18,13,13,9,15,18,8,15,14,17,21,21,24,52
16,31,40,34,58,22,34,27,31,24,19,20,6,11,14,13,9,10,21,14,13,14,27,35,44
17,44,32,40,40,28,28,37,34,28,22,13,12,13,9,19,19,12,14,19,18,16,35,41,32
18,50,26,29,21,23,15,15,24,14,9,4,3,4,6,6,11,13,13,12,19,21,20,32,44
19,29,43,34,27,22,34,32,27,37,21,21,8,7,9,12,13,14,17,13,29,28,36,44,48
20,37,48,51,43,54,43,35,29,27,27,15,8,8,12,21,13,14,9,8,12,20,34,39,34
21,51,40,51,37,52,49,37,39,33,16,16,10,12,14,17,10,17,13,14,14,31,26,32,58
22,57,52,44,31,47,36,32,32,46,11,16,10,11,9,20,18,19,15,18,27,28,24,45,55
23,58,62,35,38,23,26,28,22,23,16,15,18,9,20,12,12,17,12,20,17,23,33,21,29
24,41,59,42,42,45,37,18,16,16,24,15,17,8,10,9,11,14,14,23,24,26,31,58,46
25,47,52,43,36,52,45,26,25,18,17,16,10,7,10,8,11,6,16,7,18,35,40,45,55
26,51,46,29,66,48,30,32,31,29,17,19,17,13,13,13,17,12,8,11,17,25,24,24,53
27,72,77,62,62,42,49,45,35,34,21,23,11,11,12,7,15,18,17,17,19,23,30,31,35
28,43,52,55,51,37,50,38,31,30,25,17,16,19,16,6,12,17,15,20,23,26,44,45,67
29,59,60,61,40,52,56,46,35,41,33,32,12,20,17,11,12,18,24,14,24,29,30,47,75
30,54,60,67,51,47,55,41,50,34,32,15,16,9,13,12,19,20,23,11,21,24,30,62,63
31,63,85,78,63,53,53,51,43,23,32,16,15,11,13,15,16,11,13,22,20,-1,-1,-1,-1,-1
