jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,72,81,87,109,100,108,116,124,96,96,84,53,68,63,49,48,50,39,34,34,53,57,74,86
02,87,105,91,115,98,102,95,92,97,82,67,52,65,101,73,59,34,22,37,39,38,56,52,55
03,60,74,90,94,107,111,116,103,114,93,62,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
04,-1,-1,-1,93,99,93,110,98,91,86,85,73,78,-1,-1,-1,-1,-1,-1,-1,-1,57,57,78
05,82,122,110,114,96,102,96,94,88,73,67,60,66,94,45,51,65,-1,-1,-1,-1,56,76,69
06,101,130,83,88,96,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,82,73
07,80,97,101,108,103,101,104,109,109,87,45,29,41,-1,44,39,-1,-1,-1,-1,43,60,71,87
08,101,111,112,115,104,104,104,98,83,84,68,-1,-1,-1,53,45,46,44,41,62,54,53,65,93
09,82,118,109,123,121,109,107,77,61,72,37,39,39,53,69,49,-1,-1,-1,-1,-1,-1,78,88
10,104,80,101,88,96,94,83,98,98,99,61,62,58,90,49,-1,-1,-1,-1,-1,-1,-1,-1,77
11,80,72,92,89,108,94,95,103,80,68,72,47,43,46,31,39,34,34,26,50,43,51,58,92
12,84,86,81,91,90,96,92,108,91,78,89,61,59,48,38,37,40,38,34,29,38,56,80,84
13,92,101,99,124,126,120,108,88,96,75,62,44,61,65,47,56,34,31,50,59,54,63,81,96
14,102,99,119,124,114,114,105,109,102,107,83,70,45,72,45,41,28,49,36,48,36,49,79,97
15,112,113,114,122,126,112,99,112,101,103,81,-1,53,55,50,53,-1,-1,30,60,64,57,67,89
16,102,118,100,126,115,86,81,100,97,75,79,43,47,46,43,58,44,33,46,36,30,56,64,70
17,96,142,141,113,128,106,100,84,95,94,87,72,82,63,49,81,63,42,33,57,43,44,54,93
18,120,108,112,140,112,125,100,83,100,102,103,52,61,75,74,56,57,43,63,63,66,62,53,79
19,98,106,133,137,141,136,86,117,123,108,112,80,77,103,100,72,73,61,70,63,65,76,72,120
20,120,120,135,127,127,138,101,99,63,105,39,41,81,47,62,59,-1,40,63,68,58,49,66,100
21,127,123,134,140,129,115,105,84,114,165,103,65,73,69,13,91,68,59,41,49,36,59,81,120
22,138,150,139,133,127,122,98,130,125,125,97,139,82,69,83,63,59,35,51,52,-1,79,79,91
23,130,127,131,139,123,126,95,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,58,56,66,81,106,133
26,138,141,133,155,162,120,102,98,86,103,110,104,81,72,78,44,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,-1,-1,-1,-1,-1,-1,-1,-1,128,112,91,88,79,68,67,55,58,51,48,59,61,72,94,141
28,149,161,147,141,119,129,112,114,111,118,83,58,55,59,48,49,53,55,40,53,55,66,106,141
29,150,173,159,169,158,139,123,87,100,77,87,71,73,60,76,49,59,51,45,64,52,71,95,122
30,144,160,144,158,150,116,107,69,75,81,64,72,54,69,62,61,48,58,45,53,62,61,86,112
31,133,159,140,161,152,109,92,84,86,71,56,57,41,41,39,38,39,53,-1,62,54,71,101,133
