jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,46,43,73,64,56,61,65,67,34,35,23,30,13,14,23,15,11,12,5,18,8,20,13,43
02,30,40,33,40,37,38,42,30,39,34,24,14,9,9,10,10,9,11,11,7,20,21,43,31
03,32,48,33,35,52,68,61,66,60,45,27,30,23,17,19,11,17,9,12,29,12,28,43,55
04,59,68,66,68,61,48,45,42,30,45,26,23,20,20,15,20,18,18,11,17,30,27,42,41
05,46,55,77,68,62,45,37,48,42,46,21,20,11,16,15,15,12,13,11,10,24,31,37,53
06,65,62,62,47,40,55,39,33,28,27,43,20,10,9,28,12,11,15,7,20,26,28,31,50
07,81,61,41,65,55,61,63,52,39,41,23,3,12,19,9,12,22,21,16,15,23,29,43,46
08,43,50,52,40,50,49,59,26,29,29,25,16,18,16,14,8,15,15,17,9,23,15,45,42
09,63,39,66,54,57,51,57,54,41,34,32,30,24,28,18,22,16,9,13,15,24,44,39,42
10,60,63,67,68,65,72,61,55,41,35,35,24,15,23,15,18,22,17,17,21,25,27,44,50
11,41,52,65,57,52,51,49,39,44,37,22,19,19,9,18,22,14,17,12,17,25,17,36,51
12,67,79,62,49,42,45,56,45,34,38,21,23,33,20,22,20,18,17,18,17,24,26,37,51
13,61,58,63,64,58,46,57,64,44,36,31,32,24,23,16,21,10,14,15,15,27,37,41,55
14,54,57,58,56,68,57,45,42,48,28,38,29,24,17,15,13,10,17,20,27,20,21,36,54
15,56,59,58,42,31,27,37,43,32,41,24,20,22,17,19,20,9,21,18,18,18,23,24,49
16,30,51,57,67,44,40,39,31,29,29,24,23,24,16,15,14,19,19,15,14,16,23,34,51
17,35,54,46,52,54,23,33,39,35,23,22,18,21,17,19,25,15,16,17,22,19,29,38,52
18,57,35,49,27,35,23,26,22,20,16,16,10,12,13,16,14,16,15,12,13,18,25,32,41
19,43,53,42,39,39,36,36,26,38,30,35,14,17,10,10,26,17,16,15,26,32,34,49,53
20,61,72,75,59,58,59,72,23,18,24,19,32,16,12,19,20,12,15,14,22,22,32,40,51
21,83,67,52,51,56,52,43,42,41,31,23,21,17,20,14,16,20,21,15,15,35,32,40,58
22,65,67,59,67,50,36,30,36,50,19,28,21,20,22,27,21,22,28,21,22,30,20,58,65
23,74,74,60,61,39,39,32,33,30,25,24,20,10,21,19,11,19,12,15,16,14,36,27,37
24,54,81,55,54,60,43,28,31,24,42,36,21,16,19,12,10,14,8,18,16,28,35,50,58
25,59,75,63,61,58,53,41,31,31,27,18,18,11,16,20,14,12,14,13,19,38,33,52,66
26,70,72,60,77,67,56,41,57,34,25,22,27,22,19,19,21,11,15,20,23,25,32,43,73
27,116,109,117,79,81,67,64,54,39,41,25,25,33,24,10,23,24,20,18,12,33,35,42,57
28,70,96,84,75,67,69,47,39,38,22,34,36,40,28,18,16,18,14,26,23,26,-1,-1,-1,-1
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,23,81,25,47,12,49,54,97
30,88,105,108,92,0,82,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,61,72
31,80,114,101,82,78,64,68,59,32,38,25,20,23,19,26,23,9,14,29,28,24,-1,-1,-1,-1
