jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
10,-1,-1,2,7,8,8,10,3,4,4,-1,6,3,4,12,7,12,18,19,38,31,34,54,41,""
11,14,5,7,5,9,5,7,2,-1,1,4,2,2,9,7,11,3,6,13,28,28,36,43,41,""
12,15,1,-1,1,4,7,9,3,-1,3,-1,5,8,6,11,12,12,7,10,33,27,30,41,49,""
13,31,8,7,13,12,13,13,7,3,5,-1,4,8,4,17,3,14,17,18,30,41,48,51,30,""
14,28,6,4,5,9,10,9,11,5,4,1,3,6,11,11,11,8,12,13,24,31,34,39,40,""
15,21,9,11,14,8,7,5,6,3,6,2,2,8,9,9,13,6,11,21,25,27,42,39,61,""
16,21,9,3,10,11,7,5,2,6,3,4,8,3,10,11,12,13,11,15,34,42,40,55,31,""
17,19,5,5,10,3,8,6,5,5,-1,-1,-1,7,7,8,17,9,13,14,33,32,31,39,30,""
18,18,6,2,2,7,7,6,4,1,2,1,5,6,9,9,17,10,9,13,23,29,27,31,20,""
19,19,10,4,7,7,8,7,2,2,2,2,4,8,10,11,7,7,13,14,22,17,27,46,29,""
20,24,5,4,12,8,4,6,7,4,2,4,3,10,7,17,7,13,11,8,22,41,38,36,40,""
21,27,15,4,4,8,6,6,9,5,2,6,6,4,5,13,14,15,20,12,31,45,35,36,42,""
22,24,9,6,1,-1,-1,6,3,4,3,4,3,7,10,10,15,21,19,15,19,29,30,39,31,""
23,23,-1,5,8,7,8,7,5,1,6,2,3,7,10,10,11,13,14,12,21,21,39,32,32,""
24,23,12,11,5,12,17,5,9,10,3,3,3,9,6,9,17,18,19,17,24,22,17,43,36,""
25,31,9,4,11,12,2,5,9,3,4,3,6,6,21,11,15,23,8,16,24,25,21,25,25,""
26,33,18,9,5,3,8,9,7,4,2,1,5,9,14,10,12,7,13,14,39,32,21,29,27,""
27,13,9,2,4,3,5,7,5,5,6,4,3,10,8,17,9,9,14,9,12,18,13,37,23,""
28,24,18,15,14,5,6,4,9,3,5,-1,7,11,10,12,14,4,5,10,10,19,19,21,28,""
29,14,11,6,3,4,4,8,3,8,5,4,11,8,6,9,8,10,10,9,20,19,14,17,22,""
30,13,9,9,5,7,6,6,8,-1,2,-1,16,9,6,6,8,13,9,11,8,15,17,16,4,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]g$zh`}fIb,"a'k`nefkl'gl'cy"
