Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,1,60,57,37,27,39,16,10,8,12,109,71,41,11,105,244,216,65,167,153,62,134,215,39
2,67,150,184,154,180,178,156,118,104,138,154,86,172,248,154,75,97,172,83,44,37,42,30,63
3,6,33,42,41,28,9,73,5,63,22,99,83,12,3,29,18,14,23,22,20,50,25,60,54
4,22,156,164,119,105,77,108,70,81,8,64,97,79,47,36,44,14,5,13,28,14,40,33,6
5,14,77,52,57,49,22,19,36,20,11,24,25,13,64,132,57,67,93,106,25,20,74,37,58
6,47,99,75,65,24,70,81,89,55,80,54,40,70,55,106,105,144,80,4,30,19,97,12,49
7,30,62,73,62,30,86,61,50,9,10,85,12,21,20,28,54,35,5,24,112,13,98,31,162
8,16,150,170,193,70,186,160,105,54,121,156,188,200,240,85,48,64,113,143,36,113,43,30,110
9,32,89,39,39,24,79,23,34,20,105,41,115,66,137,146,145,110,72,9,58,69,7,51,39
10,2,16,26,82,143,24,69,7,143,178,176,127,177,178,90,85,103,178,121,184,71,37,44,6
11,-1,9,58,57,25,10,188,143,178,192,229,178,140,79,82,153,166,111,182,126,137,36,38,26
12,11,111,201,24,33,63,97,66,39,116,125,103,68,82,94,5,42,215,82,96,100,77,138,41
13,10,149,169,57,125,177,158,162,45,105,164,89,45,30,77,116,138,94,95,138,152,66,62,11
14,68,93,91,71,112,90,41,19,58,16,41,32,46,6,14,23,29,40,47,16,53,27,83,7
15,15,40,61,22,15,47,41,35,26,6,3,3,15,24,24,51,25,15,40,23,21,13,43,34
16,41,40,86,55,27,25,49,85,34,78,23,10,33,35,51,54,61,51,27,33,8,55,188,68
17,69,18,15,17,167,169,123,95,190,175,186,129,200,232,172,137,185,137,94,39,114,25,37,94
18,53,125,184,118,115,73,99,50,86,290,94,32,82,137,162,35,25,29,48,28,44,128,53,19
19,4,71,77,44,34,33,47,14,90,144,75,21,16,60,40,40,88,81,39,21,44,21,84,46
20,18,29,49,94,44,44,30,16,15,28,11,3,17,17,20,25,101,108,56,26,57,67,108,72
21,20,41,88,63,70,59,93,21,37,54,49,6,16,33,86,55,36,67,58,60,74,118,58,15
22,92,188,164,154,63,111,148,130,161,121,149,62,98,18,36,100,95,62,74,29,52,56,32,125
23,14,68,99,54,28,29,25,81,5,-1,-1,4,-1,-1,-1,-1,10,59,71,98,32,22,8,20
24,-1,30,61,59,151,126,23,28,52,36,23,11,38,33,16,11,19,46,89,51,89,71,138,109
25,89,22,3,7,52,74,9,48,26,9,86,48,15,38,31,16,44,87,7,76,62,73,120,95
26,12,183,204,152,37,148,99,115,86,125,80,81,98,52,74,118,94,155,21,4,30,62,80,53
27,111,114,74,15,40,15,25,30,19,73,51,21,8,14,27,20,25,63,51,191,79,102,103,97
28,105,140,209,125,96,114,142,108,129,154,153,84,136,69,118,63,56,214,164,65,148,71,148,169
29,106,182,131,132,85,163,142,87,140,138,208,117,207,100,85,107,128,117,127,58,71,12,39,61
30,12,45,34,61,118,83,91,71,106,149,142,66,71,88,19,91,54,50,110,68,31,69,72,71
31,117,93,69,67,16,5,22,6,7,41,95,12,39,71,29,36,65,43,29,4,14,15,15,16
