Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,37,18,-1,-1,26,40,31,13,12,12,12,15,30,32,42,32,40,43,39,51,42,50,47,-1,-1
2,26,-1,-1,-1,-1,-1,-1,16,11,-1,10,-1,-1,44,47,52,34,40,31,55,59,56,52,31
3,27,11,-1,-1,-1,-1,-1,18,11,7,20,12,18,40,43,38,37,35,50,52,61,53,32,28
4,-1,-1,-1,-1,-1,20,18,-1,-1,11,-1,-1,42,41,45,47,40,45,38,38,46,50,35,34
5,23,-1,-1,-1,-1,-1,6,5,16,4,9,17,38,38,32,43,29,41,36,56,56,41,-1,41
6,-1,-1,-1,24,30,22,20,18,-1,-1,16,20,22,31,46,41,27,18,34,28,51,37,34,-1,-1
7,12,-1,-1,-1,15,20,15,18,-1,-1,-1,-1,-1,38,55,39,44,-1,24,43,53,47,48,30
8,-1,-1,-1,8,14,17,-1,14,16,16,17,23,22,37,34,39,40,38,38,42,45,50,39,29
9,22,28,32,-1,-1,16,10,8,12,-1,-1,14,30,-1,47,31,31,27,34,38,35,33,32,24
10,-1,-1,18,12,12,21,13,20,10,8,12,22,27,40,-1,-1,-1,-1,47,22,33,-1,36,41
11,22,13,12,-1,14,17,23,15,17,16,25,31,32,50,48,-1,-1,-1,24,17,36,50,32,22
12,23,18,-1,-1,-1,18,11,17,10,18,16,28,37,43,62,29,24,29,34,30,42,35,34,26
13,-1,-1,-1,-1,-1,-1,-1,11,14,12,24,29,43,51,52,42,41,48,36,36,40,53,30,36
14,-1,18,10,13,15,21,21,-1,-1,-1,14,22,40,42,46,37,37,23,32,38,38,47,38,30
15,28,17,17,-1,-1,-1,20,11,10,11,18,27,42,-1,39,49,35,31,36,44,45,28,35,31
16,-1,-1,4,12,17,12,20,-1,-1,-1,6,24,39,47,41,30,32,31,31,38,35,42,37,30
17,-1,-1,-1,-1,14,-1,-1,-1,-1,14,16,20,48,48,58,43,32,37,33,26,54,34,34,-1,-1
18,28,-1,18,20,18,20,-1,-1,-1,22,32,31,45,58,45,46,47,32,41,40,37,39,48,27
19,-1,26,19,16,12,-1,-1,-1,19,7,12,15,40,42,36,54,26,33,33,34,43,45,-1,-1,-1
20,38,-1,15,15,22,27,-1,-1,-1,-1,14,20,29,54,48,38,32,31,27,29,29,39,33,30
21,-1,-1,20,12,21,22,-1,-1,-1,-1,20,27,30,54,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,31,22,-1,-1,-1,-1,-1,-1,-1,11,19,34,44,52,66,63,-1,38,-1,30,46,18,-1,42
23,-1,-1,-1,19,22,15,19,10,9,5,-1,-1,50,36,72,73,51,34,30,43,39,27,45,25
24,20,-1,22,-1,14,15,20,19,12,14,27,20,-1,60,74,40,76,49,36,41,47,44,-1,42
25,24,15,21,24,24,20,16,22,13,18,26,38,-1,56,72,78,56,40,29,41,44,36,35,23
26,16,10,14,15,16,-1,-1,12,14,14,14,20,27,63,92,88,58,-1,-1,-1,-1,-1,-1,-1,-1
27,-1,-1,-1,-1,12,13,21,-1,14,12,-1,-1,-1,89,84,2,96,-1,-1,-1,-1,58,-1,-1,-1
28,30,18,14,10,15,28,11,17,16,16,-1,35,53,95,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29,-1,-1,-1,13,9,19,14,8,12,21,15,18,38,72,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,26,31,19,13,19,26,18,11,11,23,-1,28,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
