Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,76,126,117,108,154,180,238,266,315,188,150,79,89,-1,-1,-1,-1,-1,-1,49,63,77,64,82
2,96,87,117,119,143,176,207,210,209,164,133,125,120,-1,-1,-1,73,63,-1,-1,-1,-1,-1,-1,-1
3,87,100,118,148,138,139,147,147,180,184,-1,-1,-1,111,106,101,77,50,87,51,81,80,95,110
4,96,123,125,141,152,169,214,142,190,127,-1,-1,97,90,108,-1,-1,-1,-1,-1,-1,-1,-1,111
5,90,79,110,131,156,121,122,143,221,203,216,97,99,95,92,93,-1,-1,-1,65,61,65,61,73
6,93,120,141,150,151,152,140,174,259,313,191,-1,134,100,88,71,81,37,37,51,52,66,-1,132
7,59,130,134,128,148,92,123,181,183,140,129,105,87,93,-1,-1,41,57,75,29,21,54,88,128
8,-1,-1,-1,-1,145,94,118,163,188,-1,-1,-1,-1,-1,-1,-1,61,51,-1,-1,-1,-1,95,-1,-1
9,80,124,125,126,144,113,78,174,228,175,131,-1,-1,-1,118,-1,-1,-1,-1,-1,60,47,89,92
10,83,105,116,141,139,151,91,142,261,166,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82
11,102,100,124,-1,147,152,211,195,262,177,208,75,140,83,95,92,-1,-1,-1,-1,-1,35,-1,69
12,95,111,120,139,140,156,163,142,144,127,107,83,97,118,100,97,54,41,70,56,38,66,65,98
13,111,106,144,173,185,159,125,167,164,142,123,109,95,101,83,79,61,63,38,42,49,60,67,93
14,90,146,132,149,161,107,130,193,183,156,132,148,-1,81,88,72,87,-1,-1,40,65,52,91,82
15,103,129,118,173,146,146,145,157,185,147,132,105,91,82,89,-1,-1,-1,30,47,-1,-1,79,86
16,94,93,144,140,158,136,148,158,190,159,112,100,92,-1,-1,80,-1,63,41,58,39,62,86,103
17,112,122,161,195,160,144,95,90,173,178,147,119,97,98,103,53,47,29,29,27,28,60,91,130
18,106,110,125,158,148,138,70,144,192,137,141,113,-1,-1,105,99,74,59,46,35,41,48,59,80
19,79,125,136,136,151,114,154,175,278,210,115,75,48,34,19,43,48,55,43,39,33,56,82,69
20,103,128,134,131,170,166,156,160,152,154,126,44,4,19,22,42,81,50,40,48,43,66,62,110
21,89,120,133,137,162,145,110,143,151,100,80,139,-1,-1,-1,-1,-1,-1,34,31,27,36,83,92
22,113,118,-1,165,199,177,110,182,-1,-1,94,25,-1,-1,50,32,64,59,33,40,32,98,81,99
23,126,155,179,189,205,154,146,143,166,116,86,37,48,47,50,68,67,58,52,54,60,54,69,113
24,139,172,181,202,196,191,144,138,160,154,-1,-1,70,70,-1,71,86,53,46,27,37,48,92,120
25,124,155,156,185,181,187,130,125,141,142,123,98,86,67,66,16,60,51,-1,-1,58,62,85,113
26,158,171,173,196,195,199,160,189,209,181,175,-1,-1,76,-1,62,60,78,-1,-1,-1,63,93,132
27,155,166,181,170,204,186,124,105,152,128,123,103,88,-1,-1,-1,50,39,32,41,24,52,99,124
28,148,178,200,222,236,198,141,148,154,132,98,89,88,74,80,62,41,48,36,48,40,71,89,139
29,185,242,257,249,222,204,185,123,147,-1,137,-1,-1,-1,69,60,46,46,31,19,29,66,104,163
30,190,191,213,221,200,203,155,136,160,-1,155,-1,84,86,80,75,59,48,46,38,37,58,106,161
31,150,172,194,185,181,187,192,152,261,150,88,93,-1,-1,-1,47,54,40,73,45,33,55,88,123
