Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,32,19,14,23,23,6,9,5,8,3,2,4,17,11,22,28,42,46,45,30,28,25,18,21
2,20,20,18,28,16,11,13,9,14,11,13,15,7,14,15,16,24,34,29,20,24,33,27,11
3,16,14,20,17,17,18,11,8,9,5,7,9,7,10,16,24,17,24,29,37,29,26,22,26
4,22,15,20,14,17,12,11,11,8,6,8,6,10,17,11,19,23,21,16,23,30,27,27,16
5,21,15,18,23,21,16,-1,6,13,8,1,6,9,14,10,27,26,40,38,43,41,43,23,19
6,25,20,18,30,14,-1,14,8,4,7,7,7,11,19,23,20,28,39,24,30,40,26,34,27
7,23,23,16,17,12,16,14,7,9,9,8,8,11,17,15,7,18,24,26,36,48,33,30,30
8,22,20,13,10,8,6,17,8,5,9,5,10,6,9,9,16,30,40,29,38,43,36,30,28
9,20,10,11,10,11,3,10,12,5,2,9,7,5,10,7,14,19,16,23,24,30,22,16,17
10,6,13,13,7,-1,-1,-1,4,2,4,1,2,6,6,8,9,7,15,13,14,24,15,11,25
11,4,-1,-1,-1,-1,-1,5,-1,6,7,5,7,12,20,15,9,12,16,11,17,14,8,12,11
12,15,12,14,6,11,7,7,5,6,3,3,11,10,17,26,13,11,13,19,19,16,29,14,18
13,13,16,12,12,10,5,7,9,4,10,8,12,15,15,20,15,37,37,25,31,35,32,33,18
14,15,22,18,12,20,10,12,-1,7,6,13,14,10,16,19,36,31,29,24,18,14,34,35,23
15,25,9,10,8,4,5,9,5,2,6,8,12,8,14,13,18,22,26,47,28,23,26,20,21
16,21,16,11,8,10,7,2,9,1,10,24,10,19,15,20,19,24,37,22,21,31,20,24,16
17,20,19,16,7,10,-1,8,5,3,5,3,13,18,36,28,29,28,18,39,37,34,36,24,22
18,21,28,25,25,20,20,19,7,12,6,-1,-1,31,23,36,45,43,52,45,47,43,40,23,19
19,30,11,12,15,7,7,9,16,13,9,11,11,34,23,32,38,39,33,51,46,64,38,52,27
20,25,28,20,13,16,11,14,11,6,7,11,6,17,25,24,37,35,48,36,43,46,32,43,23
21,26,21,27,9,8,10,10,16,11,10,13,15,24,20,34,32,56,39,46,47,56,44,38,30
22,11,18,16,14,17,13,9,7,17,7,7,14,15,28,33,37,44,32,45,42,35,38,30,24
23,13,13,17,14,15,14,11,11,5,13,5,13,23,31,28,46,32,51,40,48,33,38,38,41
24,22,19,20,26,18,15,11,12,11,13,6,9,21,35,33,36,50,51,44,46,50,43,41,28
25,29,36,19,41,28,11,14,15,7,11,8,8,18,40,41,44,52,59,45,57,50,56,37,39
26,21,22,18,18,11,16,9,10,8,11,9,11,16,36,49,54,78,81,73,62,56,48,40,28
27,11,13,18,25,15,11,9,10,8,10,10,13,28,37,42,56,34,46,60,52,33,32,27,22
28,17,14,9,13,14,9,11,11,11,6,12,11,20,40,41,50,56,55,37,38,37,28,20,24
29,-1,-1,-1,24,12,13,15,18,12,20,8,20,24,50,56,44,66,67,61,50,60,45,46,29
30,14,17,20,18,15,10,6,10,8,1,9,11,21,29,51,68,89,89,59,61,52,47,30,27
31,15,19,16,15,27,24,15,13,9,5,14,16,19,23,46,58,56,69,63,52,49,52,44,28
