Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,11,9,8,15,9,10,9,6,4,3,8,6,19,16,27,32,30,32,37,38,36,21,28,23
2,6,9,-1,-1,-1,-1,5,4,3,4,9,7,11,15,18,19,23,28,19,18,24,24,26,9
3,16,5,13,13,8,9,9,4,2,1,6,4,13,19,16,31,26,22,35,27,22,18,14,21
4,9,9,5,3,17,6,3,2,3,2,1,10,12,9,21,22,30,19,25,26,33,23,17,12
5,19,15,7,6,7,-1,4,6,4,3,4,13,14,18,24,22,19,15,25,19,20,31,19,13
6,14,-1,6,4,2,3,6,4,2,5,2,2,1,10,8,25,24,22,39,34,38,32,24,16
7,2,-1,-1,2,3,4,2,-1,1,2,2,4,5,5,9,4,3,12,9,5,12,10,9,10
8,8,5,5,2,1,4,2,-1,2,1,2,3,1,11,11,13,12,12,8,6,9,4,6,3
9,8,5,6,1,3,2,5,-1,4,-1,-1,2,4,6,11,13,11,12,5,14,5,11,3,2
10,14,3,2,5,2,2,3,3,-1,1,1,3,9,5,5,10,9,4,3,4,6,8,11,-1,-1
11,3,8,-1,-1,4,11,8,6,3,-1,3,3,6,9,7,9,7,14,10,11,6,4,8,6
12,3,2,7,7,4,2,1,6,-1,3,2,8,2,8,9,10,12,11,10,12,9,5,6,5
13,5,9,1,-1,3,1,7,1,4,4,-1,4,13,2,14,9,8,11,7,11,4,5,11,7
14,1,3,6,1,5,1,2,3,1,1,1,-1,4,6,1,4,14,6,7,12,15,3,6,9
15,4,3,3,3,3,4,3,-1,1,2,1,10,16,7,20,9,5,13,13,16,8,14,7,5
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,7,5,4,3,3,1,4,2,6,2,3,1,5,11,10,22,7,7,12,6,10,13,3,8
18,5,3,6,4,3,3,1,3,3,2,5,6,7,9,14,10,10,8,10,9,7,6,9,6
19,4,3,4,4,1,1,5,5,2,3,2,4,13,13,12,11,11,10,10,7,9,3,8,5
20,3,2,2,2,3,4,1,2,6,3,7,8,3,11,10,13,18,14,17,5,8,3,11,1
21,10,12,11,5,4,2,6,-1,7,2,4,11,11,14,23,27,29,45,42,31,22,15,26,13
22,7,2,4,4,7,2,1,4,2,1,4,9,7,16,14,21,15,19,15,12,11,6,3,5
23,2,3,4,4,6,-1,5,1,4,1,3,10,13,16,24,7,11,16,20,9,9,10,7,7
24,4,6,5,2,-1,3,3,3,1,1,3,4,8,6,16,25,14,15,12,19,11,6,6,6
25,3,3,3,1,6,3,2,2,5,1,5,-1,9,19,21,18,22,15,13,12,8,9,5,3
26,13,7,4,3,2,3,3,5,2,1,4,4,5,17,23,21,27,17,13,15,9,8,7,16
27,5,9,3,4,2,-1,3,2,4,1,1,3,16,18,23,26,31,31,31,18,18,10,4,7
28,4,4,4,4,3,3,6,3,3,-1,2,4,8,18,21,23,26,37,34,24,18,13,6,6
29,-1,-1,-1,8,5,4,1,5,3,3,2,6,19,25,28,43,49,43,45,52,49,35,20,14
30,6,3,2,4,4,5,2,6,4,5,2,4,17,21,20,28,25,25,30,18,21,15,5,4
31,4,4,2,1,2,3,4,4,3,2,4,2,7,15,9,18,18,28,30,24,15,7,6,8
