Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,1,9,31,18,24,17,28,18,20,22,22,19,10,-1,-1,-1,5,4,12,1,2,-1,-1,-1,-1
2,-1,30,18,29,36,34,20,29,33,18,12,10,12,3,2,1,3,2,1,10,10,5,2,-1,-1
3,4,22,21,23,24,18,21,35,25,-1,20,15,9,4,3,-1,1,2,1,3,3,1,-1,-1,-1
4,-1,-1,36,21,27,63,28,19,29,24,14,13,7,-1,-1,-1,3,1,3,4,5,-1,-1,-1,-1
5,-1,9,24,23,18,-1,23,14,12,14,14,13,10,5,3,1,3,-1,1,16,7,-1,-1,-1,-1
6,-1,5,13,21,26,10,25,14,15,11,11,11,4,6,2,2,1,-1,1,4,6,-1,-1,-1,-1
7,-1,10,20,10,23,12,11,7,9,6,7,6,11,7,2,19,4,1,2,2,4,-1,-1,-1,-1
8,-1,10,13,17,14,40,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,7,-1,17,-1,-1,-1
9,-1,15,12,25,24,42,13,-1,-1,8,14,13,-1,-1,-1,-1,8,1,2,4,4,-1,-1,-1,-1
10,-1,7,18,19,16,-1,-1,-1,-1,-1,-1,10,8,6,2,-1,-1,-1,-1,7,6,-1,-1,-1,-1
11,-1,-1,7,33,34,26,63,92,13,14,21,30,21,5,7,2,1,1,1,6,3,-1,-1,-1,-1
12,-1,14,14,19,15,12,11,10,9,14,6,8,2,2,2,1,-1,1,6,3,5,-1,-1,-1,-1
13,-1,8,19,12,21,15,31,14,11,7,8,4,4,2,1,2,1,3,6,2,4,1,-1,-1,-1
14,-1,12,12,14,23,18,27,28,13,7,19,7,4,1,1,1,-1,-1,3,5,3,-1,-1,-1,-1
15,-1,8,16,16,14,10,9,9,14,12,7,3,3,1,1,3,-1,-1,7,1,4,-1,-1,-1,-1
16,-1,-1,14,13,27,11,9,46,28,6,9,-1,-1,3,2,1,2,1,1,2,7,3,-1,-1,-1
17,2,-1,4,20,13,14,14,12,16,13,6,8,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1
18,-1,-1,-1,5,13,6,14,15,18,11,10,6,8,9,-1,-1,-1,11,-1,23,3,3,-1,-1,-1
19,-1,-1,5,16,18,23,13,8,24,-1,-1,12,3,4,3,2,1,1,1,2,5,3,4,-1,-1
20,-1,-1,5,8,15,10,18,9,-1,-1,3,10,10,12,-1,3,2,1,2,11,3,4,-1,-1,-1
21,-1,-1,6,23,18,13,18,27,9,8,12,17,8,-1,-1,-1,-1,9,1,1,4,4,-1,-1,-1
22,-1,-1,-1,-1,10,11,-1,-1,-1,30,-1,13,6,2,3,1,1,9,17,-1,-1,-1,-1,27
23,8,-1,4,15,6,3,1,4,8,8,5,15,4,3,2,1,-1,1,2,2,5,3,9,8
24,-1,-1,7,23,19,9,32,4,7,-1,-1,9,8,8,3,2,1,3,2,2,5,3,-1,-1,-1
25,-1,-1,-1,2,20,12,9,7,28,9,9,5,6,3,3,-1,-1,1,2,1,4,2,-1,-1,-1
26,-1,-1,15,14,22,13,20,11,6,43,11,-1,-1,-1,2,-1,-1,-1,2,28,2,4,1,-1,-1
27,-1,-1,15,36,19,27,9,12,7,19,9,15,5,2,2,1,1,4,2,3,4,2,-1,-1,-1
28,-1,-1,14,14,13,11,3,31,12,40,23,13,5,10,1,26,2,3,2,4,3,12,-1,1
29,1,-1,20,17,46,12,12,17,11,21,26,11,9,4,5,2,5,1,2,4,15,8,-1,-1,-1
30,-1,-1,17,28,32,15,17,17,11,160,15,12,99,8,4,2,2,1,2,4,5,5,2,-1,-1
31,-1,-1,9,25,29,16,7,15,12,25,20,15,3,13,3,8,-1,3,15,4,10,8,4,-1,-1
