Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,2,3,5,2,5,9,7,2,8,3,1,2,6,5,4,-1,3,-1,-1,1,-1,-1,-1,-1
2,-1,-1,2,1,1,6,14,3,4,1,1,-1,-1,1,4,6,-1,2,-1,-1,-1,-1,1,5
3,4,4,2,5,5,2,1,1,3,1,-1,-1,1,-1,4,-1,1,2,-1,21,-1,-1,1,3
4,1,1,2,2,2,-1,-1,1,1,1,1,3,3,-1,1,1,-1,-1,2,1,-1,-1,-1,3
5,2,3,1,1,2,2,-1,5,2,12,5,9,11,12,3,3,-1,-1,-1,-1,1,2,4,2
6,-1,3,32,14,1,1,2,4,2,3,3,2,4,6,1,2,-1,6,1,1,1,-1,3,2
7,-1,2,-1,7,2,-1,2,2,1,1,5,4,2,5,2,-1,1,1,-1,3,2,11,3,4
8,1,2,7,8,7,15,2,3,1,1,17,14,12,37,10,4,2,4,1,1,1,-1,-1,2
9,2,1,-1,3,2,7,1,7,6,5,10,4,8,10,8,32,65,2,-1,-1,2,4,-1,1
10,20,17,5,7,3,8,4,1,7,-1,1,3,1,3,5,2,3,3,3,2,-1,-1,2,1
11,1,-1,-1,1,-1,2,2,1,2,-1,-1,-1,1,-1,4,1,-1,1,3,11,14,31,13,3
12,8,8,3,3,6,3,2,2,5,2,-1,-1,1,-1,4,5,1,1,-1,1,-1,1,2,3
13,3,-1,1,8,-1,12,5,6,3,8,30,14,5,4,2,41,6,1,-1,-1,-1,4,2,-1,-1
14,1,6,3,6,1,7,1,2,3,2,6,3,1,2,1,-1,-1,2,-1,-1,-1,3,-1,1
15,1,1,2,9,8,45,21,12,21,18,16,13,19,22,43,10,1,1,-1,-1,1,2,-1,3
16,3,7,3,9,3,18,7,5,7,8,13,4,4,8,7,5,-1,1,2,-1,1,2,6,1
17,3,3,9,9,3,15,31,20,1,1,4,5,5,2,2,-1,1,2,-1,-1,1,-1,-1,2
18,1,3,5,2,12,3,5,-1,2,13,13,7,34,53,54,2,1,1,12,-1,-1,-1,-1,3
19,1,1,3,2,-1,4,1,8,2,3,17,15,2,3,6,10,-1,3,2,1,3,3,-1,2
20,2,2,2,1,7,10,1,1,1,1,2,3,1,1,4,-1,2,-1,-1,-1,-1,-1,-1,2
21,2,10,5,1,2,3,4,1,-1,12,21,21,6,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,-1,-1,-1,-1,3,3,1,-1,-1,-1,1,3,1,35,10,1,-1,7,7,4,2,5,1,3
23,1,-1,2,9,3,9,30,7,12,19,14,13,8,11,2,2,-1,2,-1,2,1,3,-1,1
24,1,-1,-1,6,7,20,4,-1,2,20,-1,4,12,19,14,6,31,6,2,1,4,2,4,9
25,3,15,17,22,44,5,7,10,9,18,8,16,45,20,46,3,2,4,1,3,3,3,2,3
26,5,6,-1,7,6,5,15,41,29,41,47,3,4,16,19,9,-1,3,2,2,2,2,3,3
27,7,3,-1,12,13,38,35,11,3,1,14,19,9,23,15,5,1,4,3,3,-1,1,1,4
28,3,18,4,4,6,29,5,-1,2,9,23,13,7,23,6,2,2,1,1,2,-1,-1,2,4
29,4,7,4,5,7,22,2,4,12,36,20,6,8,1,3,8,1,3,1,1,1,3,3,15
30,1,19,-1,5,1,7,6,7,3,7,9,7,5,15,11,4,3,5,-1,-1,3,2,-1,8
31,2,2,1,3,1,15,9,1,1,2,4,4,9,3,5,2,1,-1,2,-1,1,2,-1,3
