Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,7,10,9,7,12,8,8,5,2,1,-1,3,7,7,16,17,17,8,18,15,22,16,11,7
2,6,4,6,12,10,11,4,8,5,2,3,4,4,11,14,21,13,11,12,13,17,21,17,7
3,11,2,8,5,8,10,10,3,3,1,2,6,8,10,16,17,12,17,12,11,13,18,13,15
4,12,4,1,7,15,10,6,2,-1,3,5,7,8,8,11,20,13,23,16,13,13,15,16,9
5,5,1,4,3,8,13,6,2,-1,3,1,5,3,10,12,13,15,6,16,15,15,17,15,9
6,6,5,7,8,11,13,3,7,4,3,2,7,8,11,11,12,13,12,17,16,15,11,14,13
7,8,6,4,4,6,7,6,6,3,7,5,5,2,10,6,14,12,9,15,10,18,17,18,12
8,8,8,3,3,8,7,4,12,10,3,2,9,6,12,10,8,18,14,11,11,16,19,9,14
9,3,6,1,3,13,3,9,11,4,3,5,6,7,13,11,9,12,10,15,9,17,12,8,10
10,9,12,9,8,4,5,-1,5,2,1,4,-1,7,12,15,11,10,11,12,16,15,-1,-1,12
11,3,4,2,2,5,5,1,6,2,4,2,9,11,10,17,11,16,22,14,15,14,17,8,14
12,8,4,6,3,5,7,3,3,3,5,2,4,5,11,14,19,15,9,12,12,15,19,9,6
13,2,5,8,3,6,8,6,3,5,3,4,3,7,18,19,6,14,8,12,13,15,14,8,9
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,13,6,4,3,6,6,8,2,5,4,2,8,5,6,11,6,11,16,11,15,12,14,7,10
16,9,7,4,5,11,10,7,6,5,2,7,4,8,14,16,14,14,15,10,9,12,10,7,11
17,4,8,10,-1,7,10,7,2,6,3,-1,3,5,19,16,12,18,15,14,9,14,17,7,7
18,9,5,3,6,4,3,3,3,6,3,3,9,7,9,11,18,15,9,7,12,10,15,6,6
19,6,3,6,2,6,4,4,5,3,2,4,6,7,13,18,17,15,13,11,8,10,13,9,18
20,10,2,4,3,5,7,2,3,1,2,3,-1,6,17,18,15,14,16,8,19,15,7,16,6
21,9,8,6,5,3,3,2,-1,2,1,1,8,4,4,12,11,12,15,20,14,18,11,12,10
22,1,4,3,5,6,2,5,1,1,2,4,5,7,18,14,17,17,15,19,20,10,7,8,8
23,2,8,2,5,6,6,6,4,1,3,2,4,11,21,24,25,21,13,16,19,12,9,3,10
24,4,4,4,5,1,3,4,3,1,6,4,5,11,21,20,13,27,25,12,17,23,7,10,10
25,3,6,5,10,6,4,8,3,5,3,3,1,15,21,29,17,33,35,19,15,18,17,9,10
26,8,5,5,5,4,10,1,4,2,3,6,1,11,23,26,32,34,19,19,19,19,13,13,7
27,8,4,2,7,5,4,6,1,4,4,1,5,19,22,27,27,28,22,21,23,17,19,11,13
28,7,3,2,2,4,2,4,3,4,1,2,6,7,22,26,37,25,30,21,25,20,10,7,14
29,-1,-1,-1,5,5,4,2,1,1,2,4,3,7,25,18,32,38,33,24,30,25,16,14,7
30,6,9,7,3,6,7,3,3,2,-1,1,8,6,22,19,38,35,29,23,19,20,15,12,5
31,5,7,3,4,4,9,4,5,2,10,4,4,8,10,30,37,24,27,20,26,19,18,10,10
