mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,112,120,105,139,102,85,65,70,42,50,50,30,38,17,13,-1,8,13,12,13,15,23,38,50
02,81,79,100,86,93,41,49,45,58,57,65,59,48,38,32,22,11,10,8,19,21,57,68,62
03,80,45,51,64,57,51,38,59,56,71,62,56,52,37,22,10,9,7,11,17,21,37,51,70
04,64,55,56,36,40,43,40,45,56,41,49,62,40,18,21,8,-1,-1,-1,19,37,49,59,42
05,35,50,61,50,42,50,45,43,45,45,28,31,26,19,19,6,9,12,11,19,16,36,47,31
06,65,56,56,45,48,51,49,33,42,31,56,40,33,24,30,24,15,14,18,12,25,43,48,67
07,70,53,54,66,44,37,38,39,40,41,44,45,35,28,21,11,14,11,11,16,20,37,74,87
08,124,89,73,65,52,51,60,53,59,106,66,55,25,20,25,9,7,6,14,13,28,39,74,79
09,114,118,111,107,110,40,36,45,53,78,59,58,38,38,23,14,14,15,8,14,26,35,57,69
10,115,101,134,115,104,82,52,56,72,62,59,44,49,40,21,-1,-1,-1,-1,-1,16,35,68,80
11,104,116,104,125,80,68,49,49,44,40,40,29,22,23,-1,-1,-1,-1,-1,13,20,37,48,55
12,58,79,109,102,87,38,49,72,48,53,57,31,31,19,17,15,11,10,11,36,31,64,72,84
13,83,84,63,62,50,63,48,53,69,73,60,60,50,47,15,11,10,14,-1,19,20,24,19,26
14,46,59,56,53,51,62,59,32,52,47,51,34,38,37,25,20,8,9,16,21,26,25,40,46
15,62,44,29,39,34,38,42,45,62,62,56,27,38,26,30,14,-1,16,16,9,21,21,38,32
16,40,19,30,27,40,41,39,45,50,53,34,32,36,32,19,21,14,6,12,11,16,31,46,56
17,59,84,80,92,80,59,100,55,44,50,58,41,33,33,18,12,7,13,6,18,16,18,31,49
18,45,29,49,47,48,43,36,32,33,31,28,25,26,10,13,12,7,6,13,17,15,27,34,33
19,31,52,51,40,39,48,35,36,49,54,45,26,24,23,19,12,9,13,14,18,9,30,72,66
20,79,65,71,70,47,47,43,55,72,75,60,52,42,31,17,23,11,10,14,11,18,24,49,74
21,81,93,80,81,75,36,37,50,69,60,42,41,29,35,27,16,7,11,9,14,13,28,46,63
22,75,71,51,54,66,56,68,41,40,46,43,30,31,28,19,15,10,10,9,8,21,32,32,47
23,50,60,53,61,75,63,49,38,41,49,35,38,39,28,22,15,8,-1,-1,-1,17,15,46,60
24,92,83,110,112,107,70,54,69,57,49,38,40,24,21,17,18,7,13,14,25,28,79,85,90
25,115,109,125,120,107,83,60,63,67,58,50,33,40,18,24,15,-1,-1,-1,-1,26,66,52,73
26,86,99,108,131,104,75,78,58,65,60,72,58,38,40,20,12,10,8,16,-1,31,28,49,80
27,92,103,122,114,52,58,62,68,69,58,50,44,32,47,27,16,13,14,14,15,34,40,56,68
28,97,108,92,111,59,50,61,93,55,90,71,66,45,28,25,15,14,7,9,16,-1,-1,-1,-1,-1
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
