apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,61,73,62,42,37,36,43,25,47,50,48,34,21,""
02,18,18,26,25,48,44,43,59,43,48,66,65,95,82,78,94,75,76,47,62,48,38,32,31,""
03,15,23,34,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,89,152,138,107,71,-1,17,34,38,48,30,28,""
05,30,37,29,31,45,48,44,49,39,43,33,50,38,77,57,72,58,47,34,54,37,52,37,23,""
06,22,27,18,34,51,44,35,37,48,43,43,56,63,63,73,71,70,68,56,51,46,52,42,28,""
07,22,23,36,47,39,50,40,62,42,48,70,61,90,76,71,85,83,68,43,43,52,56,51,25,""
08,22,23,21,33,46,50,46,58,58,55,56,54,62,56,28,38,46,40,34,44,50,44,39,24,""
09,22,16,21,37,46,30,34,43,27,35,45,25,39,56,35,25,28,34,53,44,46,56,41,28,""
10,20,29,29,34,40,55,39,56,52,58,52,53,58,71,67,72,68,79,75,45,45,58,41,33,""
11,28,24,26,18,19,20,18,22,24,20,11,6,52,81,46,54,66,58,47,34,62,56,45,23,""
12,20,18,33,31,41,53,52,61,41,57,40,60,71,82,71,56,61,60,58,43,46,52,42,26,""
13,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,55,64,66,51,50,34,34,27,34,37,21,29,14,""
15,23,17,21,9,19,23,22,22,26,20,22,37,46,39,30,33,22,25,33,33,53,55,31,22,""
16,14,8,20,27,40,41,44,39,37,36,43,55,56,49,31,31,28,24,24,30,33,37,32,7,""
17,10,17,23,22,21,32,26,33,32,37,33,35,26,42,38,39,28,24,36,37,61,38,38,16,""
18,23,14,18,12,21,35,25,24,19,14,20,25,37,48,47,61,59,33,31,29,36,51,17,19,""
19,14,14,20,26,43,41,46,45,52,41,47,56,54,63,41,20,42,29,32,51,61,49,47,25,""
20,20,7,17,23,32,50,39,35,47,49,33,64,81,74,63,64,44,40,39,36,47,57,38,15,""
21,17,14,14,22,32,48,30,22,28,31,39,35,43,61,50,48,-1,-1,-1,-1,-1,-1,-1,-1,""
22,-1,10,29,30,33,28,30,36,22,21,30,23,50,62,56,27,38,26,16,26,48,36,32,34,""
23,16,16,6,10,29,32,26,26,25,39,38,31,50,53,43,45,29,30,29,44,29,63,36,19,""
24,14,12,22,18,23,29,28,28,30,18,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,""
25,12,19,20,25,27,31,44,58,54,34,44,44,60,35,33,18,15,21,18,25,45,51,45,26,""
26,13,10,15,18,12,14,11,7,16,16,17,26,37,42,29,31,24,13,35,41,59,56,58,38,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,13,7,""
30,10,6,9,9,25,20,23,17,10,10,19,19,15,22,23,18,13,15,11,6,16,20,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
