apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,2,8,10,9,10,12,11,11,7,12,8,14,11,16,9,15,11,10,6,12,10,16,2,15,""
02,11,10,6,15,4,4,12,12,20,10,13,11,10,5,8,18,13,17,14,9,8,11,6,11,""
03,7,4,14,9,11,6,11,18,19,13,13,12,13,11,16,16,14,11,11,14,13,11,10,14,""
04,3,6,9,6,5,6,9,8,7,8,10,11,18,15,17,7,8,14,13,9,9,8,10,9,""
05,5,14,12,5,7,13,6,13,13,15,10,30,32,22,19,15,12,17,16,32,12,21,12,5,""
06,0,7,19,1,10,8,18,8,12,16,23,16,21,21,18,14,18,10,15,8,9,7,9,10,""
07,7,11,13,5,8,11,10,12,11,16,15,11,20,21,11,9,26,14,17,10,13,7,10,10,""
08,5,9,11,6,5,4,9,9,15,6,9,7,7,10,10,14,13,13,7,15,11,14,10,10,""
09,14,6,8,4,4,4,9,17,21,11,13,10,13,15,9,13,19,9,11,14,6,-1,-1,-1,""
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,8,11,6,10,5,""
12,7,21,12,7,44,5,28,31,17,9,12,8,32,9,15,17,9,13,10,6,6,7,8,5,""
13,9,10,6,31,7,11,6,8,11,26,9,11,11,7,9,9,16,15,17,10,11,8,26,5,""
14,11,7,15,5,3,7,19,8,10,7,13,10,9,16,18,16,23,21,14,5,23,21,8,4,""
15,10,5,12,9,4,9,7,15,11,7,16,12,12,18,11,15,17,20,17,10,10,8,8,3,""
16,4,11,10,6,5,5,12,8,15,18,3,10,12,15,10,16,15,26,10,13,13,8,9,8,""
17,6,9,17,16,12,5,17,11,9,6,11,11,6,16,12,14,17,27,7,11,14,10,8,17,""
18,9,5,8,17,6,7,13,18,12,14,19,8,15,10,6,10,9,24,12,12,12,8,7,5,""
19,5,5,7,15,9,9,11,23,13,13,17,12,17,26,20,10,16,15,15,8,14,12,4,17,""
20,6,18,9,7,8,8,3,16,14,14,17,15,16,14,9,15,21,18,25,22,5,16,5,10,""
21,4,14,11,14,10,12,11,15,11,7,17,13,13,21,19,16,18,20,10,11,10,9,5,6,""
22,6,9,10,9,13,14,11,12,9,15,31,28,22,6,20,26,12,20,12,8,9,8,3,8,""
23,7,4,6,10,12,5,15,10,19,17,26,14,14,11,19,10,15,16,16,13,8,9,10,6,""
24,1,11,8,5,5,4,16,7,18,23,17,7,13,16,15,22,24,8,17,6,9,8,7,7,""
25,6,8,5,7,7,8,11,9,12,10,17,12,10,16,14,20,19,20,17,7,6,16,5,0,""
26,5,13,5,5,7,5,7,5,2,6,7,11,7,8,1,6,1,6,7,10,9,6,9,5,""
27,5,6,7,5,9,5,8,6,5,10,5,6,5,2,6,7,2,5,9,4,7,7,5,3,""
28,3,2,5,5,4,4,5,5,2,4,5,6,5,5,9,16,18,20,15,17,8,13,4,7,""
29,5,3,2,6,5,6,7,13,11,11,12,13,10,16,19,15,23,19,27,17,4,8,4,10,""
30,12,19,7,5,8,9,13,54,7,12,8,14,38,23,18,13,31,26,16,12,9,14,10,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
