feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,42,34,36,-1,68,41,33,42,-1,58,17,18,15,15,10,15,-1,37,20,16,16,-1,50,22,""
02,33,35,25,39,44,-1,63,25,38,27,-1,81,37,28,24,17,22,18,-1,41,22,26,35,-1,""
03,77,56,45,46,52,45,55,-1,77,38,34,40,-1,57,21,20,18,24,16,7,-1,61,50,33,""
04,45,-1,78,45,48,54,44,39,34,-1,75,39,34,34,-1,44,24,-1,-1,21,24,33,-1,66,""
05,36,35,40,-1,73,45,86,26,44,24,20,-1,41,11,26,14,-1,25,25,22,28,35,31,52,""
06,-1,94,45,49,40,-1,187,79,108,46,48,47,43,-1,48,25,21,12,-1,58,29,50,34,42,""
07,36,65,-1,117,53,77,119,-1,218,80,36,38,34,14,18,24,36,27,25,39,-1,87,42,59,""
08,60,59,49,60,-1,161,108,104,68,-1,143,82,125,36,35,26,28,-1,39,28,27,33,-1,102,""
09,49,42,54,56,59,61,-1,129,51,55,52,-1,78,34,35,30,26,17,27,-1,66,-1,-1,-1,""
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,-1,1,33,""
11,54,35,41,39,39,108,51,57,84,197,254,155,60,45,37,33,28,42,34,50,32,28,57,50,""
12,66,77,64,63,71,106,125,120,153,145,123,106,61,35,44,18,26,28,28,28,37,39,55,59,""
13,55,62,72,55,65,94,68,125,66,145,142,77,43,32,24,26,25,30,26,32,48,42,61,77,""
14,52,64,55,55,69,76,61,78,59,58,58,49,51,54,32,27,28,24,32,22,52,30,40,58,""
15,51,59,71,55,72,79,74,62,58,61,67,59,43,38,42,24,31,34,37,39,38,45,41,59,""
16,42,51,61,56,62,73,63,57,72,73,55,59,49,52,45,25,27,28,25,21,29,50,38,44,""
17,60,52,61,66,49,53,55,56,47,60,70,54,42,42,27,29,25,24,24,35,44,44,50,60,""
18,71,66,62,42,60,64,90,97,62,72,56,50,48,42,39,28,19,25,23,23,52,40,46,42,""
19,47,61,65,46,60,131,90,86,102,82,81,73,96,38,33,35,20,17,24,29,32,46,35,59,""
20,49,56,35,57,48,49,114,56,87,78,72,129,65,21,19,14,15,19,23,34,22,45,49,44,""
21,46,69,43,45,44,88,193,25,44,50,68,53,37,38,26,21,31,17,29,25,28,39,32,55,""
22,51,61,71,55,51,48,155,47,87,35,29,35,23,26,29,22,24,20,29,21,24,41,48,53,""
23,40,56,59,64,52,56,26,0,1,1,3,12,16,20,10,12,10,14,16,16,15,22,29,24,""
24,36,41,43,32,27,29,20,7,10,33,40,36,16,20,12,16,16,14,7,6,4,7,7,6,""
25,9,11,11,6,7,64,78,5,8,15,35,30,26,18,15,18,10,12,11,15,11,24,22,32,""
26,31,43,30,36,31,41,53,22,23,13,19,11,14,7,17,16,11,19,16,21,28,26,32,35,""
27,51,41,36,48,43,40,38,28,32,39,43,29,22,15,14,10,17,19,25,27,35,35,48,42,""
28,63,53,47,54,42,41,109,30,37,51,58,41,37,27,44,30,20,23,22,40,36,36,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
