feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,32,36,41,60,88,69,88,62,102,111,104,78,98,80,44,57,86,82,78,57,59,36,44,43,""
02,20,33,33,28,54,65,75,76,90,108,112,95,109,97,66,80,67,86,66,74,67,56,52,42,""
03,40,55,26,63,49,54,103,125,118,114,92,122,88,89,81,81,98,73,62,67,67,63,47,16,""
04,13,14,18,10,9,17,58,105,97,108,114,96,108,87,59,59,23,24,28,28,26,26,13,11,""
05,16,21,21,20,31,25,76,104,118,110,76,96,75,91,55,72,26,20,24,16,30,19,21,14,""
06,19,16,19,13,21,28,34,62,82,61,77,75,78,56,55,52,21,20,23,21,11,16,8,11,""
07,12,10,11,16,26,56,83,86,82,90,88,73,66,58,51,50,16,19,21,21,24,12,14,8,""
08,8,8,11,17,16,17,41,63,81,80,80,65,77,46,54,48,32,39,24,24,32,30,36,34,""
09,18,29,42,13,19,20,54,65,73,69,69,76,69,57,36,50,51,59,52,54,43,45,36,32,""
10,22,14,11,13,20,14,26,67,68,95,84,89,83,59,57,65,66,59,38,57,39,22,6,9,""
11,8,17,11,10,52,66,55,68,64,67,84,82,68,60,52,55,65,54,37,24,9,12,12,5,""
12,9,11,12,16,15,38,53,57,55,46,66,91,76,64,58,47,32,27,29,26,24,22,39,24,""
13,9,8,9,20,16,30,76,58,98,67,78,78,59,50,49,50,31,17,22,19,10,16,20,35,""
14,20,11,20,12,13,26,45,56,57,74,62,58,50,55,38,42,19,16,19,8,18,11,15,8,""
15,11,9,15,13,19,25,37,65,90,86,87,61,71,51,75,48,28,23,16,17,22,14,12,4,""
16,12,12,12,16,17,21,46,92,82,73,55,69,66,50,55,68,59,71,56,49,60,48,25,33,""
17,31,15,14,17,11,31,86,79,95,92,76,81,53,53,52,62,63,77,44,52,41,33,36,34,""
18,22,25,31,18,24,53,85,88,76,77,90,86,69,56,50,53,24,25,16,20,16,21,11,14,""
19,10,12,19,17,16,26,61,102,96,70,84,79,62,76,70,56,21,21,17,22,16,16,16,5,""
20,8,12,9,8,12,15,46,79,76,72,199,81,73,49,48,55,26,26,19,21,17,17,13,16,""
21,14,11,15,19,10,31,65,74,102,84,91,88,78,61,60,58,15,9,14,18,18,13,16,9,""
22,11,12,6,22,25,15,25,78,95,98,95,79,67,74,69,53,78,76,72,63,47,42,49,48,""
23,10,17,20,48,40,42,49,87,83,86,74,66,74,88,65,67,55,61,69,53,48,40,43,32,""
24,29,20,28,32,22,50,42,65,77,73,83,94,86,71,74,50,85,71,59,63,22,16,18,11,""
25,13,7,17,17,13,41,60,63,69,48,68,56,47,58,39,50,59,69,66,65,62,43,27,31,""
26,37,26,6,11,25,27,55,67,99,93,79,74,60,48,54,63,23,20,21,11,16,15,11,8,""
27,9,5,13,22,9,34,64,77,78,82,81,63,69,52,65,51,38,14,23,33,18,15,18,10,""
28,9,9,7,13,21,26,61,63,77,69,59,65,51,52,42,53,18,21,23,12,16,4,14,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]nVah{{`zI}le,"z'gl}"
