feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,89,99,107,140,133,139,120,128,95,127,101,116,94,87,78,62,36,41,40,62,83,74,77,79,""
02,77,90,102,132,137,149,122,110,95,112,131,109,110,105,107,73,60,35,47,54,61,72,94,93,""
03,90,104,102,122,130,130,99,125,168,145,145,147,141,112,95,66,59,40,59,69,94,93,93,94,""
04,104,86,100,128,121,148,139,168,185,187,185,143,167,157,86,52,50,50,43,66,88,82,103,85,""
05,84,95,96,102,133,128,119,122,114,123,128,112,105,93,81,60,36,38,35,46,47,65,76,95,""
06,90,97,93,118,128,117,112,114,128,140,129,92,101,109,67,59,45,39,35,49,68,67,85,87,""
07,81,103,101,119,132,149,107,116,112,130,131,142,102,84,66,49,30,38,40,52,50,81,85,83,""
08,99,105,118,127,145,144,158,146,110,133,148,110,110,86,71,55,60,38,46,64,52,78,66,68,""
09,69,88,106,136,142,136,169,165,149,134,120,104,94,82,62,34,31,18,27,29,64,83,74,78,""
10,65,89,85,85,116,119,117,117,122,119,157,105,125,81,82,56,50,16,29,27,29,56,42,81,""
11,68,57,54,82,88,94,94,66,67,88,65,63,48,68,62,52,36,19,29,49,55,65,58,58,""
12,109,69,105,92,94,123,135,94,88,115,124,100,98,82,78,33,33,34,31,40,41,59,76,69,""
13,69,71,59,80,103,105,87,93,96,21,78,75,65,62,53,39,37,30,43,42,44,54,59,81,""
14,73,89,72,88,111,107,99,100,110,140,112,108,79,88,70,29,30,33,42,29,30,35,48,59,""
15,58,56,62,78,83,103,79,103,116,118,81,99,85,70,66,75,47,33,39,60,63,78,71,62,""
16,59,72,76,87,126,119,94,97,102,115,100,116,89,85,69,54,34,37,25,33,53,59,76,77,""
17,69,101,133,119,145,140,139,164,155,133,114,109,90,90,82,74,31,35,33,42,75,63,76,106,""
18,63,101,113,112,181,145,126,111,123,118,96,105,98,74,80,57,37,29,29,46,43,54,80,77,""
19,79,94,92,113,112,132,133,135,151,160,159,141,95,82,81,66,37,45,57,55,78,79,88,99,""
20,80,118,95,122,140,133,122,128,115,116,116,116,80,79,68,58,43,49,39,44,60,69,86,67,""
21,89,88,87,99,116,121,135,101,137,129,136,125,100,75,79,44,40,32,50,57,73,107,58,45,""
22,52,60,81,78,82,62,87,67,92,96,95,83,63,45,43,43,25,24,19,35,64,50,65,58,""
23,110,73,102,99,98,98,117,107,136,173,135,142,122,108,63,52,34,26,41,55,59,56,81,88,""
24,116,90,71,50,64,62,70,53,72,56,123,97,130,77,82,67,53,29,11,20,40,39,58,75,""
25,74,90,81,87,98,98,91,82,104,98,88,78,91,78,110,61,57,37,26,44,58,63,72,67,""
26,97,75,76,82,124,101,79,102,111,120,94,113,91,85,62,40,40,26,27,37,35,65,57,53,""
27,70,74,66,82,110,111,96,106,97,111,91,86,88,71,63,59,50,32,24,52,39,54,92,113,""
28,91,80,91,103,114,122,141,165,131,139,116,109,164,125,127,55,44,29,31,39,75,-1,-1,0,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
