aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,61,54,37,41,56,68,107,130,157,174,232,237,179,167,127,166,155,186,155,141,107,82,58,56
02,56,45,39,27,39,51,75,135,147,180,207,226,176,167,127,160,146,140,127,104,127,83,64,49
03,51,61,43,62,64,60,90,135,177,171,229,216,187,152,184,177,169,195,146,171,136,113,83,50
04,49,38,51,41,41,52,91,115,170,201,204,205,183,152,163,170,-1,-1,-1,-1,-1,0,59,53
05,62,28,47,37,26,41,76,82,128,150,184,197,174,162,124,175,186,141,140,142,86,97,79,66
06,28,40,26,30,28,49,76,105,136,151,177,160,144,145,168,182,97,171,144,74,80,85,89,65
07,29,40,37,29,31,37,55,100,121,167,158,178,190,138,177,192,188,200,179,160,125,96,95,60
08,53,42,33,40,26,66,93,74,125,149,173,171,146,126,151,192,130,185,148,175,83,48,62,58
09,42,42,28,31,34,49,59,113,102,137,155,172,157,166,139,149,158,124,118,113,90,90,64,42
10,36,25,34,37,47,63,72,107,135,127,94,139,194,183,150,180,158,189,126,100,73,48,47,37
11,36,30,33,26,23,37,58,96,120,126,156,114,152,129,163,203,196,183,149,150,129,79,70,52
12,33,55,58,36,41,78,115,133,159,175,244,218,247,221,255,268,284,281,271,251,151,140,89,72
13,59,45,39,38,34,62,92,136,127,169,193,143,185,159,196,199,220,185,192,155,107,89,69,56
14,38,46,39,30,42,39,74,70,105,131,141,141,137,141,140,196,189,182,155,174,137,108,72,61
15,35,44,33,25,36,48,65,88,101,124,160,169,163,134,127,171,175,176,154,124,102,80,53,67
16,50,47,33,28,28,50,64,84,121,136,156,150,173,164,139,148,151,172,121,161,109,96,116,79
17,50,49,39,28,37,46,68,95,120,117,131,135,140,118,110,156,165,149,131,129,121,78,58,53
18,31,31,27,38,33,54,66,102,100,123,150,125,154,123,87,116,125,129,126,125,83,45,34,14
19,28,10,21,19,38,47,75,96,95,98,135,135,135,136,128,144,137,134,102,134,74,68,60,36
20,31,30,37,29,29,50,73,109,86,119,115,105,144,112,121,128,157,149,139,105,114,67,48,30
21,28,20,32,30,24,38,70,93,102,94,120,124,120,115,148,138,149,132,143,110,117,88,77,65
22,24,24,26,30,42,51,68,86,88,141,143,147,149,145,105,143,144,98,119,125,101,73,65,56
23,49,29,31,32,40,41,65,101,71,97,146,130,120,121,114,131,141,156,117,159,113,103,75,60
24,40,38,32,39,36,37,85,0,0,0,0,0,0,0,0,0,138,166,125,84,56,51,38,38
25,40,0,0,25,37,37,45,0,0,98,88,94,105,108,0,120,111,126,107,86,42,14,22,26
26,29,29,33,19,33,55,79,101,108,145,150,147,137,118,102,121,158,164,147,124,99,51,46,38
27,29,21,13,25,28,38,60,71,72,136,123,137,119,111,117,112,114,117,104,103,95,91,72,56
28,41,34,34,29,45,58,70,84,107,144,135,135,103,127,110,113,138,148,93,104,89,95,54,54
29,57,33,35,25,32,62,77,76,147,118,117,129,145,131,118,147,143,162,116,124,101,78,60,61
30,42,39,28,31,28,54,61,85,85,96,130,116,136,113,103,116,126,128,113,113,100,72,63,41
31,38,23,25,30,22,37,60,81,101,102,124,132,121,0,0,106,0,114,102,79,88,67,46,-1,-1
