feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,67,111,151,196,119,131,150,147,137,143,145,145,149,158,179,152,163,151,115,84,66,74,57,91,""
02,86,76,105,86,92,87,89,98,94,64,72,66,158,192,203,165,117,93,234,202,163,137,116,125,""
03,154,109,185,219,211,245,244,237,248,238,234,221,234,236,231,215,221,207,194,176,156,111,130,117,""
04,121,138,171,181,197,200,222,221,241,228,237,216,270,228,184,187,196,176,178,183,136,108,116,90,""
05,106,173,136,167,213,206,200,210,205,210,218,226,234,230,194,192,185,178,164,152,105,102,104,102,""
06,103,113,136,157,204,217,224,216,233,240,226,249,246,255,252,230,210,197,217,208,196,145,129,135,""
07,157,166,211,228,225,241,250,234,254,244,292,271,270,258,253,255,244,226,214,183,198,182,143,150,""
08,160,179,177,223,230,257,229,235,261,259,268,252,272,258,249,235,237,229,226,197,167,151,150,148,""
09,150,185,195,218,241,238,235,241,245,248,251,240,18,0,0,0,0,0,0,0,0,0,0,29,""
10,120,151,175,181,188,204,205,209,182,220,228,204,228,204,225,229,209,205,216,208,155,140,139,126,""
11,141,166,184,200,195,204,220,224,218,220,228,195,208,207,193,198,172,185,167,165,117,112,106,84,""
12,96,110,140,166,176,169,201,175,199,193,194,180,188,203,204,185,175,181,169,174,139,120,127,100,""
13,103,147,159,199,194,196,191,176,165,195,177,176,219,197,224,196,209,184,182,113,159,104,86,97,""
14,95,158,156,173,186,236,215,159,197,175,219,201,209,223,214,225,190,170,177,146,173,140,112,125,""
15,126,145,166,178,200,212,186,199,197,185,200,188,179,200,223,197,204,214,201,164,158,119,107,120,""
16,104,115,161,179,193,188,191,176,170,170,191,195,180,193,214,183,187,194,175,161,133,134,128,128,""
17,130,156,158,184,205,203,202,191,178,181,213,186,192,216,235,214,221,202,174,152,137,116,108,106,""
18,104,126,167,182,189,191,185,162,195,182,180,182,203,216,223,193,167,180,171,145,128,107,116,111,""
19,118,123,174,172,193,181,207,185,174,193,188,183,194,225,232,218,191,203,185,167,131,115,126,102,""
20,91,137,151,189,211,200,193,156,146,183,182,185,171,212,208,222,209,185,148,142,99,101,109,87,""
21,105,129,133,156,184,193,167,156,169,170,159,179,189,197,197,223,205,172,145,138,116,128,86,91,""
22,109,110,118,174,173,171,146,172,176,197,185,179,167,181,215,217,195,194,162,152,116,114,118,108,""
23,108,148,186,210,215,224,209,215,208,214,222,191,187,205,228,200,208,202,194,183,138,135,128,110,""
24,104,117,150,184,187,198,179,193,200,198,167,178,190,195,209,188,210,195,189,166,153,127,132,101,""
25,122,152,182,177,190,178,186,204,211,200,167,178,179,177,189,177,163,171,168,149,114,114,84,79,""
26,84,97,146,169,132,155,124,132,143,81,65,115,158,188,196,188,244,195,163,159,115,101,77,68,""
27,86,112,137,158,168,166,180,160,178,178,195,189,207,179,203,180,183,163,162,155,148,116,116,97,""
28,105,134,163,189,191,182,211,167,165,172,141,123,147,150,106,161,203,185,181,149,128,129,95,114,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
