Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,92,106,103,129,224,243,237,243,188,153,159,126,108,54,134,120,107,119,114,104,119,110,122,101
2,92,89,138,157,174,174,117,197,165,129,117,94,108,93,70,114,121,110,116,120,131,116,145,127
3,158,151,193,207,213,201,212,178,216,229,116,149,89,99,135,119,133,92,146,117,93,98,95,90
4,136,133,135,209,224,204,156,157,158,121,106,100,91,59,90,130,118,110,94,89,108,125,99,134
5,146,122,146,181,171,206,155,132,155,161,112,119,105,113,109,116,97,105,94,101,108,111,107,118
6,92,118,146,181,186,198,149,132,160,139,101,100,94,67,115,105,124,87,96,111,127,102,90,145
7,136,164,137,203,233,178,192,176,134,131,94,122,91,56,122,148,143,125,107,96,109,130,113,122
8,145,162,118,156,187,180,184,190,94,124,95,84,103,73,104,133,127,104,84,109,104,105,135,116
9,115,154,160,190,228,231,167,166,156,118,99,98,87,78,102,101,94,85,96,103,106,112,130,160
10,130,151,178,195,256,231,204,186,153,133,103,116,109,69,66,58,109,119,111,142,160,203,222,158
11,119,146,161,245,271,293,267,240,202,141,95,98,75,89,40,75,64,57,68,94,110,137,149,116
12,150,157,213,318,393,413,369,324,282,250,154,90,96,103,80,57,50,83,124,180,256,324,352,354
13,253,209,251,333,384,428,356,383,289,226,150,89,96,68,54,124,90,105,152,215,305,343,431,383
14,280,213,208,310,387,347,343,311,256,137,125,68,61,82,78,93,94,67,64,109,116,136,65,63
15,37,52,110,198,254,247,272,195,145,152,93,83,98,61,85,97,95,82,85,76,99,119,103,109
16,121,136,132,158,194,218,179,177,97,105,98,82,87,91,78,44,61,55,61,72,83,82,71,93
17,122,118,154,171,201,194,160,148,99,113,83,149,59,70,119,96,95,80,67,91,70,71,73,57
18,89,93,146,146,159,139,93,111,99,147,141,77,79,72,57,57,80,74,67,46,52,70,44,110
19,92,135,124,96,137,140,133,99,80,84,71,89,69,64,76,76,84,65,60,41,54,61,60,77
20,93,104,101,127,123,114,114,104,74,63,72,72,48,104,100,111,68,78,69,67,59,77,59,85
21,78,96,127,126,159,146,150,129,121,107,84,45,72,105,107,111,85,84,65,67,88,75,82,84
22,80,122,131,152,175,166,119,108,115,90,84,102,105,83,147,89,97,64,65,75,66,55,68,48
23,63,101,122,118,152,144,145,106,106,74,73,84,58,75,132,93,74,67,65,69,70,67,67,78
24,73,109,107,127,138,115,104,88,68,92,86,36,72,92,76,74,49,58,61,63,80,71,58,-1,-1
25,68,67,102,109,124,123,111,115,97,91,76,63,96,37,40,46,83,172,50,108,67,70,66,71
26,84,86,98,135,137,130,119,102,91,82,71,83,38,90,99,65,52,52,65,50,63,71,69,67
27,70,87,100,118,133,109,116,107,87,80,79,85,93,68,66,53,17,41,24,33,42,34,43,25
28,43,59,38,96,102,132,164,115,93,91,72,64,77,32,71,76,42,30,40,39,32,23,8,39
29,58,83,109,137,162,182,193,160,110,56,77,70,43,71,90,65,61,67,71,54,67,54,83,83
30,96,81,115,110,117,118,119,81,86,70,86,108,38,91,95,70,76,71,49,22,37,59,74,65
31,72,82,114,122,149,151,159,129,78,82,93,83,82,96,74,31,108,90,57,47,57,70,45,79
