may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,22,27,26,40,35,48,53,56,56,31,30,17,20,8,15,7,8,5,9,17,14,15,22,20
02,26,25,26,20,31,41,47,40,35,22,20,16,9,8,5,8,4,7,3,12,18,20,21,41
03,35,18,25,26,41,40,41,50,37,29,22,12,8,9,7,10,8,6,7,7,8,24,16,22
04,16,20,20,27,29,56,45,52,45,29,16,13,13,7,10,5,3,7,3,13,13,12,24,20
05,18,13,21,28,29,30,48,49,42,32,22,8,16,6,11,7,5,2,7,6,13,19,21,13
06,27,30,30,36,37,46,37,50,36,31,25,10,6,9,11,8,4,3,5,7,8,7,19,21
07,17,12,26,26,36,47,26,47,28,31,19,14,10,6,3,1,3,6,6,8,12,21,26,23
08,17,23,26,35,47,39,50,44,48,40,30,9,7,1,7,6,8,6,11,6,14,14,18,19
09,20,46,37,25,30,45,66,56,48,36,26,22,10,13,9,8,6,7,7,8,13,28,18,25
10,31,33,36,36,37,46,51,55,48,33,22,7,7,9,14,6,7,5,7,10,6,22,17,27
11,22,24,25,15,16,26,29,21,33,18,12,12,9,7,5,5,5,10,3,6,6,14,11,27
12,22,21,28,24,29,25,28,44,37,24,12,10,7,10,5,3,5,5,4,9,16,9,17,17
13,16,24,26,26,32,35,50,48,33,30,19,12,12,6,9,9,7,5,11,16,9,11,25,21
14,20,26,22,23,31,36,40,36,23,14,10,3,3,4,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,11,13,7,24,6,7,11,13,14,20,31
16,38,17,34,35,39,40,35,42,39,19,22,9,4,6,1,2,4,7,4,6,3,9,30,22
17,32,27,12,22,17,23,21,21,36,18,4,4,13,6,7,6,7,10,10,9,12,10,21,27
18,34,22,14,16,14,18,34,24,15,11,11,9,3,5,10,11,6,5,7,4,8,14,21,20
19,36,15,30,28,28,31,39,48,49,28,20,14,8,3,6,9,6,5,3,6,7,10,18,20
20,13,20,21,17,17,37,38,53,38,25,8,3,10,4,11,10,4,9,7,6,10,21,19,42
21,29,26,26,33,37,43,50,44,30,26,16,11,7,2,9,10,7,3,10,6,7,14,25,24
22,28,24,25,28,27,37,42,49,34,24,16,9,9,4,11,4,6,3,5,5,18,15,18,27
23,35,25,15,26,27,42,43,41,38,20,9,12,4,5,8,9,3,6,8,7,12,14,28,24
24,30,27,33,32,26,34,26,35,26,34,18,10,5,8,4,4,5,7,5,13,12,16,28,41
25,35,30,27,23,30,44,47,37,41,16,11,5,3,2,5,9,6,2,5,7,10,7,18,25
26,17,25,33,31,40,25,43,51,37,25,14,5,3,9,5,6,5,6,4,4,11,15,22,20
27,10,19,18,19,25,43,-1,-1,-1,-1,-1,13,5,7,9,7,8,7,7,15,7,18,28,26
28,20,22,15,39,27,26,25,33,23,14,10,6,-1,-1,7,7,7,7,7,14,10,17,17,14
29,13,12,17,11,20,24,31,32,21,15,11,8,2,5,1,7,5,5,10,11,11,14,16,17
30,16,15,15,22,30,36,45,36,39,21,11,5,6,6,4,2,3,6,7,6,8,11,17,28
31,30,40,32,29,29,41,55,53,39,30,21,16,17,13,8,9,11,13,11,15,-1,-1,-1,-1,-1
